,title,body
0,국내선 회복세는 뚜렷하지만…과열경쟁도 덩달아 심화,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

""수익보단 현금 유동성 확보가 시급""31일 서울 강서구 김포공항 국내선 청사가 휴가철 이용객들로 북적이고 있다. /문호남 기자 munonam@[아시아경제 유제훈 기자] 신종 코로나바이러스감염증(코로나19) 여파로 국내선 항공시장의 과열경쟁이 심화되고 있다. 국제선에서 갈 길을 잃은 저비용항공사(LCC)들이 국내선 확장에 힘을 쏟으면서다.1일 국토교통부 항공정보포털시스템에 따르면 지난 지난달 국내선 운항편수 및 여객수는 각기 3만3678편, 494만4351명으로 잠정 집계됐다. 이는 전년 대비 각기 99%, 90% 수준을 회복한 것이다.신종 코로나바이러스감염증(코로나19) 여파로 전체 항공수요는 감소했지만, 여름 휴가철 봉쇄된 해외여행 대신 국내여행을 선택하는 여객이 늘어나면서 이를 일정부분 상쇄하는 데 성공한 셈이다.실제 최근 LCC를 위주로 국내선 신규취항은 더욱 속도를 내고 있다. 진에어의 경우 전날부터 김포~포항, 포항~제주, 김포~대구, 김포~울산, 울산~제주 노선 등 5개 노선에 동시 취항했다. '유령공항'이란 오명을 썼던 양양공항에도 티웨이항공(부산, 광주), 제주항공(부산) 등이 취항한 상태다.최근엔 팀킬(Team kill) 사례마저 등장하고 있다.  에어서울은 오는 21일 부터 김포~부산 노선에 매일 4회 일정으로 신규 취항키로 했는 데, 이 노선은 같은 아시아나항공의 자회사로 '자매사'격에 해당하는 에어부산이 매일 11회 운항하고 있는 노선이다. 한진그룹 계열 자매사인 대한항공과 진에어도 각기 매일 8회, 4회씩 같은 노선을 운항 중이다.업계 한 관계자는 ""일반적으로 수요가 아주 높은 노선을 제외하면 같은 계열끼리는 취항 시 교통정리 절차를 거치는 게 일반적이지만 지금은 이례적인 상황""이라면서 ""코로나19 상황으로 각 사가 고사위기에 내몰린 만큼 어쩔 수 없는 측면이 크다""고 설명했다.이런 상황임에도 각 사의 국내선 운항엔 별다른 실익이 크지 않다는 게 업계 평가다. 수요 증가세에 비해 공급 증가세가 가팔라 운임도 공시운임을 밑도는 까닭이다. LCC 한 관계자는 ""국내선 운임이 바닥까지 치달으면서 최근엔 항공권 가격이 4~5만원만 되도 고객들이 '비싸다'고 느끼는 듯 하다""면서 ""수익이 난다기 보단 현금 유동성을 확보하기 위한 측면이 더 크다""고 전했다.이같은 상황은 향후에도 지속될 가능성이 크다. 각 사 모두 코로나19 장기화로 현금 유동성 확보가 시급한 까닭이다. 당장 오는 8월말 유급휴직 고용유지지원금 지급기한 종료를 앞두고 티웨이항공에 이어 제주항공 마저 무급휴직 전환을 추진하고 있는 단계다. 유제훈 기자 kalamal@asiae.co.kr▶ 2020년 하반기, 재물운·연애운·건강운 체크!▶ 네이버에서 아시아경제 뉴스를 받아보세요 ▶ 놀 준비 되었다면 드루와!  드링킷!<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>
	
"
1,여행은 못가도 직구는 못끊어…똑똑한 구매 돕는 특화카드 눈길,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

NH20해봄카드, 해외 모든 가맹점서 최대 2% 할인 등[아이뉴스24 서상혁 기자] 신종코로나바이러스 감염증(코로나19) 사태로 여행길이 막히자, 그 수요가 해외 직구로 몰리고 있다. 다만 아무런 계획 없이 구매를 하다보면, 삽시간에 결제액이 불어날 수 있다. 이런 초보들을 위한 '직구 특화카드'를 소개한다.1일 카드업계에 따르면 국내 카드사들은 쏠쏠한 해외 직접구매(직구) 혜택을 담은 상품을 내놓고 있었다. [사진=뉴시스]최근의 해외직구 수요는 뜨겁다. 인천본부세관에 의하면 올 상반기 인천공항을 통해 반입된 직구 물품은 1천837만8천건으로 전년 동기 대비 7.7% 증가한 것으로 나타났다. 자연스레 월 할인·적립한도가 높은 해외 직구 특화카드에도 이목이 쏠리고 있다.우리카드 'DA@카드의정석'은 전월실적과 할인한도 없이 해외 이용금액의 1.3%를 청구할인 해준다. 모든 가맹점에서 전월실적, 할인한도 없이 0.8%를 할인 받을 수 있는 '무조건 카드'다. 해외 이용금액 외에도 음식점, 편의점, 마트, 병·의원, 교통, 미용, 항공사 등 생활 업종에 대해선 0.5% 추가 청구할인이 가능하다.롯데카드의 '백스 플래티넘 카드'는 국내외 모든 가맹점에서 전월 실적 관계없이 0.2%를 쌓아준다. 전월 실적이 30만원 이상이면 해외 이용금액에 대해서 1.5%로 적립률이 올라간다. 같은 조건 충족 시 모든 가맹점 1%, 자동차 구매 건은 2%로 적립률이 상승한다. 통합 적립 한도는 월 100만 포인트로 넉넉한 편이다. 롯데카드의 기본 서비스와 글로벌 브랜드 플래티넘 서비스가 제공된다.NH농협카드 'NH20해봄카드'는 해외 모든 가맹점에서 건당 2만원 이상 결제 시 2%를 할인해준다. 통합 월 할인 한도와는 별도로 월 최대 10만원까지 할인을 받을 수 있다. 이밖에도 인천공항 라운지 연 2회 무료입장, 놀이공원 연 6회 30~50% 할인 혜택 중 하나를 선택할 수 있다. 일부 커피전문점 30%, 온라인 쇼핑몰·온라인 서점·어학시험·배달앱·대중교통 10%, 통신비 4천원 할인 혜택도 주어진다.하나카드의 '비바 지 플래티넘 체크카드'는 해외 모든 가맹점에서 건당 1만원 이상 결제 시 1.5%를 캐시백해준다. 국내 5대 업종(요식, 마트·백화점, 온라인 쇼핑몰, 주유, 병원) 0.5% 캐시백 혜택도 있다. 통합 캐시백 한도는 월 10만원까지다. 해외 물품 구매, 해외 자동입출금기 현금 인출 시 각각 1%의 수수료만 지불하면 된다.고승훈 카드고릴라 대표는 ""해외직구 혜택을 가진 카드는 많지만 보통 한도가 낮거나 통합할인 한도에 묶여 있어, 실질적으로 혜택을 받기 어려운 경우가 대부분이다""라며 ""해외직구를 자주 이용하는 소비자라면 할인율보다는 할인 한도가 얼마나 넉넉한지, 혜택 조건은 까다롭지 않은지 살펴보는 게 중요하다""고 설명했다. [이미지=카드고릴라]서상혁기자 hyuk@inews24.com▶네이버 채널에서 '아이뉴스24'를 구독해주세요.▶재밌는 아이뉴스TV 영상보기 ▶아이뉴스24 바로가기[ⓒ 아이뉴스24 무단전재 및 재배포 금지]

"
2,"""향토항공사 살리자""...지자체·경제계·시민단체 힘 모은다","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

이스타항공· 에어부산· 플라이강원 연고 지자체 지원 움직임현금장려금 지급 확대, 도민 지역항공 타기운동 캠페인 확산위기의 이스타항공 항공기들[연합뉴스 자료사진](전국종합=연합뉴스) 신종 코로나바이러스 감염증(코로나19)으로 지역을 기반으로 하는 저비용 항공사(LCC)의 경영난이 심해지면서 자치단체와 경제계, 시민단체들이 한목소리로 지원대책 마련을 요구하고 있다.    일부 자치단체는 향토 항공사가 도산하면 '항공 오지'로 전락할 수 있다는 위기감 속에 직접적인 현금성 지원도 마다하지 않고 있다.     1일 항공업계에 따르면 지역을 연고로 하는 항공사는 이스타항공(전북), 에어부산(부산), 제주항공(제주), 플라이강원(강원) 등이 있으며 취항을 앞두고 있는 에어프레미아와 에어로케이는 각각 인천공항과 청주공항을 기반으로 한다.        하지만 코로나바이러스감염증(코로나19) 사태 이후 국내외 항공 여객이 급감하면서 이들 대다수 향토항공사들의 경영난이 가중되고 있다.    최근 향토기업인 이스타항공이 도산 위기에 처하자 전북도의회 박용근 의원은 임시회 신상 발언을 통해 ""당장 어렵다고 이스타항공을 포기한다면 새만금이 본격 개발된 뒤 '메이드 인 전북 항공사'는 없고 타지역에 기반을 둔 항공사들의 배만 불리게 된다""며 ""전북도와 도의회, 도민 등이 힘을 합해 살리자""고 제안했다.    조동용 의원도 5분 발언을 통해 ""전북 도민의 유일한 하늘길이었던 군산∼제주 노선이 5개월째 운항 중지돼 도민이 큰 불편을 겪고 있다""며 ""군산공항이 정상 운영되도록 대책을 마련해야 한다""고 촉구했다.'이스타항공 사태 정부 여당이 해결' 외침[연합뉴스 자료사진]    전북도의회는 실직 위기에 내몰린 이스타항공 노동자들의 생계 대책 마련을 요구하는 건의안을 채택하기도 했다.    부산지역 시민단체인 부산경남미래정책은 최근 ""HDC현대산업개발의 아시아나항공 인수합병 무산 우려와 관련해 자회사인 에어부산을 부산 기업으로 만들기 위해 부산시와 향토기업이 나서야 한다""고 밝혔다.    이 단체는 ""에어부산 종업원이 1천454명에 달하는 만큼 하루빨리 정상화해 일자리 지키기에 나서는 것이 새로운 일자리 창출보다 우선 돼야 할 일""이라고도 강조했다.    강원도와 전북도 등은 향토 항공사를 살리기 위해 대폭적인 현금성 지원을 하고 있다.    강원도는 향토항공사인 플라이강원에 대해 지난해 9억9천만원의 운항 장려금을 지원한 데 이어 올해는 무려 71억1천여만원을 수혈 해줬다.    여기에 그치지 않고 코로나19로 경영 위기에 봉착한 플라이강원에 긴급 재정지원을 할 수 있는 조례안까지 마련했다.플라이강원 항공권 구매행사[연합뉴스 자료사진]    이와 함께 플라이강원의 활성화를 위해 하계휴가를 맞은 도 소속 공무원 200명에게 추첨을 통해 1인당 15만원 이내의 항공료도 지원한다. 지역항공 타기 캠페인을 확대하고 있는 것이다.    일각에서 '재정 부담을 키우는 과도한 지원'이라는 지적이 나올 정도다.    전북도 역시 이스타항공의 경영 안정을 위해 착륙료와 손실 지원금을 주는 등 지금껏 지원을 아끼지 않았다.    전북도의 이스타항공에 대한 지원금은 지난 한 해 2억3천여만원, 올해는 2월까지 7천800여만원에 달한다.위기의 저비용항공사들[연합뉴스 자료사진]충북과 전남 등도 지역을 기반으로 한 향토 항공사 출범이 성사되면 다각적인 지원을 할 방침인 것으로 알려졌다.    한 자치단체 관계자는 1일 ""향토 항공사가 문을 닫으면 시민 불편이 커지고 적지 않은 세수가 감소하며, 무엇보다 '항공 오지'로 전락하는 타격을 입게 된다""면서 ""형평성 논란 등이 제기되더라도 경영 위기를 그냥 지켜만 볼 수는 없다""고 말했다. (백도인 이재현 오수희 심규석 김동철 기자)    doin100@yna.co.kr▶코로나19 속보는 네이버 연합뉴스[구독 클릭]▶[팩트체크]검찰총장 힘빼고 장관권한만 강화?▶제보하기

"
3,"코로나로 지방공항 비행기 안 뜬다는데… 광주·여수는 운항편수·이용객 늘어, 왜?","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	코로나19 사태로 인해 항공업계 전반에 먹구름이 낀 가운데 오히려 전보다 잘나가는 공항이 있을까. 정답은 ""있다""다. 코로나19 장기화로 항공기 운항이 줄면서 만성 적자에 시달리던 지방공항의 상황이 악화되고 있는 가운데 운항이 증가하는 등 충격을 덜 받은 공항도 있어 눈길을 끌고 있다.1일 국토교통부 항공포털에 따르면 인천공항을 제외한 14개 공항 가운데 코로나가 본격적으로 확산되기 전인 1월보다 운항 수가 증가한 곳은 광주공항이 유일하다. 1월 한 달간 585편 운항했던 광주공항은 6월 한 달간 609편으로 운항 수가 늘었다. 지난 3~4월 코로나19 확산으로 항공기 운항이 총 16편까지 감편 됐지만 4월 황금연휴(4월 30일~5월 5일)를 기해 정상화됐다. 이어 5월에 진에어가 광주-김포노선, 6월 티웨이항공이 광주-김포· 광주-양양노선 등을 새로 취항하면서 국내선 항공편이 확대됐다. 한 업계 관계자는 ""광주는 호남권에서 가장 큰 도시""라며 ""코로나 이전과 비교하면 아직 이용률이 낮은 수준이지만 수요가 조금씩 올라오고 있어 추가 취항했다""고 설명했다.공항 이용객이 늘어난 곳도 있다. 여수공항을 이용한 승객은 지난 1월 2만5323명에서 6월 2만6171명으로 소폭 증가했다. 214편이던 운항 횟수도 유지되며 코로나19 사태 속에서 선방하는 모습을 보였다. 공항 관계자는 ""코로나 때문에 오히려 국내 여객편과 승객이 증가했다""며 ""해외를 못 나가다 보니 국내 여행 수요가 늘어 국내선 TO(정원)가 늘었다""고 했다.그래픽=정다운하지만 대다수 지방공항의 상황은 좋지 않다. 군산, 원주, 포항, 사천, 무안 등 공항 5곳은 현재 항공기가 한 대도 뜨지 않고 있다. 코로나19 여파로 항공사들이 이익이 적은 지방 노선을 우선적으로 중단시키면서 시설은 운영되지만 여객기를 이용하는 고객은 없는 개점 휴업 상태다.같은 호남권인 군산공항의 경우 올해 초 하루에 편도기준 이스타 2편, 대한항공 1편 등 제주행 노선을 운영했다. 그러나 이곳을 기반으로 하는 이스타항공이 최근 제주항공과 인수가 무산돼 파산 위기에 놓이면서 그나마 있던 노선도 없어지게 된 상황이다. 단 1편 운항하고 있는 대한항공도 최근 일부 국내선 운항 중단을 검토하겠다고 밝히면서 군산 지역민들이 초조해하고 있다. 이에 따라 이미 만성 적자 상태였던 지방공항들의 적자 폭이 더 확대될 것으로 보인다. 공공기관 경영정보공개시스템에 따르면 지난해 기준 김포, 김해, 제주, 대구를 제외한 10개 공항은 모두 적자를 기록했다. 울산공항의 영업이익은 마이너스(-) 1617억원으로 적자폭이 가장 컸다. 여수공항 -185억원, 양양공항 -168억원 등이 뒤를 이었다. 군산공항은 47억원 적자를 기록했다. 업계 관계자는 ""코로나19 사태 이후 지난해보다 지방공항 이용객이 60~70% 줄었다""며 ""안 그래도 지방공항은 운영이 어려운데, 코로나로 인해 지역 경제 침체까지 일어나고 있는 상황""이라고 했다.정부가 코로나19 방역을 일원화하기 위해 모든 국제선 승객을 인천국제공항에서만 입국하도록 한 점도 지방공항의 위기를 가속화시켰다는 지적이 나온다. 지방공항 가운데 국제선 여객 비율이 가장 높은 김해공항의 경우 여객 수가 지난 1월 109만5738명에서 6월 27만8961명으로 75% 가까이 급감했다. 운항편도 약 73%(5267편) 줄어드는 등 14개 지방공항 중 감소 폭이 가장 컸다.조선DB지자체들이 나서서 재정지원 등 공항을 살리기 위해 노력하고 있으나 미봉책에 그칠 전망이다. 울산시는 2011년 울산공항 활성화를 위한 조례를 만들어 2016년부터 재정지원을 하고 있다. 강원도도 최근 양양공항을 기반으로 한 LCC(저비용 항공사) 플라이강원이 코로나19 여파로 휘청이자 조례 개정안을 만들어 85억원의 경영안정자금을 하반기 중 투입하기로 했다. 이에 타 업종과의 형평성 문제와 강원도 출자회사가 아닌 민간기업에 왜 이리 많이 지원하느냐는 논란이 일기도 했다. 그러나 이들 공항 모두 지난해 기준 각각 적자 1위와 3위다.허희영 한국항공대 경영학과 교수는 ""우리나라는 지리적으로 협소하고 KTX 등 대체 교통수단이 많지만 지방공항은 전국에 14곳이나 있다. 이들의 적자 해결은 해묵은 과제""라면서 ""코로나 이전에는 LCC 등 지자체의 취항 유치 노력이 지방공항 활성화에 효과를 본 면이 있으나 항공업계 자체가 흔들리는 지금은 재정지원만으로는 한계가 있다""고 했다.[정민하 기자 min@chosunbiz.com]	[네이버 메인에서 조선비즈 받아보기]	[조선비즈 바로가기] 	chosunbiz.com

"
4,"고용유지지원금, 사상 첫 1조 돌파","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

경영난으로 신청건수 작년의 50배… 신청 기업의 77%가 10인미만 기업				경영난에 빠진 회사들에 정부가 인건비를 일부 지원하는 '고용유지지원금' 지급액이 코로나 사태 등으로 인해 올해 1조원을 넘어섰다.31일 고용노동부에 따르면 고용유지지원금의 올해 누적 지급액은 지난 30일 기준으로 1조89억원으로 집계됐다. 고용유지지원금이 연간 기준으로 1조원 넘게 나간 것은 이번이 처음이다. 기존 역대 최대 지급액은 2008년 글로벌 금융 위기가 터진 직후였던 2009년의 3102억원이었다. 지난해엔 총 669억원이 지급됐다. 그만큼 코로나 사태 등으로 인한 고용 위기가 심하다는 뜻이다.대한항공, 하나투어 등 대기업도 받아/조선일보				기업이 경영이 어려워져 휴업을 하거나 직원들을 휴직시키면, 임금의 70% 이상을 수당으로 줘야 한다. 고용유지지원금은 이 수당의 일부를 지원해주는 제도다. 지급액 급증은 코로나 사태로 경영난을 겪는 기업이 크게 늘었기 때문이다. 올 들어 지난 30일까지 접수된 지원 신청이 7만6269건으로 지난해 연간 신청 건수(1514건)의 50배 이상이다. 정부가 지원금 한도를 늘린 것도 영향을 미쳤다. 원래는 기업이 직원들에게 지급한 휴업·휴직 수당의 최대 67~75%를 지원했지만, 코로나 사태 이후 최대 90%까지 줄 수 있도록 지원액을 늘렸다.기업 규모가 작을수록 신청을 많이 하고 있다. 신청 기업의 77%는 10인 미만 기업이다. 300인 이상 기업은 268곳으로 0.4%에 그친다. 양대 국적 항공사인 대한항공과 아시아나항공, 여행업계 1·2위 업체인 하나투어와 모두투어도 고용유지지원금을 받고 있다. 밀레니엄힐튼서울 등 호텔업계도 지원을 받고 있다. 대기업의 경우 신청 숫자는 적지만, 직원 수가 많아 지원 금액이 크다는 것이 고용부 설명이다.예산 2조1632억원이지만 모자랄 수도올해 신청이 몰리자 정부는 관련 예산을 계속 늘렸다. 애초 예산은 351억원이었지만, 증액을 거듭해 최근 2조1632억원까지 확대했다. 하지만 이마저도 모자랄 수 있다. 6월 이후 고용유지지원금이 하루(휴일 제외) 약 150억원씩 지급되고 있기 때문이다. 현재 추세면 하반기엔 예산이 모자라게 된다. 고용부 관계자는 ""최근 지원금 신청 숫자가 다소 줄어들고, 고용 상황도 개선되는 조짐이 약하게나마 나타나고 있다""면서도 ""추가 예산을 확보해야 하는 상황을 배제하지 않고 있다""고 했다.고용유지지원금은 실업급여와 마찬가지로 고용보험기금에서 돈이 나간다. 고용보험기금은 근로자와 회사가 나눠 낸 고용보험료가 재원이다. 단, 고용유지지원금의 경우 실업급여와 달리 회사들이 낸 보험료만으로 지원된다. 고용유지지원금과 실업급여 모두 코로나 사태로 역대 최고로 지급액이 늘어난 상태라 고용보험기금은 올해 말 고갈 전망까지 나오는 상태다. 정부는 기금 지출이 늘자 올해 1조1502억원 일반 예산을 고용보험기금에 보탰고, 고용보험기금이 공공기금 여유 자금을 모아둔 공공자금관리기금에서 약 4조원을 빌려쓸 수 있도록 했다. 만약 이마저도 모자라면 정부가 추가 세금을 들여 기금에 채워넣어야 할 수도 있다.☞고용유지지원금경영이 어려워져 휴업하거나 직원들을 휴직시키는 기업에 정부가 인건비 일부를 지원하는 제도. 기업은 직원에게 임금의 70% 이상을 수당으로 보상해줘야 하고, 이 가운데 많게는 90%를 정부가 기업에 고용유지지원금 명목으로 지원한다.[곽래건 기자 rae@chosun.com] 		▶ 유용원 군사전문기자의 밀리터리시크릿 '밀톡' 		▶ 과학이 이렇게 재밌을수가~ '사이언스카페' 		▶ TOP7의 비하인드 스토리 '트롯맨 열전' 받으세요	- Copyrights ⓒ 조선일보 & chosun.com, 무단 전재 및 재배포 금지 -

"
5,코로나19·이스타항공 파산 우려까지...군산공항 하늘 '먹구름',"



동영상 뉴스




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

군산공항, 코로나19 여파로 여객기 운항 중단지난해 이용객 30만 명…올해 6월 5만 명대 급감'대량 실직·실소유주 논란' 이스타, 정상화 난항[앵커]코로나19 여파에 지역 기반 항공사인 이스타항공마저 파산 위기에 몰리면서 전북 군산공항이 벌써 석 달 가까이 개점휴업 상태입니다.대한항공 역시 운항 중단 연장을 검토하는 것으로 알려져 인근 주민들의 불편이 장기화할 전망입니다.김민성 기자입니다.[기자]전라북도와 충남 일부를 모두 합해 170만 명의 하늘길 관문인 군산공항.올해 초까지만 해도 제주행 편도 기준 대한항공이 하루 1편, 이스타항공이 2편을 운행했습니다.이후 코로나19 확산 여파에 고스란히 노출되면서 지난해 30만 명을 넘어섰던 공항 이용객은 올해 6월 기준 5만4천 명으로 곤두박질쳤습니다.[군산공항 관계자 : 대한항공은 5월부터 이스타항공은 3월부터 운항 중단된 상태고요. 양사 모두 8월까지 중단 예정됐습니다.]이스타항공은 대량 실직 위기에 이상직 더불어민주당 의원 실소유주 논란까지 불거져 운항 재개는커녕 경영 정상화도 불투명한 상태.대한항공 역시 동계 운항 일정 수립을 앞두고 운항 중단 연장을 검토하고 있는데, 일각에서는 노선 폐지설까지 나오고 있습니다.이처럼 여객기 운항이 중단되면서 군산공항을 찾는 인적도 끊긴 지 오래입니다.[김명진 / 군산 시내버스 기사 : (승객 수가 얼마나 줄었나요?) 평상시요? 거의 한 80%? 90? 100%라고 해도 과언이 아닙니다. 손님들 많이 있어야 저희도 일하는 맛이 나는데 손님이 없으니까 무료하죠.]사실상 무주공산이 된 군산에 새로 취항하기 위해 복수의 저비용항공사들이 물밑에서 사업성을 따져보고 있습니다.그러나 미군에 활주로 사용허가를 받아야 하는 등 정식 운항 허가까지는 갈 길이 남았습니다.코로나19와 제주항공의 이스타항공 인수 무산, 여기에 대한항공의 국내 노선 운항 중단까지 겹치면서 그 불똥이 애꿎은 지역주민들에게 튀는 모양새입니다.YTN 김민성[kimms0708@ytn.co.kr]입니다.※ '당신의 제보가 뉴스가 됩니다' YTN은 여러분의 소중한 제보를 기다립니다.[카카오톡] YTN을 검색해 채널 추가 [전화] 02-398-8585 [메일] social@ytn.co.kr [온라인 제보] www.ytn.co.kr[저작권자(c) YTN & YTN plus 무단전재 및 재배포 금지] ▶ 이 시각 코로나19 확진자 현황을 확인하세요.  ▶ 대한민국 대표 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기 

"
6,"KLM, 코로나19로 5000명 인력 감축 예정","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	네덜란드 항공사 KLM이 31일(현지시간) 코로나19 확산에 따른 영향으로 4500∼5000개 일자리를 감축할 것이라고 밝혔다고 AP 통신 등이 전했다.     KLM은 이날 성명을 통해 현재 3만3000명의 인력 가운데 1500명을 해고할 것이라고 밝혔다. 또 1500명의 임시직 계약을 갱신하지 않고, 2000명은 명예퇴직을 통해 감원할 것이라고 덧붙였다.     KLM은 감원은 2021년 말까지 이뤄질 예정이며, 네덜란드 정부의 구제금융에도 불구하고 대규모 손실을 본 데 따른 것이라고 밝혔다.     KLM은 2023년이나 2024년 전에는 수요가 완전히 회복될 것으로 예상하지 않는다면서 불확실성이 높은 상황을 고려하면 추가적인 감원 가능성도 있다고 설명했다.   [류영상 기자 ifyouare@mkinternet.com]▶네이버 메인에서 '매일경제'를 받아보세요▶'매일경제' 바로가기 ▶뉴스레터 '매콤달콤' 구독[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]
	
"
7,"네덜란드 항공사 KLM, 코로나19로 인력 5천 명 감축","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

네덜란드 항공사 KLM이 코로나19 확산에 따른 영향으로 5천 개 정도의 일자리를 감축할 것이라고 밝혔다고 AP 등이 전했습니다.KLM은 성명을 통해 현재 3만 3천 명의 인력 가운데 1천500명을 해고할 것이라고 밝혔습니다.또 1천500명의 임시직 계약을 갱신하지 않고, 2천 명은 명예퇴직을 통해 감원할 것이라고 덧붙였습니다.KLM은 감원은 2021년 말까지 이뤄질 예정이며, 네덜란드 정부의 구제금융에도 불구하고 대규모 손실을 본 데 따른 것이라고 설명했습니다.앞서 KLM은 올 상반기에 7억 6천800만 유로, 우리 돈 약 1조 834억 원의 유례없는 손실을 기록하고, 2분기 승객수는 95% 감소했다고 보고했습니다.전병남 기자(nam@sbs.co.kr)▶ 더 깊은 인물 이야기 '그, 사람'▶ SBS 뉴스, 네이버에서 편하게 받아보세요※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지

"
8,"KLM, 코로나19로 5천명 인력 감축 예정","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

[Photo by Remko DE WAAL / ANP / AFP=연합뉴스 자료사진]    (브뤼셀=연합뉴스) 김정은 특파원 = 네덜란드 항공사 KLM이 31일(현지시간) 신종 코로나바이러스 감염증(코로나19) 확산에 따른 영향으로 4천500∼5천개 일자리를 감축할 것이라고 밝혔다고 AP 통신 등이 전했다.     KLM은 이날 성명을 통해 현재 3만3천명의 인력 가운데 1천500명을 해고할 것이라고 밝혔다. 또 1천500명의 임시직 계약을 갱신하지 않고, 2천명은 명예퇴직을 통해 감원할 것이라고 덧붙였다.     KLM은 감원은 2021년 말까지 이뤄질 예정이며, 네덜란드 정부의 구제금융에도 불구하고 대규모 손실을 본 데 따른 것이라고 밝혔다.     KLM은 2023년이나 2024년 전에는 수요가 완전히 회복될 것으로 예상하지 않는다면서 불확실성이 높은 상황을 고려하면 추가적인 감원 가능성도 있다고 설명했다.     KLM은 전날 올해 상반기에 7억6천800만 유로(약 1조834억원)의 유례없는 손실을 기록하고, 2분기 승객수는 95% 감소했다고 보고했다.     kje@yna.co.kr▶코로나19 속보는 네이버 연합뉴스[구독 클릭]▶[팩트체크]검찰총장 힘빼고 장관권한만 강화?▶제보하기

"
9,"페이스북, 2분기 매출 기대치 상회…성장률은 하락","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

월간 이용자 증가로 매출증가…여행·항공사 광고수요 급감에 긴장[아이뉴스24 안희권 기자] 페이스북이 신종 코로나바이러스 감염증(코로나19)의 여파속에서도 시장 기대치를 넘어서는 2분기 매출을 올려 주목을 받고 있다.CNBC 등의 주요외신들에 따르면 페이스북은 30일(현지시간) 2분기 실적을 발표했다. 2분기 매출을 187억달러로 작년도 매출 173억달러에서 11% 늘었다. 이는 역대 가장 낮은 성장률이다.하지만 매출과 주당이익 모두 시장 기대치를 넘어섰다. 매출은 186억9천만달러로 시장 기대치 173억1천만달러를 웃돌았다. 주당이익은 1.80달러로 1.39달러를 크게 앞섰다.페이스북쇼핑사이트 [페이스북]이는 코로나19의 확산으로 인한 이동제한 조치에 사람들이 집안에서 소셜미디어와 온라인 쇼핑의 이용자가 크게 증가해 관련 광고수입이 확대됐기 때문으로 분석된다.7월말 페이스북의 월간 이용자수는 27억명으로 전년대비 12% 늘었고 이 또한 기대치 26억3천만명을 웃도는 수치이다. 일일 이용자수는 17억9천만명으로 지난해 15억9천만명에서 소폭 증가했다.페이스북은 그동안 광고사업 외에는 이렇다할 비즈니스 모델이 없어 수입은 제대로 내지 못했다. 하지만 이달 공개한 쇼핑 기능은 광고에 치중됐던 페이스북의 수익구조의 문제를 해결할 수 있는 방안으로 주목을 받고 있다.시장분석가들은 페이스북이 갑작스럽게 내놓은 모바일 쇼핑이 소셜 커머스 시장에서 새로운 수입원 역할을 할 것으로 보고 있다.시티그룹 애널리스트는 다소 공격적인 페이스북의 쇼핑 기능이 수입원의 다변화와 매출성장 촉진에 크게 기여할 것으로 봤다. 제이슨 바지넷 시티그룹 애널리스트는 페이스북이 쇼핑 기능으로 3년내 수십억달러의 매출을 새롭게 올릴 것으로 예상했다.안희권기자 argon@inews24.com▶네이버 채널에서 '아이뉴스24'를 구독해주세요.▶재밌는 아이뉴스TV 영상보기 ▶아이뉴스24 바로가기[ⓒ 아이뉴스24 무단전재 및 재배포 금지]

"
