,title,body
0,"""딱 한 모금만"" 기내 흡연, 최근 4년간 1500여 건 적발","



동영상 뉴스






[앵커]비행기 안에서 몰래 담배 피우는 사람들 아직도 많습니다. 최근 4년 동안 적발된 건수가 1500건이 넘는데요. 특히 요즘은 전자담배가 많아지면서 전자담배 한 모금은 괜찮겠지라고 생각하는 사람들이 많다는데, 센서가 다 잡아낸다고 합니다.이윤석 기자입니다.[기자]영화의 한 장면입니다.여객기 화장실에서 몰래 담배를 피웁니다.연기는 변기에 내뱉습니다.그럴듯해 보이지만 실제 상황에선 곧장 적발됩니다.화장실 천장에 흡연감지센서가 있기 때문입니다.2016년 이후 현재까지 기내 흡연 적발 건수를 살펴봤습니다.대한항공 673건, 아시아나항공 236건 등입니다.모두 합치면 1500건이 넘습니다.'한 모금 정도는 괜찮겠지'라고 생각하는 사람이 많다고 합니다.[현직 항공사 승무원 : 전자담배 같은 경우 괜찮다고 생각하고 갖고 오셔서 피우려고 하는 시도도 많이 해서…화장실이든 기내든 센서가 있어서 바로 잡히는데, 많이들 하시더라고요.]항공보안법상 비행 중 기내에서 담배를 피우면 1천만 원 이하의 벌금형에 처할 수 있습니다.항공 업계는 처벌을 더 강하게 해야 한다고 말합니다.[항공 업계 관계자 : 기내 흡연은 항공기 안전과 직결되는 부분으로, 현행 처벌 수준보다 더 강한 처벌이 필요하다고 생각합니다.]자칫 화재가 발생해 대형 참사로 이어질 수 있다는 겁니다.항공사들은 기내 흡연에 대해 무관용 원칙을 적용하겠다는 입장입니다.(영상디자인 : 이정회)이윤석 기자 (americano@jtbc.co.kr) [영상편집: 류효정]▶ JTBC 뉴스 제보하기 ▶ 놓친 '뉴스룸' 다시보기▶ 세월호 그날, 해경 구조는 왜…알려지지 않은 '기록' 입수Copyright by JTBC(http://jtbc.joins.com) and JTBC Content Hub Co., Ltd. All Rights Reserved. 무단 전재 및 재배포 금지
	
"
1,"[PRNewswire] 아에로플로트, 세계적인 리더십 재확인","






	
	-- 월드 트래블 어워드 2019에서 세계 최고의 항공사 브랜드 및 최고의 비즈니스 클래스 상 수상(모스크바 2019년 11월 30일 PRNewswire=연합뉴스) 명예로운 월드 트래블 어워드(World Travel Awards) 2019의 그랜드 파이널에서 아에로플로트가 두 개 부문을 석권하며 세계 항공 분야의 선두주자라는 입지를 다시금 확인했다. 아에로플로트는 '세계 최고의 항공사 브랜드(World's Leading Airline Brand)' 및 '세계 최고의 항공사 - 비즈니스 클래스(World's Leading Airline - Business Class)' 부문에서 수상의 영광을 안았다.아에로플로트는 3년 연속으로 세계 항공 분야에서 가장 인지도가 높은 브랜드라는 입지를 유지했으며, 월드 트래블 어워드 역사상 3년 연속으로 이 타이틀을 획득한 유일한 항공사로 남았다. 한편, 아에로플로트는 2년 연속으로 '세계 최고의 항공사 - 비즈니스 클래스' 상도 받았다. 월드 트래블 어워드 2019 그랜드 파이널은 11월 28일 오만 술탄국 Royal Opera House Muscat에서 개최됐다. 전통에 따라 올해로 제26회를 맞은 월드 트래블 어워드에는 세계 여행 산업, 호텔 사업 및 민간 항공 분야의 주요 대표들이 참석했다. 1993년 영국에서 시작된 이 상은 이후 '여행 업계의 아카데미상'이라는 비공식적인 지위를 얻었다. 월드 트래블 어워드는 매년 '국가', '지역', '세계'의 세 부문에 걸쳐 수여된다. 수상자는 수십만 명의 여행 전문가와 수백만 명의 여행객이 참여하는 온라인 투표로 결정된다. 핵심 평가 기준은 제품과 서비스의 품질이다. 아에로플로트 CEO Vitaly Saveliev는 ""전 세계의 주요 관광업계 상인 월드 트래블 어워드에서 명예로운 두 부문을 석권한 것은 자사가 올바른 방향으로 발전하고 있다는 명확한 증거""라며 ""국제 여행 커뮤니티는 최고 수준을 자랑하는 자사의 상품, 세계 최고의 시간 엄수, 편리한 항로망 및 디지털 기술 개발에 대한 집중을 긍정적으로 평가해줬다""고 말했다. 올해 아에로플로트는 지역 차원에서 진행된 월드 트래블 어워드 유럽에서 '유럽 최고의 항공사 브랜드(Europe's Leading Airline Brand)', '유럽 최고의 항공사 - 비즈니스 클래스(Europe's Leading Airline - Business Class)', '아시아로 향하는 유럽 최고의 항공사(Europe's Leading Airline to Asia)'(유럽-아시아 환승 부문에서 최고의 항공사) 등 세 가지 핵심 부문을 석권한 바 있다. 아에로플로트 소개    아에로플로트는 러시아 국적기이자 자랑스러운 스카이팀 국제 항공사 연맹의 회원사다. 아에로플로트는 54개국 159개 목적지로 비행편을 운행하고 있다. 아에로플로트가 보유한 249대의 항공기는 100대가 넘는 항공기를 운항하는 전 세계 항공사 중 가장 연령이 젊다. 2018년 아에로플로트는 3천580만 명에 달하는 승객을 수송했다(아에로플로트 그룹의 자회사까지 합하면 그 수는 5천570만 명에 달한다). 아에로플로트는 스카이트랙스로부터 4성 항공사 등급을 받았으며, 2019 스카이트랙스 세계 항공사 상에서 8번째로 동유럽 최고의 항공사로 선정됐다. 아에로플로트는 미국항공협회 APEX로부터 5성 국제 항공사 등급을 받기도 했다.굴지의 브랜드 전략 컨설턴시 Brand Finance에 따르면, 아에로플로트는 세계에서 가장 강력한 항공사 브랜드라고 한다. 추가 정보는 http://www.aeroflot.com/을 참조한다.출처: 아에로플로트(Aeroflot)Aeroflot Reaffirms Global Leadership: World's Leading Airline Brand and Best Business Class According to World Travel Awards 2019MOSCOW, Nov. 29, 2019 /PRNewswire/ -- Aeroflot has once again affirmed its position as a leader in global aviation, winning two top prizes at the Grand Final of the prestigious World Travel Awards 2019: World's Leading Airline Brand and World's Leading Airline - Business Class.Aeroflot maintains its status as the most recognizable brand in global aviation for the third year in a row, remaining the first and only holder of this title from the World Travel Awards in history. Meanwhile, Aeroflot also took the award for World's Leading Airline - Business Class for the second year in a row.The Grand Final of the World Travel Awards 2019 took place on 28 November at the Royal Opera House Muscat in the Sultanate of Oman. The 26th ceremony of the World Travel Awards by tradition brought together leading representatives of the global travel industry, hotel business and civil aviation.The award was established in 1993 in the UK and has since acquired the unofficial status as the Oscars of the travel industry. Throughout the year the awards are given at three levels: country, regional and global. Winners are decided by an online vote that attracts hundreds of thousands of travel professionals and millions of travellers. The key criteria are product quality and quality of service.""This recognition in two prestigious categories of the main global tourism award World Travel Awards is a clear indicator that our company is developing in the right direction,"" said Aeroflot CEO Vitaly Saveliev. ""Our company's delivery of the highest level of product, the best punctuality rates in the world, a convenient route network and a focus on the development of digital technologies have all been positively appraised by the international travel community.""Earlier this year, Aeroflot won three key categories at the regional World Travel Awards for Europe: Europe's Leading Airline Brand, Europe's Leading Airline - Business Class, and Europe's Leading Airline to Asia (for the top airline in Europe-Asia transit).About Aeroflot    Aeroflot is Russia's flagship carrier and a proud member of the SkyTeam global airline alliance. Aeroflot serves 159 destinations in 54 countries.Aeroflot's 249-strong fleet is the youngest of any airline worldwide that operates more than 100 aircraft. In 2018, Aeroflot carried 35.8 million passengers (55.7 million passengers as Aeroflot Group including subsidiaries).Aeroflot holds 4-Star Airline status from Skytrax and was named Best Airline in Eastern Europe for the eighth time at the 2019 Skytrax World Airline Awards. Aeroflot has also been awarded a five-star global airline rating by US aviation association APEX. Aeroflot is the world's strongest airline brand according to leading brand strategy consultancy Brand Finance.Find out more at http://www.aeroflot.com/Source: Aeroflot[편집자 주] 본고는 자료 제공사에서 제공한 것으로, 연합뉴스는 내용에 대해 어떠한 편집도 하지 않았음을 밝혀 드립니다. ▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
2,"에미레이트항공, 한 비행기에 145개 국적 승객 태워","






UAE 건국기념 특별 항공편 운항…’기네스북’ 등재 예정 중동 최대 항공사 에미레이트항공은 29일(현지시간) 한 비행기에 145개 국적의 승객을 태우는 특별 항공편을 운항했다고 밝혔다.아랍에미리트(UAE) 두바이 정부 소유의 이 항공사는 제48주년 건국기념일을 맞아 이같은 특별 항공편을 무료로 운항하기로 했다. 에미레이트항공은 이날 오후 초대형 여객기 A380 1대에 승객 540명을 태우고 두바이 국제공항을 이륙, UAE의 7개 에미리트(토후국)를 한 바퀴 도는 항로를 비행했다.조선DB이들 승객은 모두 UAE 거주자로, 에미레이트항공 인터넷을 통해 이날 무료 특별 비행에 참여하려는 희망자 3만명의 신청을 받았다. 에미레이트항공은 인종, 문화, 종교적 다양성을 고려해 참가자를 선발했다고 설명했다.에미레이트항공은 UAE 정부가 올해를 '관용의 해'로 선언한 만큼 한 비행기에 최대한 많은 국적자가 타는 행사를 통해 UAE가 세계 각국의 다양성을 포용한다는 점을 부각했다. 특별 비행편의 편명도 이를 기념해 'EK2019'로 붙여졌다.UAE 거주자의 국적이 다양한 만큼 평소 에미레이트항공의 여객기 한 대에 탑승하는 승객의 국적 수는 평균 50곳이라고 덧붙였다. 이날 '다국적 승객 비행'은 공식 검증을 거쳐 기네스북에 오를 예정이다.[조은임 기자 goodnim@chosunbiz.com]- Copyrights ⓒ 조선일보 & chosun.com, 무단 전재 및 재배포 금지 - 			[네이버 메인에서 조선일보 받아보기]	[조선닷컴 바로가기]	[조선일보 구독신청하기] 

"
3,145개 국적자가 탄 에미레이트항공 여객기,"






    (테헤란=연합뉴스) 강훈상 특파원 = 아랍에미리트(UAE) 두바이 정부 소유의 중동 최대 항공사 에미레이트항공은 29일(현지시간) 한 비행기에 145개 국적의 승객이 탑승하는 특별 항공편을 운항했다고 밝혔다.    이 항공사는 제48주년 건국기념일을 맞아 이날 오후 초대형 여객기 A380 1대에 승객 540명을 태우고 두바이 국제공항을 이륙, UAE의 7개 에미리트를 한 바퀴 도는 항로를 비행했다. 2019.11.30 [에미레이트항공 제공, 재판매 및 DB 금지]    photo@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
4,145개 국적자가 탄 에미레이트항공 여객기,"






    (테헤란=연합뉴스) 강훈상 특파원 = 아랍에미리트(UAE) 두바이 정부 소유의 중동 최대 항공사 에미레이트항공은 29일(현지시간) 한 비행기에 145개 국적의 승객이 탑승하는 특별 항공편을 운항했다고 밝혔다.    이 항공사는 제48주년 건국기념일을 맞아 이날 오후 초대형 여객기 A380 1대에 승객 540명을 태우고 두바이 국제공항을 이륙, UAE의 7개 에미리트를 한 바퀴 도는 항로를 비행했다. 2019.11.30 [에미레이트항공 제공, 재판매 및 DB 금지]    photo@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
5,"UAE 에미레이트항공, 한 비행기에 145개 국적 승객 '신기록'","






145개 국적자가 탄 에미레이트 항공 특별 여객기[에미레이트 항공 제공]    (테헤란=연합뉴스) 강훈상 특파원 = 아랍에미리트(UAE) 두바이 정부 소유의 중동 최대 항공사 에미레이트항공은 29일(현지시간) 한 비행기에 145개 국적의 승객이 탑승하는 특별 항공편을 운항했다고 밝혔다.    이 항공사는 제48주년 건국기념일을 맞아 이날 오후 초대형 여객기 A380 1대에 승객 540명을 태우고 두바이 국제공항을 이륙, UAE의 7개 에미리트를 한 바퀴 도는 항로를 비행했다.    이들 승객은 모두 UAE 거주자로, 인터넷을 통해 이날 무료 특별 비행에 참여하려는 희망자 3만명의 신청을 받았다. 에미레이트항공은 인종, 문화, 종교적 다양성을 고려해 참가자를 선발했다고 설명했다.    에미레이트항공은 UAE 정부가 올해를 '관용의 해'로 선언한 만큼 한 비행기에 최대한 많은 국적자가 타는 이벤트를 개최해 UAE가 세계 각국의 다양성을 포용한다는 점을 부각했다.     특별 비행편의 편명도 이를 기념해 'EK2019'로 붙여졌다.    이 항공사는 보도자료에서 ""UAE는 세계 200여 국가에서 온 사람이 더불어 사는 관용과 공존의 상징이 됐다""라며 ""오늘 비행은 이를 지향하는 UAE 모든 거주자의 정신을 축하하기 위한 것이다""라고 밝혔다.    UAE 거주자의 국적이 다양한 만큼 평소 에미레이트항공의 여객기 한 대에 탑승하는 승객의 국적 수는 평균 50곳이라고 덧붙였다.    이날 '다국적 승객 비행'은 공식 검증을 거쳐 기네스북에 오를 예정이다.145개 국적자가 탄 에미레이트항공 여객기[에미레이트항공 제공]    hskang@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
6,홍콩 이공대 보수에만 5~6개월...시위 장기화가 남긴 '상처',"






홍콩 이공대, 경찰 봉쇄 풀리며 평온한 주말 맞아10월 홍콩 방문 관광객 수 40% 이상 급감항공·유통 분야 기업들 심각한 경영난 호소[앵커]경찰이 홍콩 이공대에 대한 봉쇄를 풀면서 오랜만에 평화로운 주말을 맞았습니다.하지만 홍콩 경제를 떠받쳐온 큰 축 가운데 하나인 관광산업이 크게 위축되는 등 시위가 남긴 상처가 만만치 않은 것으로 나타났습니다.조승희 기자가 보도합니다.[기자]구의원 선거 이후 홍콩 경찰이 봉쇄를 풀면서 홍콩이공대는 평온한 주말을 맞았습니다.하지만 홍콩 시위대와 경찰 간 격렬한 충돌로 심각한 파손이 곳곳에서 드러납니다.제대로 보수하려면 최대 6개월은 걸릴 것이라는 전망입니다.텅진광 홍콩 이공대 총장은 보수에 적지 않은 예산이 들어갈 것으로 보이며, 보수 비용의 상당액은 정부에서 나와야 할 것이라고 강조했습니다.홍콩 시위 장기화가 남긴 상처는 경제적 피해로도 속속 드러나고 있습니다.우선 지난 10월 홍콩을 찾은 관광객 수가 40% 이상 줄었습니다.사스가 발생했던 지난 2003년 5월 이후 가장 높은 수준입니다.홍콩인들의 반중 감정이 커지면서 지난 10월 홍콩을 찾은 본토인 수도 지난해 같은 달에 비해 절반 가까이 감소한 것으로 나타났습니다.2009년 글로벌 금융위기 이후 10년 만에 다시 경기가 침체 국면에 빠지고 있다는 분석도 나왔습니다.시위 사태 장기화로 특히 직격탄을 맞은 항공과 유통 분야 기업들이 심각한 경영난을 호소하고 있습니다.관광객이 급감하면서 홍콩 3위 항공사인 홍콩항공은 감원·무급휴가 시행과 함께 운항 노선도 줄이는 등 구조 조정에 나섰습니다.이 회사는 임직원들에게 이번 달 월급도 제때 지급하지 못한 것으로 알려졌습니다.엎친 데 덮친 격으로 당국이 경영 악화를 이유로 항공사 면허 취소까지 검토하고 있는 것으로 전해져 파장이 커질 것으로 보입니다.YTN 조승희[josh@ytn.co.kr]입니다. ▶ 대한민국 24시간 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기 [저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]
	
"
7,"에어아시아, 7년 연속 세계 최고 저비용 항공사","






‘2019 월드 트래블 어워즈 그랜드 파이널’세계 최고 저비용 항공사 승무원상도 수상에어아시아 승무원 총괄 책임자인 스하일라 핫산(왼쪽 여섯째)과 WTA 창립자이자 회장인 그레이엄 쿠크(왼쪽 다섯째), 에어아시아 승무원들이 세계 최고 저비용 항공사 상과 세계 최고 저비용 항공사 승무원상을 받고 포즈를 취하고 있다.(사진=에어아시아)[이데일리 이소현 기자] 에어아시아가 7년 연속 세계 최고 저비용항공사(LCC)로 선정됐다고 30일 밝혔다.에어아시아는 지난 28일(현지시간) 오만 무스카트에서 열린 ‘2019 월드 트래블 어워즈(이하 WTA) 그랜드 파이널’ 시상식에서 ‘세계 최고 저비용항공사’에 선정됐다.올해로 26회를 맞은 WTA는 세계 관광 시장에서 가장 권위 있는 상 중의 하나다. 에어아시아는 여행객과 여행·항공 관련 산업 종사자들로부터 최다 득표를 받아 경쟁자들을 물리치고, 세계 최고 저비용 항공사상과 저비용 항공사 승무원상을 동시 수상하는 쾌거를 이뤄냈다. 세계 최고 저비용 항공사 승무원상은 3년 연속 수상했다.토니 페르난데스 에어아시아 그룹 최고경영자(CEO)는 “2개 부문에서 수상을 했다는 것은 항공 여행 분야에서 우수성을 인정받았다는 증거라고 할 수 있다”며 “집요하게 고객의 만족을 추구하는 에어아시아의 가치를 실현하기 위해 많은 노력을 해온 승무원과 전 임직원에게 감사를 전한다”고 말했다.스하일라 핫산 에어아시아 승무원 총괄 책임자는 “20년 전 에어아시아는 30명의 승무원과 2대의 항공기로 말레이시아 국내 노선을 운영했던 작은 항공사에 불과했다”며 “지금은 브라질과 잠비아, 미국과 같은 세계 각지에서 모인 6000여명에 이르는 승무원과 함께 매년 9000만명에 이르는 승객들을 수송할 만큼 성장했다”고 말했다. 이어 그는 “빠른 성장을 이뤘지만, 모든 직원은 에어아시아 초창기 때의 열정으로 일하고 있고, 이러한 노고를 인정받았다는 것에 매우 감사하다”고 덧붙였다.그레이엄 쿠크 WTA 창립자는 “아시아를 넘어 세계 각지에서 저비용 항공 모델의 벤치마킹 대상이 되어온 에어아시아가 여전히 타의 추종을 불허할 만큼의 서비스를 지속 발전시켜온 데에 대한 보상을 받았다는 점에 대해 기쁘게 생각한다”고 말했다.이소현 (atoz@edaily.co.kr)네이버 홈에서 ‘이데일리’ 뉴스 [구독하기▶]꿀잼가득 [영상보기▶] , 청춘뉘우스~ [스냅타임▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞

"
8,[LCC 오해와 진실]항공사 마일리지는 무료 서비스다?,"






항공 마일리지 ‘서비스 vs 재산권’ 시각차‘마일리지’ 서비스라더니…유상 판매해 수익LCC 차별화..복합결제 가능·친구에게 양도[이데일리 이소현 기자] 항공사 마일리지 소멸이 한 달 앞으로 다가왔다. 2009년 적립한 항공사 마일리지는 2020년 1월1일에 소멸한다. 마일리지 소멸 논란은 지난 10년간 공정거래위원회 문턱을 넘나들었다. 대한항공과 아시아나항공은 2008년 항공약관을 변경, 항공 마일리지 10년 유효기간 제도를 도입했다. 갈등이 촉발된 것은 올해 1월 1일부터 항공 마일리지 소멸이 본격화됐기 때문이다.◇항공 마일리지 ‘서비스 vs 재산권’무엇보다 항공사와 소비자 간에 항공 마일리지를 바라보는 시각차이가 크다. 항공사는 서비스로 소비자는 재산권으로 인식한다.실제 항공사는 마일리지는 고객에게 지급하는 일종의 우대 정책으로 여긴다. 대한항공은 스카이팀, 아시아나항공은 스타얼라이언스 등 항공 동맹체를 이루고 있는데 자사 항공기뿐만 아니라 각각 항공 동맹체 소속 항공사를 이용한 마일리지 적립을 통해 충성 고객을 확보하는 마케팅 용도로 활용한다.항공사는 미리 보너스 항공권을 구매하면 된다고 강조한다. 성수기에는 일반항공권도 구하기가 어려우니 비성수기 등을 적절히 활용하면 된다는 것이다. 그러나 소비자는 항공사가 열어 놓은 5% 안팎의 마일리지 항공권을 구매하는 것 자체가 어렵다고 지적한다. 실제 마일리지를 제 가격에 가장 잘 활용하는 방법은 보너스 좌석 구매다. 아시아나항공 기준으로 국내선 보너스 항공권을 구매하려면 1만 마일리지가 필요하다. 이는 인천~이스탄불 마일리지 적립이 편도기준 5185마일로 왕복 120만원가량을 써야 얻을 수 있다. 적립한 1만370마일 중 1만마일을 국내선 보너스 항공권 구매에 사용했더라도 소량으로 남은 370마일은 유효기간이 임박해도 사실상 사용할 수 없는 게 문제다.항공사는 영화관과 할인마트 등으로 마일리지 사용처를 확대해서 문제가 없다는 입장이지만, 소비자는 비항공권 부문에는 마일리지 차감률이 과다하게 책정돼 손해라는 입장이다.◇‘마일리지’ 서비스라더니…유상 판매해 수익특히 항공사의 주장과 달리 항공 마일리지가 무상 서비스가 아닌 이유가 있다. 항공사들이 은행과 카드사와 제휴해 마일리지를 판매해 이득을 얻고 있어서다.은행·카드사에 제휴 마일리지 판매가 엄연한 항공사의 수입원인 것으로 드러났다. 국회 정무위원회 소속 고용진 의원(더불어민주당, 서울 노원갑)이 최근 금융감독원으로부터 제출받은 자료를 보면 2016년부터 2019년 8월까지 3개 은행을 대상으로 항공 마일리지를 판매해 대한항공은 15억1601만원, 아시아나항공은 6억4690만원의 수입을 거뒀다. 국적 저비용항공사(LCC) 1위인 제주항공도 2017년 하나은행과 제주항공 마일리지 제도인 리프레시포인트 적금 출시해 1646만6000원 이득을 봤다. 항공사가 마일리지 판매로 금전적인 매출을 올리는 데 이어 마일리지 소멸로 항공사가 이득 보는 점이 또 있다. 부채를 탕감할 수 있는 것. 항공사 마일리지는 적립 비율만큼 재무제표에 부채로 기록한다. 항공사가 현금으로 당장 갚아야 할 빚은 아니지만, 마일리지 유효기간 동안 회계상 부채로 잡힌다. 결국, 마일리지 소멸은 항공사에게 부채 감소의 이점을 가져다준다. 2020년 1월 1일부터 마일리지 유효기간 10년 만료로 2009년에 쌓은 마일리지가 소멸하면 대한항공과 아시아나항공의 부채 비율도 줄게 되는 것이다. 올해 3분기 누적 기준으로 마일리지에 따른 부채가 대한항공은 2조3111억원, 아시아나항공은 7238억원이다. 항공 마일리지 소멸 논란은 현재진행형이다. 소비자주권시민회의는 “마일리지 소멸은 소비자 재산권을 침해하는 불법행위”라며 지난 1월 마일리지가 소멸한 7명을 원고로 서울남부지법에 소멸 마일리지 지급청구 소송을 제기했다. 공정위는 마일리지 제도 개선을 추진 중이고 항공사는 복합결제 허용 계획을 거론하고 있다. ◇복합결제 가능하고 친구에게 양도 가능…LCC 마일리지기내식, 위탁수하물 등 서비스는 대형항공사(FSC)가 크지만, 마일리지에서만큼은 저비용항공사(LCC)가 소비자에게 주는 혜택이 더 크다. 제주항공은 ‘리프레시 포인트’, 진에어는 ‘나비 포인트’ 에어부산은 ‘스탬프’ 라는 이름으로 마일리지 제도를 운영하고 있다. 특히 제주항공은 항공권 구매시 모자란 리프레시 포인트를 현금으로 구매할 수 있어 사실상 복합결제 시스템을 갖췄다. 2016년 ‘리프레시 포인트’를 도입한 제주항공은 현재 총 450만명 이상이 회원으로 가입했다.기존 마일리지 제도는 좌석 예매가격에 따라 다른 수준의 마일리지를 적립하는 등 복잡하지만, 리프레시 포인트는 적립률이 1000원당 50포인트로 단순하다. 즉 1포인트당 1원의 가치다. 유류 할증료와 공항시설 사용료 등을 제외한 항공운임을 기준으로 5%를 적립할 수 있다. 리프레시 포인트 유효기간은 3년이다.이렇게 적립한 포인트는 현금처럼 곧바로 사용해 포인트 항공권을 구매할 수 있다. 미국의 델타항공과 유나이티드, 아메리칸 에어라인, 젯블루 등이 같은 방식으로 포인트를 적립해주고 있다. 우선 ‘포인트 항공권’을 구매할 수 있다. 또 사전 좌석 이용이나 사전 수하물 구매, 사전 주문 기내식 등 유료 부가서비스를 이용할 수 있다.기존 마일리지 제도보다 리프레시 포인트의 가장 좋은 점은 양도가 자유롭다는 것이다. 대형사 항공 마일리지 합산제도는 최대 8인 가족까지 제한하고 가족관계 증명서 등을 제출해야 하는 등 과정이 번거롭다. 반면 리프레시 포인트는 복잡한 서류 없이 제주항공 회원이면 가족은 물론 친구 등 타인에게도 최대 30만점까지 양도할 수 있다. 항공 마일리지에 대한 논란은 지속 중이지만, 당장 해결책은 뾰족하지 않다. 소비자가 손해 보지 않으려면 일단 부지런해야한다. 당장 항공사 홈페이지에 들어가서 연말에 소멸하는 마일리지를 확인해보자. 내 마일리지가 부족하다면 가족의 숨겨져 있던 마일리지를 찾아 합산해보자. 12월 31일 전에만 항공권을 구매하면 되니 내년 여행계획을 미리 세워 손품을 팔아보는 수밖에.이소현 (atoz@edaily.co.kr)네이버 홈에서 ‘이데일리’ 뉴스 [구독하기▶]꿀잼가득 [영상보기▶] , 청춘뉘우스~ [스냅타임▶]＜ⓒ종합 경제정보 미디어 이데일리 - 무단전재 & 재배포 금지＞

"
9,나주 폐목재 공장서 불…아시아나기 잇단 출발 지연,"






 [앵커] 어제 전남 나주의  한 폐목재 공장에서 불이 나 오늘 아침까지 이어지고 있습니다. 부산에선 멧돼지가  주택가에 나타나기도 했습니다. 아시아나 여객기 2대가 안전 문제로 지연 출발했습니다. 밤사이 사건 사고는 이호준 기자가 정리했습니다. [리포트] 시뻘건 불이 하늘로 솟구칩니다. 소방대원들은 물을 뿌리며 화재진압을 하는 동시에 중장비를 동원해 폐목재도 걷어냅니다. 전남 나주의 한 폐목재 처리 공장에서 불이 난 건 어제 낮 1시쯤. 하루가 지난 오늘 아침까지 불길이 잡히지 않고 있습니다.[구동환/전남 나주소방서 홍보팀장 : ""현장에 폐목재가 약 2600톤 정도 적재돼 있는데, 폐자재 양이 너무 많아서 저희 소방력으로 신속하게 끄는데 한계가 있다고 판단이 됩니다.""] 다행히 인명피해는 없었고 소방당국은 정확한 화재 원인을 조사하고 있습니다. 어젯밤 9시 반쯤, 제주도 제주시 한림읍에서 차량 화재 사고가 발생했습니다. 이 불로 소방서 추산  천 4백만 원의 재산피해가 났습니다. 소방당국은 CCTV를 통해  한 남성이 근처 쓰레기 더미에 버린 담배꽁초에서 불이 시작된 것으로 추정하고 있습니다. 뒷다리가 묶여있는 멧돼지가 손수레를 들이받습니다. 어젯밤 11시 20분쯤 부산시 기장군의 한 주택가에 멧돼지가 나타났습니다. 신고를 받고 출동한 소방 구조대는  주택가 울타리에 끼어 있는 멧돼지를 발견하고 포획했습니다. 군청 포획감시단은 멧돼지를 넘겨 받은 뒤 현장에서 사살했습니다. 어제저녁 7시 20분쯤 인천국제공항에서  승객 280명을 태운 필리핀 마닐라행 아시아나 항공 A330 여객기가 견인차 부품 파손으로 안전점검을 다시 하는 바람에 2시간 지연 출발했습니다. 비슷한 시각, 460여 명을 태우고 호주 시드니로 갈 예정이던 아시아나 A380 여객기도 출발이 1시간 반 늦어졌습니다. 항공사 측은 랜딩기어에 이상을 발견해 항공기를 교체했다고 설명했습니다. KBS 뉴스 이호준입니다.  이호준 기자 (hojoon.lee@kbs.co.kr)▶ 콕! 찍어주는 재미 ‘크랩(KLAB)’▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다

"
