,title,body
0,불쾌한 '기내 신체접촉'에 좌석 변경 요청했지만…,"



동영상 뉴스






[앵커]비행기 이코노미석에 탔을 때, 자리도 비좁은데 옆 사람이 팔꿈치를 자꾸 들이밀거나 양반다리라도 하고 앉으면 불쾌할 수 있습니다. 최근 한 항공사 비행기 안에서 이런 일로 승객끼리 마찰이 있었는데… 추가 비용 내고라도 다른 빈자리로 옮기겠다고 했지만, 그럴 수 없었다고 합니다.이윤석 기자입니다.[기자]옆자리 승객의 발이 팔걸이를 넘어왔습니다.최근 A씨가 아내와 해외여행을 마치고 귀국하는 비행기 안에서 겪은 일입니다.[A씨 : 양반다리를 하시더라고요. 제 허벅지에 닿은 상황이었습니다. 잠깐씩 닿거나 하는 것들은 일어날 수 있다고 생각했습니다. 그게 너무 반복적으로…]A씨는 승무원에게 도움을 요청했습니다.유료좌석인 비상구석 여러 개가 비어 있는 걸 보고, 돈을 내더라도 이동하고 싶다고 했습니다.승무원은 ""비상구석 이동은 불가능하다""며 ""대신 뒤쪽 빈 좌석으로 옮겨주겠다""고 했습니다.하지만 승무원이 제안한 빈자리엔 이미 다른 사람이 앉아 있었습니다.[A씨 : 자리를 바꾸기 위해 이동했었죠. 근데 뒷자리에 갔는데 다른 승객이 앉아있다고 바꾸지도 못하고…]승무원은 B씨에게 다른 일행과 자리를 바꿔달라고 요청했지만, B씨는 자리 이동을 거부했습니다.결국 A씨에게 부인과 자리를 바꾸는 방법을 제안했습니다.[A씨 : 아내한테도 계속 그런 식으로 불쾌하게 신체접촉 일어나는 것도 용납할 수 없어서…]항공 업계 관계자들은 불쾌한 신체접촉 문제 발생 시 피해자 입장에서 적극적인 조치가 필요하다고 강조합니다.[항공 업계 관계자 : 승무원이 가서 경고하고, 또 그러면 분리시키는 게 기본적인… 비상구 좌석이 비어있으면 저희 같으면 그 자리에 앉혔을 거 같거든요.]이스타항공 측은 ""당시 대처엔 문제가 없었다""고 밝혔습니다.""절차에 따라 B씨에게 자세를 바르게 해 달라고 요청했고, 다른 일행과 자리를 바꿔달라고도 했었다""며 ""나중엔 A씨 역시 괜찮다고 말했다""고 했습니다.(영상디자인 : 배장근)이윤석 기자 (americano@jtbc.co.kr) [영상취재: 신동환 / 영상편집: 지윤정]▶ JTBC 뉴스 제보하기 ▶ 놓친 '뉴스룸' 다시보기▶ 확 달라진 'JTBC 뉴스APP' 이슈·라이브까지 한눈에!Copyright by JTBC(http://jtbc.joins.com) and JTBC Content Hub Co., Ltd. All Rights Reserved. 무단 전재 및 재배포 금지

"
1,우리나라 전 지역에서 싱가포르 취항 자유로워져,"



동영상 뉴스






	
	우리나라 전 지역에서 싱가포르 취항이 자유로워질 전망입니다. 국토교통부는 싱가포르와 주당 직항 운항 횟수의 상한을 폐지하는 내용의 항공자유화에 합의했다고 오늘(23일) 밝혔습니다. 이에 따라 비성수기에도 연간 탑승률이 90%에 육박하는 인천발 싱가포르 노선은 2003년 이후 처음 운항을 확대할 수 있게 됐고 인천·김해공항이 아닌 공항에서도 수요에 따라 항공사가 자유롭게 노선을 개설할 수 있습니다.연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23 ▶ 연합뉴스TV 네이버 채널 구독   ▶ 생방송 시청 ▶ 대한민국 뉴스의 시작, 연합뉴스TV 앱 다운받기

"
2,"싱가포르 항공권 저렴해질까…국토부, '항공 자유화' 합의","






인천·김해공항에 싱가포르 노선 늘어다른 지역에도 직항 노선 개설 가능인천·김해공항의 싱가포르 노선 운항이 늘고 다른 공항에도 싱가포르 직항 노선을 개설할 수 있게 됐다./사진=게티이미지인천·김해공항의 싱가포르 노선 운항이 늘고 다른 공항에도 싱가포르 직항 노선을 개설할 수 있게 됐다.국토교통부는 한-싱가포르 정상회담을 계기로 싱가포르와 주당 직항 운항 횟수의 상한을 폐지하는 내용의 항공 자유화에 합의했다고 23일 밝혔다.인천~싱가포르 노선은 비성수기에도 연간 탑승률이 90%에 달하는 인기 노선이다. 지난해 싱가포르 노선 탑승률은 대한항공이 89.5%, 아시아나항공이 88.9% 등이었다.이번 협약으로 2003년 이후 처음으로 노선확대가 가능해졌다. 저비용항공사(LCC)의 신규 취항도 가능해져 운임인하에도 영향을 줄 전망이다.지방공항에서도 항공사가 자유롭게 노선을 개설할 수 있게 돼 지역 거주민도 편리하게 싱가포르에 갈 수 있을 것으로 기대된다. 지난해 8월 항공회담 결과 신설된 김해~싱가포르 노선의 탑승률은 80% 내외를 기록하고 있다.국토부 관계자는 ""최근 항공시장의 변화 등으로 노선 다변화의 기회를 모색하고 있는 항공업계에 새로운 기회가 제공될 것""이라고 기대했다.한경닷컴 뉴스룸 open@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지
	
"
3,"특가로 산 항공권, 왜 더 비싸게 산 듯한 느낌이?","






 #올해 봄에 가까스로 얻은 휴가를 가까운 곳으로 가자고 맘먹었던 송모씨(30대)는 몇번의 검색 끝에 인천-오사카 항공권을 18만원에 구입했다. 항공티켓을 받은 송씨는 검색 조건 당시 무료였던 위탁수하물 비용이 갑자기 유료로 변경된 것을 뒤늦게 발견했다. 여행사에 항의하자 그제서야 영수증을 제출하면 환불해주겠다고 했지만, 실제 영수증을 제출하자 환불 불가라고 돌연말을 바꿨다.중국, 일본, 태국, 베트남, 대만 등 아시아 전역에 취항하는 저비용 항공사들이 늘어나면서 해외여행의 부담이 줄어들고 있다. 게다가 특가 할인 이벤트로 항공권을 구입할 경우 20만원 내외로도 왕복항공권을 구매할 수 있는 경우도 있다. 특히 최근에는 겨울철 여행 성수기를 앞두고 저비용항공사 이용객을 잡기 위한 항공권 특가 이벤트가 쏟아지고 있다. 하지만 잘못된 특가 이벤트 광고로 인해 소비자 피해 또한 잇따르고 있다는 지적도 나온다. 한국소비자원이 G마켓·옥션·11번가·인터파크 등 4대 오픈마켓 사이트를 통해 판매되는 국내 저비용항공사 항공권 광고 60개를 조사한 결과 26개(43.3%) 광고가 총액표시제 위반 소지가 있는 것으로 나타났다. 게다가 19개(31.7%) 광고는 위탁수하물 비용 안내를 하지 않거나 불분명하게 안내하고 있었다.(조사대상 : G마켓, 옥션, 11번가, 인터파크 각 15개씩 총 60개, 조사기간 : 2019년 3월 26일~4월 5일) [자료 한국소비자원] 총액표시제란 국토교통부는 소비자가 상품을 쉽게 비교하고 선택할 수 있도록 2014년부터 시행하는 제도로 항공권 광고에 항공운임 총액, 편도·왕복 여부, 유류할증료 금액, 유류할증료 변동가능 여부 등을 포함하도록 규정한 것을 말한다.적발된 부실광고 중에는 ‘항공운임 총액’을 실제 결제 금액보다 저렴하게 고지해 소비자들의 오해를 산 광고가 많았다. 광고 첫 화면에서는 적은 금액을 표시하고, 결제 단계에서 높은 비용을 요구하는 수법이다. 편도인지 왕복인지 표시하지 않은 광고, 유류할증료 액수를 정확히 고지하지 않거나 변동여부를 안내하지 않은 광고도 적지 않았다. 실제로 한 소비자는 유류할증료 32만원이 포함된 보라카이 4박 5일 여행상품권을 구매해 여행을 다녀온 후, 유류할증료가 0원임을 확인, 해당 금액 환불을 요청했으나 처리는 원활하지 않았다.이지섭 한국소비자원 시장조사국 조사관은 “항공권 구입 시 항공요금 외에도 유류할증료, 공항사용료 등이 모두 포함된 금액인지, 위탁수하물 비용여부, 작은 글씨로 기재된 세부 운임 항목 등을 주의깊게 확인해야한다”고 조언했다.[디지털뉴스국 이미연 기자]▶매경이 에어팟프로 쏩니다! 'M코인'▶네이버 메인에서 '매일경제'를 받아보세요 ▶뉴스레터 '매콤달콤' 구독[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]
	
"
4,싱가포르행 직항 노선 취항 앞으로 자유로워진다,"






한-아세안 특별정상회의 계기로 항공자유화 설정 합의앞으로 상한 없이 직항 운항노선 설정 자유로워져[아시아경제 이춘희 기자] 국토교통부는 이번 한-아세안 특별정상회의 및 한-싱가포르 양자 정상회담을 계기로 싱가포르와의 항공자유화 설정에 합의헀다고 23일 밝혔다.항공자유화가 이뤄지면 주당 직항 운항횟수의 상한이 폐지된다. 이번 합의로 한국은 아세안 10개국(말레이시아, 필리핀, 싱가포르, 인도네시아, 태국, 브루나이, 베트남, 라오스, 미얀마, 캄보디아) 중 인도네시아와 브루나이를 제외한 8개국과 항공자유화를 설정하게 됐다. 최근 한-싱가포르 양국간 출도착 여객 수요는 2013년 95만명에서 지난해 122만명으로 28% 가량 늘어났다. 특히 지난해 인천발 노선의 연간 탑승률은 성수기와 비성수기를 불문하고 90%에 가까웠다.이번 합의로 2003년 이후 16년만의 인천발 노선의 노선 확대가 가능해져 공급좌석 증가는 물론 저비용항공사(LCC)의 진입도 가능해져 향후 운임 인하도 이뤄질 가능성이 높다. 또 지난해 김해-싱가포르 노선이 생긴 데 이어 앞으로는 자유로운 노선 개설이 가능해져 지역 거주민의 해외여행 편의 증진과 함께 동남아 관광객의 우리나라 지방 방문도 늘어날 것으로 기대된다.한편 5자유(상대국 경유 운항방식) 형태의 공급력도 늘어난다. 앞으로 한국-싱가포르-제3국 방식의 이원5자유 운항은 주 10회에서 주14회로 늘어난다. 한국-제3국-싱가포르 방식의 중간5자유 운항도 주14회 운항이 새롭게 규정됐다.국토부 관계자는 ""동남아의 대표적 허브인 싱가포르와의 항공 자유화를 통해 양국을 오가는 일정·비용 상 장벽이 낮아져 양국을 포함한 동남아 전체와의 인적·물류가 확대될 것""이라고 말했다. 이어 ""노선다변화의 기회를 모색하고 있는 우리 항공업계에도 새로운 기회가 제공될 것으로 기대된다""고 덧붙였다.이춘희 기자 spring@asiae.co.kr▶ 2020년 경자년(庚子年), 나의 신년운세와 토정비결은?▶ 즉석당첨! 아시아경제 구독하고 세로TV받자! ▶ 재미와 지식이 가득한 '과학을읽다'<ⓒ경제를 보는 눈, 세계를 보는 창 아시아경제 무단전재 배포금지>
	
"
5,플라이강원 첫 비행…탑승 인식 장애·할인 안내 미흡 '옥에 티',"






양양국제공항을 기지로 한 신생 저비용항공사(LCC)인 '플라이강원'이 강원도민의 지지와 응원 속에 어제(22일) 첫 날개를 펼쳤습니다.하지만 취항 초기인 탓에 탑승권 인식 장애 등 전산 시스템 문제와 탑승 시간이 임박해서야 탑승 게이트가 열리는 등 개선점도 드러났습니다.플라이강원은 어제 양양∼제주 간 국내 노선을 왕복 2회 운항했습니다.첫 취항이라는 점과 파격적인 요금 할인으로 첫날부터 매진을 기록했지만 이용객들은 아쉬움을 표했습니다.탑승 절차부터 전산처리에 문제가 발생했고, 탑승장에서는 탑승권이 잘 인식되지 않아 탑승 지연과 연착으로 이어졌기 때문입니다.어제 오후 4시 40분 출발 예정이었던 항공편은 탑승 시각을 불과 20여 분 남겨두고서야 탑승 게이트가 열린 탓에 결국 5시 10분 출발했습니다.항공권 예매에서도 매끄럽지 못한 모습이 드러났습니다.플라이강원은 이번 취항을 기념해 도민을 대상으로 양양∼제주 노선 요금을 이달 말까지 주중은 편도 2만 원, 주말은 편도 3만 원이라는 파격적인 가격으로 내놨지만 인터넷으로는 할인을 적용한 예매가 불가능했습니다.플라이강원은 누리집에 '자세한 사항은 고객센터에서 안내해 드리겠다'는 배너를 게시했으나 고객센터에 문의 전화가 빗발치면서 예약 희망자들은 한참이나 통화 연결을 기다려야 했습니다.강원도민이라고 밝힌 한 이용객은 ""도민들은 어떻게 해야 할인 가격으로 예매할 수 있는지에 대한 설명도 부족했고, 취항 초기라고는 하지만 준비가 조금 부족했던 것 같다""고 말했습니다.플라이강원 관계자는 오늘 ""최선을 다해서 준비했지만, 기존에 사용하지 않았던 시스템을 사용하다 보니 초기에 매끄럽지 못했던 부분이 있었다""며 ""문제가 발생한 일부 시설에 대해서는 양양국제공항 측에 보수를 요청했다""고 설명했습니다.이 관계자는 ""예상보다 정말 많은 분이 관심을 가져주셔서 영업 담당 직원들까지 고객 응대 업무에 동원될 정도였다""며 ""미숙한 부분은 보완하고, 안전을 최우선으로 이용에 불편함이 없도록 꼼꼼히 살피겠다""고 말했습니다.(사진=양양군청 제공, 연합뉴스)진송민 기자(mikegogo@sbs.co.kr)▶ [인-잇] 사람과 생각을 잇다▶ [제보하기] 모든 순간이 뉴스가 됩니다※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지
	
"
6,우리나라 전 지역에서 싱가포르 취항 자유로워져,"






정부가 한-싱가포르 정상회담을 계기로 싱가포르와 직항 항공자유화에 합의했습니다.이로써 인천·김해공항의 싱가포르 노선 운항을 늘리고, 다른 공항에서도 싱가포르 직항 노선을 개설할 수 있게 됐습니다.국토교통부는 싱가포르와 주당 직항 운항 횟수의 상한을 폐지하는 내용의 항공자유화에 합의했다고 오늘(23일) 밝혔습니다.비성수기에도 연간 탑승률이 90%에 육박하는 인천발 노선은 2003년 이후 16년 만에 운항을 확대할 수 있게 됐습니다.저비용 항공사도 싱가포르 항로를 개설할 수 있게 됐습니다.지난해 한국-싱가포르 노선 탑승률을 항공사별로 보면 대한항공은 89.5%, 아시아나항공은 88.9%에 달했습니다.인천·김해공항이 아닌 지방 공항에서도 항공 수요에 따라 항공사가 자유롭게 노선을 개설할 수 있게 됩니다.지난해 8월 항공회담으로 김해-싱가포르 노선이 신설돼 현재 우리나라의 제주항공과 싱가포르 실크에어가 주 4회씩 취항 중이며, 이 역시 80% 내외의 탑승률을 기록 중입니다.이와 함께 제5자유(상대국을 경유하는 운항방식) 형태의 공급력도 일부 증대돼 항공사들이 새로운 방식의 운항전략을 수립할 수 있게 됐습니다.국토부 관계자는 ""동남아의 대표적 허브인 싱가포르와의 항공자유화를 통해 양국을 오가는 일정·비용상 장벽이 낮아져 우리나라와 싱가포르를 포함한 동남아 전체와의 교류가 확대될 수 있게 됐다""고 말했습니다.(사진=연합뉴스)진송민 기자(mikegogo@sbs.co.kr)▶ [인-잇] 사람과 생각을 잇다▶ [제보하기] 모든 순간이 뉴스가 됩니다※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지
	
"
7,플라이강원 첫 비행…탑승 인식 장애·할인 안내 미흡 '옥에 티',"






	
	양양∼제주 22일 취항…이용객들은 탑승·예매 절차에 '아쉬움'플라이강원 이륙양양국제공항을 모기지로 하는 신생 저비용 항공사인 플라이강원이 양양∼제주 노선을 시작으로 항공기 운항에 들어간 지난 22일 승객들을 태운 항공기가 양양공항 활주로를 이륙하고 있다. [양양군청 제공·연합뉴스 자료사진. 재판매 및 DB금지]    (양양=연합뉴스) 박영서 기자 = 양양국제공항을 모(母) 기지로 한 신생 저비용항공사(LCC)인 '플라이강원'이 강원도민의 지지와 응원 속에 지난 22일 첫 날개를 펼쳤다.    하지만 취항 초기인 탓에 탑승권 인식 장애 등 전산 시스템 문제와 탑승 시간이 임박해서야 탑승 게이트가 열리는 등 개선점도 드러났다.    플라이강원은 22일 양양∼제주 간 국내 노선을 왕복 2회 운항했다.    첫 취항이라는 점과 파격적인 요금 할인으로 첫날부터 매진을 기록했으나 이용객들은 아쉬움을 표했다.    탑승 절차부터 전산처리에 문제가 발생했고, 탑승장에서는 탑승권이 잘 인식되지 않아 탑승 지연과 연착으로 이어졌기 때문이다.    이날 오후 4시 40분 출발 예정이었던 항공편은 탑승 시각을 불과 20여분 남겨두고서야 탑승 게이트가 열린 탓에 결국 5시 10분께 출발했다.    항공권 예매에서도 매끄럽지 못한 모습이 드러났다.    플라이강원은 이번 취항을 기념해 도민을 대상으로 양양∼제주 노선 요금을 이달 말까지 주중은 편도 2만원, 주말은 편도 3만원이라는 파격적인 가격으로 내놓았으나 인터넷으로는 할인을 적용한 예매가 불가능했다.플라이강원 양양∼제주 취항양양국제공항을 모기지로 하는 신생 저비용 항공사인 플라이강원이 양양∼제주 노선을 시작으로 항공기 운항에 들어간 22일 양양공항에서 승객들이 제주행 항공기에 탑승하고 있다. [연합뉴스 자료사진]    플라이강원은 누리집에 '자세한 사항은 고객센터에서 안내해 드리겠다'는 배너를 게시했으나 고객센터에 문의 전화가 빗발치면서 예약 희망자들은 한참이나 통화 연결을 기다려야 했다.    실제로 연합뉴스가 이날 오후 고객센터에 전화를 걸었으나 통화 대기시간은 30분이 걸렸다.    통화량이 많다는 메시지와 함께 수십차례 통화 대기를 연장한 끝에야 상담원과 연결됐다.    강원도민이라고 밝힌 한 이용객은 ""도민들은 어떻게 해야 할인 가격으로 예매할 수 있는지에 대한 설명도 부족했고, 취항 초기라고는 하지만 준비가 조금 부족했던 것 같다""고 말했다.    플라이강원 관계자는 23일 ""최선을 다해서 준비했지만, 기존에 사용하지 않았던 시스템을 사용하다 보니 초기에 매끄럽지 못했던 부분이 있었다""며 ""문제가 발생한 일부 시설에 대해서는 양양국제공항 측에 보수를 요청했다""고 설명했다.    이 관계자는 ""예상보다 정말 많은 분이 관심을 가져주셔서 영업 담당 직원들까지 고객 응대 업무에 동원될 정도였다""며 ""미숙한 부분은 보완하고, 안전을 최우선으로 이용에 불편함이 없도록 꼼꼼히 살피겠다""고 말했다.환영사 하는 주원석 플라이강원 대표지난 22일 오후 강원 양양국제공항에서 열린 플라이강원 양양∼제주 노선 취항식에서 주원석 대표이사가 환영사를 하고 있다. [연합뉴스 자료사진]    conanys@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
8,"홍콩 대기업들 ""폭력 멈추고 우리 집 지키자"" 신문광고","






홍콩 시위에 따른 사회 혼란이 이어지는 가운데 홍콩 대기업 20곳과 주요 상공회의소 5곳이 공동으로 폭력 종식을 호소하는 신문 광고를 냈습니다.오늘(23일) 홍콩매체 사우스차이나모닝포스트(SCMP)에 따르면, 이들은 전날 홍콩에서 중국어로 발행되는 신문 8곳에 홍콩인들에 보내는 편지 형식의 전면 광고를 게재했습니다.광고에는 ""홍콩은 우리의 집이다. 시위대가 어디든 내키는 대로 훼손하고, 집의 모든 곳이 불타는 것을 목격했다""면서 ""가슴 아프다""는 내용이 담겼습니다.이들은 또 ""수세대에 걸친 노력의 결과물인 우리의 안정된 삶이 망가지게 둘 수 없다""면서 ""모두에게 폭력을 멈추고 우리의 집을 지키자고 요청하는 것은 재계의 책무다""라고 말했습니다.이어서 시위에 따른 혼란으로 사업환경이 어려워지고 있고, 일국양제가 도전받고 있다고 우려했습니다.내일 구의원 선거를 앞두고 나온 이번 광고는 이러한 형식의 캠페인 중 참가 업체 수가 가장 많다는 게 SCMP 설명입니다.여기에는 홍콩 최고 갑부인 리카싱 소유의 CK에셋홀딩스를 비롯해 헨더슨, 순훙카이, 뉴월드 등 홍콩 부동산 개발업체들이 다수 참여했습니다.또 사무용 건물 및 쇼핑몰을 소유한 홍콩 랜드와 스와이어 부동산, 홍콩 최대 항공사인 캐세이퍼시픽, 싱타오일보를 발행하는 싱타오 신문그룹, 회원사가 6천 곳 이상인 홍콩중화총상회 등도 이름을 올렸습니다.반면 영국 엘리자베스 2세 여왕의 이름과 같은 홍콩의 '퀸 엘리자베스 학교'에 재학 중인 학생 6명은 여왕에게 시위 지지를 호소하는 공개편지를 썼습니다.편지에는 ""자유와 민주주의 수호""에 대한 지지를 요청하고 경찰의 시위 강경 진압을 비판하는 내용이 담겼습니다.학생들은 ""지금은 우리에게 가장 어두운 시간이지만 믿음을 잃지 않을 것""이라면서 ""중국이 '영국-중국 공동선언'을 위반하는 데 대해 단호히 대응해달라""고 밝혔습니다.(사진=연합뉴스) 진송민 기자(mikegogo@sbs.co.kr)▶ [인-잇] 사람과 생각을 잇다▶ [제보하기] 모든 순간이 뉴스가 됩니다※ ⓒ SBS & SBS Digital News Lab. : 무단복제 및 재배포 금지
	
"
9,우리나라 전 지역에서 싱가포르 취항 자유로워진다,"






 정부가 한-싱가포르 정상회담을 계기로 싱가포르와 직항 항공자유화에 합의했습니다. 앞으로 인천, 김해공항의 싱가포르 노선 운항이 늘고 다른 공항에서도 싱가포르 직항 노선을 개설할 수 있게 됩니다. 국토교통부는 싱가포르와 주당 직항 운항 횟수의 상한을 폐지하는 내용의 항공 자유화에 합의했다고 밝혔습니다. 따라서 비성수기에도 연간 탑승률이 90%에 육박하는 인천발 노선은 2003년 이후 16년 만에 운항을 확대할 수 있게 됐습니다. 저비용 항공사도 싱가포르 항로를 개설할 수 있습니다. 지난해 한국-싱가포르 노선 탑승률을 항공사별로 보면 대한항공이 89.5%, 아시아나항공이 88.9%를 차지했습니다. 아울러 인천·김해공항이 아닌 지방 공항에서도 항공 수요에 따라 항공사가 자유롭게 노선을 개설할 수 있습니다. 지난해 8월 항공회담으로 김해-싱가포르 노선이 신설돼 현재 우리나라의 제주항공과 싱가포르 실크에어가 주 4회씩 취항 중이며, 80% 내외의 탑승률을 기록하고 있습니다. 이 밖에 제5자유(상대국을 경유하는 운항방식) 형태의 공급력도 일부 늘어 항공사들이 새로운 방식의 운항전략을 수립할 수 있게 됐습니다. 국토부는 ""동남아의 대표적 허브인 싱가포르와의 항공 자유화를 통해 두 나라를 오가는 일정·비용상 장벽이 낮아져 우리나라와 싱가포르를 포함한 동남아 전체와의 교류가 확대될 수 있게 됐다""고 설명했습니다. [사진 출처 : 연합뉴스]오수호 기자 (oasis@kbs.co.kr)▶ 콕! 찍어주는 재미 ‘크랩(KLAB)’▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다

"
