,title,body
0,프랑스 저가항공사 애글 아쥐르 파산,"






	
	다른 프랑스 저가항공사 XL도 파산 위기프랑의 애글 아쥐르 항공이 운용하는 에어버스 A319 여객기 [AFP=연합뉴스 자료사진](파리=연합뉴스) 김용래 특파원 = 프랑스의 저가 항공사 애글 아쥐르(Aigle Azur)가 파산했다.    AFP 통신 등 프랑스 언론에 따르면 파리 근교 에브리 법원은 지난 27일(현지시간) 애글 아쥐르의 인수를 희망한 기업들이 제시한 회생 방안에 장기 생존 방안이 결여돼 있다면서 이 항공사의 파산을 결정했다.     애글 아쥐르는 주로 프랑스와 알제리를 잇는 항공편을 운용하는 소형 항공사로 11대의 여객기를 보유하고 있고 임직원은 1천150명이다.     중국의 HNA이 이 기업의 지분 49%를 가진 최대주주로, 애글 아쥐르의 작년 총 승객 수는 190만명 정도다. 알제리 노선 외에 최근 브라질, 중국, 러시아 노선도 소규모로 운용해왔다.    경영난을 겪던 이 항공사는 지난 2일 법원에 파산보호 신청을 내고 모든 항공편의 운항 일정을 취소했다.     14개 기업이 인수 의향을 밝혔지만, 법원은 이들이 제시한 어떤 회생 계획도 충분치 않다고 판단했다.    애글 아쥐르의 파산 결정은 앞서 프랑스의 또 다른 저가 항공사 XL이 파산보호신청을 한 지 며칠 만에 나왔다. 임직원 750명의 소형 항공사 XL은 프랑스와 미국, 인도양을 주로 운항하며 작년 한 해 이용객은 70만명이다.    애글 아쥐르와 XL의 파산 또는 파산 위기는 유럽의 저가 항공사들이 매우 고전하고 있음을 보여주는 단적인 사례로 평가된다.    프랑스 교통부는 애글 아쥐르의 임직원들이 신속히 새 일자리를 찾을 수 있도록 방안을 강구하겠다고 밝혔다.    yonglae@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
1,"김영진 “EU 8개 항공사, 승객자료 제출 안해 우범자관리 안돼”","






2019년 7월 기준 PNR 협정 미체결 현황.현재 우리나라를 취항하는 76개 외국적 항공사 중 유럽연합(EU)의 8개 항공사로부터는 승객예약자료(PNR)를 제출받지 못해 우범여행자에 대한 위험관리가 전혀되지 않는 것으로 나타났다.28일 국회 기재위 김영진 의원(더불어민주당)이 관세청으로 부터 받은 ‘PNR 협정 미체결 현황’에 따르면 에어프랑스 영국항공 KLM 루프트한자 체코항공 알이탈리아 핀에어 폴란드항공 등 8개 EU계 항공사(연간 3386편)를 통해 입국하는 여행자의 예약·발권·여행경로 등 탑승에 관한 정보를 제출받지 못하는 것으로 드러났다.PNR 협정은 인적사항 위주의 APIS를 보강하기 위해 항공사로부터 승객예약자료를 추가로 입수해 검사대상자 선별에 활용되고 있는 제도인데 관세법 제137조의 2는 입항하는 모든 항공사의 PNR 제출을 의무화하고 있으며 제출항목으로 여객명부 4개 항목과 예약, 발권, 탑승관련 17개 항목 등 총 21개 항목의 정보를 제공하도록 하고 있다.이처럼 2006년 관세법 개정에 따라 PNR이 도입됐으나 EU국적 항공사는 EU의 ‘개인정보보호지침’에 따라 개인정보 취급을 엄격히 통제하며 EU 역외국에 개인정보를 제공할 경우 EU집행위와 당사국 간 협정체결이 필요하기에 ‘한-EU PNR 협정’을 체결하기 전까지는 PNR을 제출하기 어렵다고 밝히고 있다.이에 대해 김영진의원은 “현재 캐나다 호주 미국 등은 EU와 PNR협정을 체결해 자료를 제공받고 있는 것으로 알고 있다”면서 “정부는 우범여행자에 대한 효율적인 관리를 위해 EU측과의 PNR협정 체결을 적극 추진해 마약과 총기류 등 사회안전 위해물품의 밀반입 가능성을 사전에 적극 차단해야 한다”고 밝혔다. 김덕준 기자 casiopea@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ 부산일보 구독하고 스타벅스 Get 하자!▶ 부산일보 홈 바로가기

"
2,"호주 젯스타항공, 인천-골드코스트 취항…특가 프로모션도","






호주의 저비용항공사(LCC)인 젯스타항공이 12월부터 인천-골드코스트 직항 노선에 취항한다고 28일 밝혔다.젯스타는 제주항공과 함께 편명 공유(코드셰어) 협약을 체결해 보잉 787-8 드림라이너 항공기를 이용해 인천-골드코스트 노선을 오는 12월 8일부터 주 3회 정기 운항할 계획이다.젯스타는 이번 론칭을 기념해 이 노선을 특가로 제공하는 프로모션을 진행한다. 26일부터 10월 2일까지 인천-골드코스트 편도 운임을 단 3만원에 판매한다. 탑승기간은 12월 8일부터 2020년 9월 16일까지로, 젯스타 웹사이트를 통해 예약 가능하다. 편도 운임의 정상가격은 17만4700원부터 시작된다.비행시간은 골드코스트→인천은 수·금·일요일 오후 1시20분 현지를 떠나 오후 10시 인천에 도착하며 인천→골드코스트는 수·금·일요일 오후 11시30분 인천을 출발해 호주에 오전 9시45분 도착한다.골드코스트의 해변 모습.젯스타 그룹 CEO 가렛 에반스는 “골드코스트는 호주를 대표하는 세계적인 휴양 도시로, 그 아름다운 전경은 한국 여행자들을 사로잡을 것으로 기대된다. 골드코스트는 머지않아 한국인들이 손꼽는 인기 휴양지로 떠올라 호주 여행의 관문 역할을 하게 될 것”이라고 말했다.젯스타는 인천-골드코스트 노선을 저비용으로 제공하는 최초의 항공사로, 한국 여행객들에게 아름다운 환경과 다양한 볼거리, 맛있는 음식, 천혜의 자연과 야생동물 등을 즐길 수 있는 기회를 제공한다는 방침이다. 아울러 관광객들이 골드코스트에서 시드니 멜버른 등 호주 7개 지역으로 편리하게 이동할 수 있도록 직항 연결노선을 제공할 계획이다.에반스 CEO는 “호주 관광객들 사이에서 한국으로 떠나는 노선도 큰 인기를 끌 것으로 기대된다. 서울행 저가항공 노선이 취항하면 한국 역시 호주 여행자들이 가장 방문하고 싶은 국가 중 하나로 떠오를 것으로 보인다”고 말했다. 김덕준 기자 casiopea@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ 부산일보 구독하고 스타벅스 Get 하자!▶ 부산일보 홈 바로가기

"
3,비상문 열려고 난동…캄보디아행아시아나 항공기 회항,"



동영상 뉴스






	
	【 앵커멘트 】  어제(27일) 저녁 인천공항에서 캄보디아 프놈펜를 향하던 아시아나 항공기가 비상문을 열려는 승객의 난동 때문에 이륙 3시간여 만에 긴급 회항했습니다.  술에 취한 건 아니라는데, 경찰은 항공법 위반혐의로 조사를 벌일 예정입니다.  박인태 기자입니다.【 기자 】  어제(27일) 저녁 7시 50분쯤, 인천공항에서 아시아나항공 739편이 캄보디아 프놈펜을 향해 출발했습니다.  하지만 이륙 30여 분만에, 갑자기 기내에 '비상구 오류 메시지'가 떴습니다.  비상구 좌석에 앉아 있던 한 60대 남성이 비상문을 열기 위해 손잡이를 건드렸기 때문입니다.  다행히 비상문은 열리지 않았지만, 항공사 측은 긴급 회항을 결정했습니다.  회항을 위해 항공기는 상공에서 연료를 모두 소모했고, 탑승객 181명은 이륙 3시간여 만인 11시 반쯤 인천공항으로 다시 돌아와야 했습니다.  아시아나항공 측은 탑승객이 상공에서 비상문을 열려고 시도해도 개방이 불가능하다면서도 혹시모를 안전사고를 우려해 회항을 결정했다고 설명했습니다.▶ 인터뷰(☎) : 아시아나항공 관계자- ""상공에서는 기압 차 때문에 비상구 문을 열려고 시도해도 절대로 열리지 않는 건 맞고요. 잠금장치도 다 돼 있어요. ""  항공사 측은 인천공항에서 해당 승객을 경찰에 넘긴 뒤 새벽 3시 반쯤 다시 프놈펜을 향해 출발했습니다.  인천공항경찰단은 해당 남성을 항공보안법 위반 혐의로 입건하고 왜 비상문을 열려했는지 경위를 조사할 예정입니다.  MBN뉴스 박인태입니다.   [ parking@mbn.co.kr ]  영상편집 : 김경준▶네이버 메인에서 MBN뉴스를 만나보세요!▶MBN 고화질 온에어 서비스 감상하기!▶돈튜브 타고, 돈길만 걷자! #SMWM #Moneylog #텅장< Copyright ⓒ MBN(www.mbn.co.kr) 무단전재 및 재배포 금지 >
	
"
4,취미가 매출 1천억대 사업으로…'하비프러너' 성공시대,"






SBS스페셜 '취미가 직업이 된 사람들-하비프러너' 편[CBS노컷뉴스 이진욱 기자]사진=SBS 제공좋아하는 일을 하면서 돈도 버는 꿈 같은 이야기를 실현한 이들이 있다. 취미를 발전시켜 창업을 이룬 사람을 일컫는 '하비프러너'(hobby-preneur)다. 29일(일) 오후 11시 5분 방송되는 'SBS스페셜'에서 하비프리너들의 이야기를 다룬다.#1. 까무잡잡한 피부를 지닌 소년은 깨끗한 피부를 갖고 싶은 마음으로 화장품에 관심을 가졌다. 관련 제품을 하나씩 써보면서 그는 남성 최초 뷰티 블로거로 활동했다. 화장하는 남자는 매우 드물던 때였기에 방송에도 소개됐다. 김한균 씨다.김 씨는 화장품을 더 알고 싶어서 여성 전용 색조 화장품 가게에서 아르바이트했다. 국내 화장품 대기업에서도 일했다. 어느 순간 자신감이 붙었다. ""화장품을 직접 만들어 팔아보면 어떨까?""라는 생각에 남성 전용 화장품 브랜드를 론칭했다.10년 전만 해도 남자들이 화장품을 바르는 건 특이한 일이었다. 모두가 그를 괴짜로 바라봤고 매출도 좋지 않았다. 첫 창업에 실패한 김한균 씨를 성공한 하비프러너로 만들어준 건 그의 딸이었다. 아이 피부를 치료하고 싶어 유기농 재료로 오일을 만들었다. 딸을 위해 만든 유기농 오일이 엄마들 사이에서 대박을 터트렸다.좋아하는 일을 하면서 이익을 얻게 되자 그는 화장품에 더욱 깊이 파고들었다. 중국으로 진출해 마스크 팩 사업을 키우고, 여러 브랜드를 만들며 화장품 개발에 몰두했다. 취미가 직업이 되면서 일상에 일이 스며들었다. 언제, 어디서, 어떤 일을 하든 화장품 생각이 가득하다. 김 씨는 100여 명 직원과 9개 브랜드, 매출 총액 1000억 원대를 자랑하는 성공한 CEO 반열에 올랐다.#2. 국낸 항공사 5년차 승무원이던 주이형 씨는 잦은 허리 통증으로 운동을 시작했다. 건강을 위해 시작한 운동에 재미가 붙자 즐거운 취미가 됐다. 운동에 깊게 빠진 그녀는 취미를 직업으로 발전시켰다. 2014년 머슬 마니아 코리아 스포츠 모델을 시작으로 '2014 머슬 마니아 유니버스'에서 동양인 최초로 비키니 프로 카드를 획득했다. 취미가 직업이 되면서 마냥 즐겁기만 했던 것은 아니었다. 좋아하는 일이지만 돈을 벌고 성적을 내야 한다고 생각하니 스트레스가 밀려왔다.그때 그녀의 가슴을 또 한 번 뛰게 만든 건 음악이다. 운동할 때 함께하는 음악에서 새로운 흥미를 찾았다. 운동할 때 힘이 나는 음악들을 고르고 싶어 디제잉을 배우기 시작했다. 이 취미 역시 가볍게 즐기지 않았다. 영업이 끝난 클럽에서 밤새가며 연습하고, 운동과 함께 즐길 수 있는 행사를 기획했다.주 씨는 현재 운동과 음악을 결합한 피트니스 DJ 파티를 구상 중이다. 취미 두 가지를 한 번에 즐기는, 그야말로 업그레이드된 하비프러너로 도약한 셈이다.#3. 한강시민공원에서 아마추어 서핑 대회가 열렸다. 백예림 씨는 이곳에서 꿈을 찾고 있다. 그는 취미로 웨이크 서핑을 시작해 아마추어 선수 대회에 출전했다. 신나게 춤을 추며 웨이크 서핑을 하는 영상으로 서핑 좀 한다 하는 사람들 사이에서는 이미 유명 인사다.서핑이라는 취미에 푹 빠지기 전까지 그는 꿈을 찾아 오래 헤맸다고 한다. 셰프, 승무원, 공무원 등 다양한 직업에 도전해봤지만, 우연히 접한 서핑이 그녀의 인생을 180도 바꿨다.서핑을 즐기면서 좋은 사업 아이디어도 찾았다. 수상레저를 즐길 수 있는 공간에서는 옷 갈아입기가 불편했는데, 일상복과 비슷한 디자인의 편한 서핑복이 필요하다고 생각에서 시작됐다. 그는 사업을 위해 돈을 최대한 끌어모아 자금을 마련했다. 부족한 자금이었지만 서핑복 쇼핑몰을 창업해 다양한 디자인의 서핑복 판매를 시작했다.그는 서핑복 모델뿐 아니라 디자인, 홍보, 판매까지 신경 쓰느라 정신없이 일하고 있다. 이제는 디자인을 공부하면서 직접 패턴 만드는 법을 연구 중이다.▶ 확 달라진 노컷뉴스▶ 인싸들의 선택, 노컷뉴스 구독 서비스▶ 노컷이 못한 일, 돈컷은 한다jinuk@cbs.co.kr저작권자 © CBS 노컷뉴스 무단전재 및 재배포 금지
	
"
5,캄보디아行 아시아나항공 여객기 승객 비상문 열려고 시도해 긴급회항,"






아시아나 ""해당 승객 인천에서 공항경찰대에 넘겼다"" / 승객 181명 불편 겪어…항공사도 연료 비용 손실   캄보디아 프놈펜으로 가던 아시아나항공 여객기가 비상구 좌석 승객이 비상문을 열려고 시도해 회항하는 사건이 발생했다.   28일 아시아나항공에 따르면 전날 오후 7시 30분 인천공항을 떠나 프놈펜으로 향하던 OZ739편(A321네오) 여객기가 이륙 30여분 만에 '비상구 에러(오류) 메시지'로 긴급 회항했다.   에러 메시지는 좌측 날개 인근 비상구 좌석에 앉은 중년 남성이 비상구 손잡이를 건드리면서 나타난 것으로 조사됐다.   아시아나항공은 당시 비상문은 열리지 않았지만 에러 메시지가 떠 승객 안전을 위해 회항을 결정했다고 설명했다.   해당 항공기는 안전한 착륙을 위해 서해 상공에서 연료를 모두 소모한 뒤 오후 11시 30분쯤 인천공항에 착륙했다.   아시아나 관계자는 ""프놈펜 공항 활주로 폐쇄 시간 등을 고려해 이날 새벽 3시 30분 해당 항공편을 인천에서 프놈펜으로 다시 띄웠다""며 ""해당 승객은 인천에서 공항경찰대에 넘겼다""고 말했다.   이번 회항으로 승객 181명이 불편을 겪었고, 아시아나항공은 연료 비용 등 손실을 봤다.   김현주 기자 hjk@segye.com    ⓒ 세상을 보는 눈, 세계일보

"
6,日 불매에 속 타는 항공업계…중화권·동남아 노선 다각화,"






항공업계, 3분기 성수기 효과 부재에 활로 모색 분주[아이뉴스24 서민지 기자] 일본 불매운동의 직격탄을 맞은 항공업계가 활로 모색에 분주하다. 최대 성수기 시즌인 3분기에 일본 불매운동의 직격탄을 맞으면서 일본 대신 중화권이나 동남아로 눈을 돌리고 있다.28일 항공업계에 따르면 최근 저비용항공사(LCC)를 중심으로 일본 노선을 줄이고 동남아 중심으로 노선을 늘리는 작업을 하고 있다. 지난 7월 '일본 불매' 운동이 시작된 이후 일본 여행객이 감소한 뒤 회복할 기미를 보이지 않기 때문이다.최근 일본정부관광국이 발표한 방일 외국인 여행자 통계에 따르면 지난달 일본을 찾은 한국인 여행자 수는 30만8천700명으로 지난해보다 48.0%나 급감했다. 후쿠오카·오사카 간사이·홋카이도·오키나와 공항 등 주요 지역에서 한국 관광객이 40~50%대 감소세를 보였다.일본 노선이 차지하는 비중이 평균 40%에 달하는 LCC들이 일본 노선 감축과 중화권, 동남아 노선 증편에 적극 움직이고 있다. [사진=각 사]이에 따라 대한항공, 아시아나항공은 물론 제주항공, 티웨이항공, 이스타항공, 에어서울, 에어부산 등 LCC가 앞다퉈 일본 노선을 감편했다. 일본 노선의 빈자리는 중화권과 동남아 노선이 채우고 있다. 특히 일본 노선이 차지하는 비중이 평균 40%에 달했던 LCC들은 더욱 바삐 움직이고 있다.LCC 맏형인 제주항공이 가장 적극적으로 나서고 있다. 제주항공은 지난달부터 인천발 코타키나발루, 마카오, 가오슝, 치앙마이 노선을 증편해 운항하고 있다. 이달 17일에는 대구~세부 노선을 신규 취항했고, 다음 달에는 제주~타이베이, 제주~가오슝, 부산~가오슝 노선을 띄울 예정이다.티웨이항공은 이달부터 부산~가오슝, 부산~타이중, 인천~타이중 노선을 증편했고, 다음 달에는 인천~보라카이, 대구~보라카이 노선을 신규 취항할 계획이다.비상경영체제에 돌입한 이스타항공은 중화권 노선에 집중하는 모습이다. 이스타항공은 다음 달 16일 인천~정저우 노선을 시작으로 인천과 청주에서 출발하는 중국·대만·마카오 노선을 신규 취항한다.'일본 불매' 운동으로 일본 여행객이 급감하면서 항공업계가 노선을 재편하고 있다. [사진=아이뉴스24 포토 DB]국내 LCC 중 일본 노선 비중이 가장 높은 에어서울(65%) 경우 일본 노선을 대폭 줄이고 동남아 등 노선 다각화에 박차를 가하고 있다. 에어서울은 오는 12월부터 인천~하노이·나트랑 노선을 새롭게 띄운다. 신규 노선 신청 접수를 중단한 중국 항공당국이 접수를 재개하는 대로 장자제와 린이 등도 신규 취항한다는 계획이다.에어부산도 다음 달 27일 부산~보라카이 노선 신규 취항을 앞두고 있다. 최근에는 부산~타이페이·가오슝 노선에 항공기를 추가 투입했다.업계 관계자는 ""일본 비중이 높았던 LCC의 경우 위기감이 더욱 큰 상황""이라며 ""노선 다각화를 통해 타격을 최대한 줄일 수 있도록 할 것""이라고 말했다.서민지기자 jisseo@inews24.com▶네이버 채널에서 '아이뉴스24'를 구독해주세요.▶아이뉴스TV에서 부동산 고수를 만나보세요.[ⓒ 아이뉴스24 무단전재 및 재배포 금지]

"
7,승객이 비상문을… 아시아나 항공기 긴급회항,"






	
	[머니투데이 권다희 기자] [이륙 30분만에 조치, 비상문 건드린 승객은 공항경찰대로 ] 사진은 보내용과 무관. 사진=김휘선 기자캄보디아 프놈펜으로 가던 아시아나항공 여객기에서 한 승객이 비상구 손잡이를 건드리며 항공기가 긴급 회항하는 사건이 발생했다. 28일 아시아나항공에 따르면 전날 오후 7시30분께 인천공항을 떠나 프놈펜으로 향하던 OZ739편 여객기가 이륙 30여 분 만에 '비상구 에러(오류) 메시지'로 긴급 회항했다. 승객 181명을 태운 해당 항공기는 서해 상공에서 연료를 모두 소모한 뒤 당일 오후 11시30분께 인천공항에 착륙했다. 아시아나항공이 조사한 바에 따르면 에러 메시지는 좌측 날개 인근 비상구 좌석에 앉은 한 남성이 비상구 손잡이를 건드려 발생했다. 항공사 측은 당시 비상문이 열리지 않았지만 에러 메시지가 떠 승객 안전을 위해 회항을 결정했다고 설명했다.아시아나항공은 이날 새벽 3시30분께 해당 항공편을 인천에서 프놈펜으로 다시 운행했으며, 비상구를 건드린 해당 승객은 인천에서 공항경찰대에 넘겼다고 밝혔다.  권다희 기자 dawn27@mt.co.kr▶부잣집 며느리들의 말못할 사정 [변호사상담]▶버핏의 6가지 지혜 [투자노트] ▶네이버 구독 추가 <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
8,‘승객 소동’ 아시아나 긴급 회항…“비상문 열려고 시도”,"






사진=동아DB캄보디아 프놈펜으로 향하던 아시아나항공 여객기가 승객이 비상문을 열려고 시도해 긴급 회항하는 일이 발생했다.28일 아시아나항공은 전날 오후 7시30분 인천공항에서 프놈펜으로 가던 OZ739편(A321네오) 여객기가 ‘비상구 오류 메시지’로 긴급 회항했다고 밝혔다.조사 결과, 좌측 날개 부근 비상구 좌석에 앉은 남성이 비상구 손잡이를 건드리는 등 문을 열려고 시도하며 오류 메시지 경고음이 켜진 것으로 드러났다. 당시 비상문은 열리지 않았지만, 아시아나항공 측은 승객 안전을 위해 회항을 결정했다. 여객기는 안전한 착륙을 위해 서해 상공에서 연료를 모두 소진한 뒤, 오후 11시30분께 인천공항에 착륙했다. 이 과정에서 승객 181명이 불편을 겪었고, 아시아나항공은 연료비용 등의 손실을 봤다.항공사 관계자는 “해당 항공편은 이날 새벽 3시 30분 인천에서 프놈펜으로 다시 띄웠다”고 밝혔다. 문제를 일으킨 승객은 인천에서 공항경찰대에 넘겨져 조사를 받을 예정이다.함나얀 동아닷컴 기자 nayamy94@donga.com▶ 동아일보 단독 뉴스 / 트렌드 뉴스▶ 네이버 홈에서 [동아일보] 채널 구독하기ⓒ 동아일보 & donga.com, 무단 전재 및 재배포 금지
	
"
9,부엌에 걸어둔 그림이 78억짜리 명화?.. 정체 알고보니 [세상에],"






경매인의 눈에 평범하지 않은 그림이 들어왔다       사진은 기사 내용과 관련이 없음 / 사진=픽사베이    [파이낸셜뉴스]  ※ 편집자주 세상에, 맙소사! 이번주 지구촌 세상에서 벌어진 놀랍고 기막힌 사건들을 알려드립니다.   ■ 세상에 이런 놀라운 발견이?  부엌에 방치해둔 그림이 알고 보니 78억의 가치를 가진 '명화' 였다면?  24일(현지시간) BBC 등은 프랑스 콩피에뉴의 한 가정집에서 르네상스 초기 대가인 지오바니 치마부에의 그림이 발견됐다고 전했습니다.  집주인인 90대 여성은 이 그림을 그저 오래된 성화로만 생각하고 부엌에 걸어뒀습니다.  지난 6월, 집을 팔기로 결정한 집주인은 경매인을 불러 가구와 장식품 등의 감정을 부탁했습니다.  경매인에 눈에 들어온 것은 부엌 한 켠에 걸린 그림이었습니다.  평범하지 않은 그림임을 직감한 경매인은 전문가에게 감정을 의뢰했고, 놀라운 대답을 듣게 됐습니다.  이 그림이 이탈리아의 유명 화가 치마부에가 1280년경 그린 작품으로 확인된 것입니다.  '조롱받는 예수' 연작 중 하나로 밝혀진 이 그림의 경매가는 650만달러(약 78억)에 이를 것으로 예상됩니다.         [사진=픽사베이]     ■ 세상에 이런 귀여운 이륙지연이?  활주로를 가로지르는 아기 고슴도치 때문에 비행기의 이륙이 지연되는 귀여운 해프닝이 벌어졌습니다.  지난 19일, 영국 스코틀랜드 스토노웨이에서 하일랜드 인버네스로 향하려던 여객기가 이륙 도중 갑자기 멈춰섰습니다.  조종사가 활주로를 지나가는 새끼 고슴도치를 목격하고 비행기를 급히 멈춘 것입니다.  아기 고슴도치가 길을 안전히 건너가는데는 2분 정도가 소요됐다고 하네요.  항공사 책임자 닐 휴즈는 ""우리 여객기는 스코틀랜드 지역 곳곳을 누빈다. 야생동물을 볼 기회가 꽤 많다""면서 ""동물에게 해를 입히지 않기 위해 항상 주의를 기울인다""라고 전했습니다.  한 승객은 트위터를 통해 ""항공기가 활주로에서 갑자기 멈췄다. 기장이 방송을 통해 아기 고슴도치가 지나고 있다는 사실을 알렸다""고 당시 상황을 설명했습니다.         [사진=픽사베이]      ■ 세상에 이런 황당한 지각이?  예식장에 모습을 드러내지 않은 신랑 때문에 결혼식이 엉망이 됐습니다.  19일(현지시간) 중국 글로벌타임스는 최근 헤이룽장성 하얼빈의 한 호텔에서 벌어진 황당한 사건을 보도했습니다.  이날 1시간이 지나도록 결혼식장에 나타나지 않는 신랑 때문에 신부와 하객들은 마음을 졸였습니다.  알고보니 신랑 장모씨는 고장난 호텔 엘리베이터에 갇혀 꼼짝달싹 할 수 없었다고 합니다.  신부대기실로 가던 도중 엘리베이터에 갇힌 장씨는 비상통화 시도 등 탈출을 위해 고군분투했지만, 그 어떤 방법도 소용이 없었습니다.  장씨는 호텔로부터 2000위안(약 33만원)의 보상금을 받았지만 자신과 하객들이 겪은 불편에 비하면 터무니 없는 금액이라며 분통을 터뜨렸습니다.  중국 네티즌들은 ""신부가 얼마나 걱정했을지 상상도 안 된다"", ""신랑이 영화처럼 자신을 떠났을 것이라 생각했을까?""와 같은 반응을 보였습니다.  #명화 #치마부에 #고슴도치 #엘리베이터 #결혼식   sunset@fnnews.com 이혜진 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ 클릭해, 뉴스 들어간다 [뉴스쿨] ▶ 세상에 이런일이 [fn파스]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지
	
"
