,title,body
0,터키항공 마일리지 운영 30주년...30%추가 적립 행사,"






터키항공 승무원. 사진=FNDB [파이낸셜뉴스] 터키항공이 자사의 마일리지 멤버십 ‘마일스앤스마일스(Miles&Smiles;)’ 운영 30년을 맞아 마일리지 30% 추가 적립 및 항공권 할인 프로모션을 진행한다고 2일 밝혔다.  이번 프로모션은 내달 31일까지 진행되며, 프로모션 기간 동안 항공권을 구매한 승객 중 올해 말까지 여행하는 승객에 한해 마일리지 30% 추가 적립 및 할인이 적용될 예정이다.  이번 프로모션 기간 동안 터키항공 인천~이스탄불 노선 이용할 경우 마일스앤스마일스 마일리지 30% 추가 적립 혜택을 누릴 수 있다. 추가 적립 혜택을 받을 수 있는 여행지에는 룩소르, 케이프타운 등도 포함된다.  또 암스테르담, 두브로브니크, 부다페스트, 로마, 포르투, 비엔나 등 16개 지역은 프로모션 기간 내 30% 할인된 마일스앤스마일스 마일리지로 항공권을 업그레이드할 수 있다.  이번 터키항공 마일리지 30% 할인 및 적립 프로모션은 이코노미 및 비즈니스 클래스의 편도∙왕복 항공편 모두 적용 가능하다.  다만 스타얼라이언스 제휴 항공사의 공동 운항 항공편은 프로모션에서 제외되며, 해당 프로모션의 마일리지 적립 및 혜택은 프로모션 종료 후 내년1월 내 멤버십 계정에 반영된다.   integrity@fnnews.com 김규태 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ 클릭해, 뉴스 들어간다 [뉴스쿨] ▶ 세상에 이런일이 [fn파스]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지
	
"
1,"제주항공기, 그날 무슨 일이…현직 기장들이 보는 당시 상황","



동영상 뉴스






[앵커]이 내용을 취재한 주말뉴스팀 이윤석 기자가 스튜디오에 나와 있습니다.이윤석 기자, 일단 시청자들에게 익숙하지 않은 용어들이 나옵니다. 알네브, 브이네브가 고장났다, 비행에 어떤 지장을 주는 겁니까?[기자]현직 국내 항공사 기장 4명과 익명으로 인터뷰를 했습니다.공통적으로 말하는 게, 비행이 더 어렵게 된다는 겁니다.한 기장의 얘기를 직접 들어보겠습니다.[현직 항공사 기장 : 조종사들 로드가 많이 걸리죠. 주파수 다 세팅하고 코스 세팅하고. 일이 굉장히 많아지죠. 별로 조종사 입장에선 좋지 않죠. 마음에 안 들죠.]GPS 정밀 항법을 이용한 비행이 아닌, 컨벤셔널 비행. 즉, 과거 방식의 비행이기 때문에 그만큼 어려운 비행이 된다는 설명입니다.또 다른 기장은 ""법적으로 문제가 없고, 안전에 위배되는 건 아니지만, 안전에 좋은 영향을 주진 않는다""고 설명했습니다.[앵커]그러니까 옛날에 하던 방식이다. 그래서 지금은 하지 않는다. 중요한 것은 이제 하자가 발견됐는데도 무리하게 운항을 하려고 했는지 하는 여부 아니겠습니까? 어떻습니까? 보통 이런 하자가 발견이 됐을 때, 이런 고장이 발견됐을 때 어떻게 한다고 합니까?[기자]기장들이 하는 얘기가, 알네브와 브이네브가 동시에 다 고장 나는 경우는 흔치 않다고 합니다.또 설령 고장이 나면 수리를 끝내고 이륙하는 게 보통이라고 했는데요. 직접 들어보겠습니다.[현직 항공사 기장 : 그런 케이스가 없으니까. 그런 경우도 없겠죠. 국내선 출발인 경우 거의 클리어를 해버리거든요. 그 정도 항법 정도에 지장 오는 사안이면, 정비 작업을 하고 가니까요.]참고로 이런 정밀 항법 비행은 도입된 지 10년이 넘었고요.기장들은 완전히 자리 잡은 첨단 비행 방식이라고 설명했습니다.[앵커]이런 질문도 해 볼 수 있을 것 같습니다. 이렇게 이례적인 경우라면 이렇게 2개가 고장나는 경우가. 항공당국에서 그 이야기를 듣고 이륙하기 전에 제지를 했어야 하는 것 아닌가 하는 생각도 드는데요.[기자]당시 관제를 맡았던 부산지방항공청의 관계자와 전화통화를 했습니다.이 관계자 역시 이례적인 일이라고 설명했습니다.다만 ""운항을 할지 말지는 전적으로 항공사와 기장이 판단할 일""이라며 ""컨벤션 비행이 가능하다고 해서 계획만 바꿔준 것""이라고 말했습니다.[앵커]그렇군요. 또 하나 짚어볼까요. 앞서 리포트에서도 나왔지만 제주항공이 처음에는 2만 피트, 2만2천 피트 또 그러다가 이제 1만2천 피트로 비행하겠다고 처음에 이제 1만 2000피트로 비행하겠다고 요구를 했죠. 이거 왔다갔다 하는 부분이 있는데 이 내용도 이례적이라고 하죠?[기자]네 맞습니다. 김해~제주 같은 아주 짧은 노선을 제외하곤, 2만 피트 이상에서 비행을 한다고 합니다.특히 김해~김포 노선에선 별다른 이유가 없으면 그 고도로 갈 일이 없다고 하는데요. 직접 들어보겠습니다.[현직 항공사 기장 : 노멀하진 않죠. 현업 하는 사람들은 그 구간(김해~김포)인데 1만2000피트는 '어? 어떤 이유에서 그랬을까?' 궁금증이 야기가 되죠.]항공청 쪽에서도 같은 얘기를 했습니다.제주항공에서 자꾸 1만2천을 요구했는데, 항공교통센터에서도 상당히 낮은 고도라서 ""알네브 안 되는 거랑 고도랑 무슨 관계냐고 계속 연락이 왔다""고 합니다.""일반적으로 가는 고도가 아닌데, 왜 1만2천을 요구했는지 모르겠다""고 말했습니다.[앵커]이와 관련해서 제주항공 측의 해명은 무엇인가요?[기자]여러 차례 해명을 요구했지만, 국토부가 조사 중이기 때문에 구체적인 답변을 할 수 없다고 했습니다.다만, 기존에 냈던 입장문을 다시 보내줬습니다.단순 버튼 부작동이고, 기준에 맞는 비행이었단 겁니다.[앵커]그렇다면 결국 국토부의 정밀조사 결과가 나와야지 그 이유를 결론적으로 알 수가 있겠군요.[기자]네 맞습니다. 알네브, 브이네브가 다 고장 났는데 수리를 끝내고 비행을 할 순 없었던 건지, 조종사가 내용을 헷갈린 이유가 뭔지, 또 제주항공이 이례적인 1만2천 피트 비행을 왜 요구했는지 등을 꼼꼼히 조사해야 할 것 같습니다.[앵커]또 저희 보도 이후에 제주항공이 추가적인 해명을 내놓을지도 지켜봐야지 될 것 같습니다.이윤석 기자 (americano@jtbc.co.kr)▶ JTBC 뉴스 제보하기 ▶ 놓친 '뉴스룸' 다시보기▶ 확 달라진 'JTBC 뉴스APP' 이슈·라이브까지 한눈에!Copyright by JTBC(http://jtbc.joins.com) and JTBC Content Hub Co., Ltd. All Rights Reserved. 무단 전재 및 재배포 금지

"
2,"저고도 비행 요구? 제주항공기 회항 당시 교신록, 커지는 의문","



동영상 뉴스






2만2000피트 비행 허가에…""1만2000피트 받았다""'시스템 이상' 답변도 오락가락[앵커]일주일 전 김해공항에서 김포공항으로 가려던 제주항공 여객기가 이륙하자마자 회항하는 일이 있었습니다. 제주항공은 단순한 버튼 오작동 문제였고, 이륙에는 문제가 없었다고 해명했습니다. 하지만 그런 일로 기내방송에 비상탈출 이야기까지 나올 정도였는지 납득하기 힘들다는 반응이 여전합니다. 저희 뉴스룸이 한 걸음 더 들어가 이 문제를 들여다봤습니다. 당시 조종사가 이륙 전에 관제탑과 주고받은 교신록을 입수했는데, 일반적인 비행 고도보다 훨씬 더 낮은 고도로 비행하겠다며 여러 차례 요구하고, 또 시스템에 이상이 있다, 없다…오락가락하는 모습도 보입니다. 교신록 내용으로만 보면 이륙하기 적합한 상황이 아니었다는 게 다른 현직 기장들의 이야기입니다.먼저 이윤석 기자의 보도입니다.[기자]제주항공 여객기의 이륙 전 관제탑 교신록입니다.조종사가 ""브이네브, 알네브 모드가 안 된다""며 ""컨벤션 비행을 하겠다""고 말합니다.쉽게 말해, GPS가 유도하는 '정밀 항법 비행 시스템'이 고장 났다는 겁니다.잠시 뒤 관제사가 ""항공교통센터에서 방금 전에 또 계기가 된다고 들었는데 맞느냐""고 묻습니다.조종사는 ""맞다""고 답합니다.안 된다던 시스템이 다시 된다는 겁니다.관제사는 고도 2만2천 피트로 비행을 허가합니다.그런데 조종사가 다시 ""고도 1만2천을 받았다""고 말합니다.관제사는 ""계기가 된다고 2만2천을 줬는데, 맞다고 하지 않았느냐""고 되묻습니다.조종사는 잠시 머뭇거리다 ""죄송하다""고 답합니다.관제사는 ""어떤 장비가 안 되는지 정확히 얘기해 달라"", ""왜 1만2천 피트를 가야 하느냐"", ""어떤 장비가 추가로 안 된다고 생각하는 것이냐, 정확히 요구 고도를 얘기해 달라""고 여러 차례 강조합니다.김해~김포 노선은 대부분 고도 2만 피트 이상에서 비행합니다.다른 항공사의 현직 기장들도 ""왜 1만2천 피트로 가겠다고 했는지 이해할 수 없다""고 말했습니다.또 ""정밀 항법 비행 시스템이 작동하지 않는 상황에서 운항하는 일은 거의 없다""고 했습니다.제주항공 측에 교신록에 나온 대화 내용과 관련해 물었습니다.제주항공 관계자는 ""답변할 수 없다""며 ""국토부가 조사 중이니 결과가 나올 때까지 기다려 달라""고 말했습니다.앞서 제주항공은 ""단순하게 버튼이 작동하지 않았을 뿐""이라고 해명한 바 있습니다.(영상디자인 : 황선미·곽세미)이윤석 기자 (americano@jtbc.co.kr) [영상취재: 이경 / 영상편집: 김동훈]▶ JTBC 뉴스 제보하기 ▶ 놓친 '뉴스룸' 다시보기▶ 확 달라진 'JTBC 뉴스APP' 이슈·라이브까지 한눈에!Copyright by JTBC(http://jtbc.joins.com) and JTBC Content Hub Co., Ltd. All Rights Reserved. 무단 전재 및 재배포 금지

"
3,샌프란시스코공항에 그랜드 하얏트 오픈…유일한 공항호텔,"






샌프란시스코 국제공항(SFO)내에 유일한 공항호텔인 그랜드 하얏트 앳 SFO 전경.샌프란시스코 국제공항(SFO)내에 유일한 공항호텔인 그랜드 하얏트 앳 SFO가 오픈했다.2일 샌프란시스코 국제공항에 따르면 그랜드 하얏트 앳 SFO는 샌프란시스코 국제공항의 유일한 공항호텔로서, 22개의 스위트를 비롯한 총 351개의 객실에 회의 및 이벤트 공간, 특색 있는 두 가지 다이닝 컨셉과 더불어 샌프란시스코 예술위원회가 큐레이션한 인상적인 미술작품 컬렉션이 갖춰져 있다.이바르 사테로 샌프란시스코 국제공항 운영 담당 이사는 “그랜드 하얏트 앳 SFO 오픈을 통해 여행객들에게 신개념의 경험을 제공할 수 있게 됐다”라며 “새롭게 오픈한 호텔은 에어트레인 시스템으로 인한 매끄러운 접근성, 지속가능한 건물 디자인, 사려 깊은 서비스와 편의시설 및 영감이 살아 숨쉬는 공공미술을 통해 고객에게 깊은 감동을 줄 수 있을 것”이라고 밝혔다.그랜드 하얏트 앳 SFO는 호텔 전용으로 새로 구축된 에어트레인 스테이션을 통해 공항 터미널 전체로 연결되며 비즈니스 여행객 및 레저 목적의 투숙객이 공항의 혼잡함을 잠시 벗어나 여유를 즐길 수 있는 고품격 휴식처로 자리매김할 예정이다.샌프란시스코 국제공항(SFO)은 전세계 43개 항공사가 취행해 현재 51개 이상 각국 도시로 직항 항공편을 제공한다. 또 12개의 미국 항공사가 미국 내 86개의 미국 도시와 직항으로 연결될 수 있도록 한다. SFO는 광고나 로그인 없이 업그레이드된 무료 와이파이를 제공한다.김덕준 기자 casiopea@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ '터치 부산' 앱 출시, 부산일보 지면을 내 손 안에!▶ 부산일보 홈 바로가기

"
4,"日, 항공권 좌석 점유율 낮아지자…""한국 다녀와라""","






에히메현, '석 달간 600명' 구체적 목표도 세워일본의 한 지방자치단체가 직원들에게 사비를 들여 한국 여행을 갈 것을 권유하고 있다고 2일 마이니치 신문이 보도했다. / 사진=게티이미지일본의 한 지방자치단체가 직원들에게 사비를 들여 한국 여행을 갈 것을 권유하고 있다.2일 마이니치 신문에 따르면 일본 시코쿠 북서부에 위치한 에히메현은 현과 현 내 공기업, 교육위원회 직원들에게 이같이 권유하며 '10~12월 석 달간 600명'이라는 구체적인 목표까지 세워 한국 행을 권했다.에히메현이 직원들에게 한국 여행을 권유한 이유는 일본과 서울을 오가는 항공편의 좌석 점유율이 낮아지며 직항 항공편이 폐지될 것을 우려해서다.에히메현에 위치한 미쓰야마 공항과 서울을 오가는 노선의 좌석 점유율은 지난 7월 80% 수준에서 8월 63%로 떨어졌다.에히메현은 노선 유지를 위해서는 좌석 점유율을 10%가량 올려야 한다고 보고 구체적인 목표치까지 설정한 것으로 전해졌다.하지만 일각에서는 개인이 비용을 부담해서 여행을 다녀오라고 하는 것은 지나치다는 지적이 나오고 있다. 이와 관련 에히메현 관계자는 ""갈 수 있는 사람은 가라는 의미""라고 해명한 것으로 알려졌다.한편, 에히메현에는 국내 저비용항공사(LCC) 제주항공이 취항하고 있다.한경닷컴 뉴스룸 open@hankyung.com▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 한경닷컴 바로가기  ▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지
	
"
5,"'성추행' 몽골 헌법재판소장 풀어 준 한국 경찰... ""면책특권 대상인 줄"" 변명","






오드바야르 도르지 몽골 헌법재판소 소장 ⓒ뉴시스.여성신문오드바야르 도르지(52) 몽골 헌법재판소장이 기내에서 항공사 승무원을 성추행한 혐의로 경찰 조사를 받고 있다. 도르지 소장은 현장에서 체포됐지만, 면책특권을 주장해 풀려났다. 그러나 ""헌법재판소장은 면책특권 대상이 아니다""라는 외교부의 설명으로 다시 경찰 조사를 받게 됐다.1일 인천지방경찰청과 인천국제공항경찰단에 따르면 도르지 소장은 지난 31일 오후 8시 5분쯤 몽골 울란바토르에서 인천공항으로 향하던 대한항공 항공기 안에서 20대 승무원을 성추행을 하다가 사법경찰 권한이 있는 항공사 직원들에 의해 현행범으로 체포됐다. 그의 수행원 A(42)도 20대 승무원의 어깨를 감싸는 등 추행해 함께 체포됐다.도르지 소장은 인도네시아 발리에서 열리는 세계 헌법재판소장 회의에 참석하는 비행기를 타기 위해 우리나라로 향하던 중이었다. 신고를 받은 경찰은 항공기가 도착한 이후인 오후 9시 40분쯤 인천공항 제2 여객터미널 입국장으로 출동했으나 도르지 소장 일행을 당장 조사하지는 못했다. 도르지 소장이 외교관 여권을 소지했다며 면책특권을 주장했기 때문이다. 주한 몽골대사관 측도 도르지 소장 일행이 외교관에 해당된다며 면책 특권 대상이라고 주장했다.경찰은 소장 등을 조사하지 못 하고 석방했으나 이후 외교부에 실제로 도르지 소장이 면책특권 대상인지 등을 문의했다. 외교부의 판단은 '면책특권 대상이 아니다'였다. 해당 국가 공관 소속 외교관에 대해서는 면책특권을 적용한다는 내용의 '외교관계에 관한 빈협약' 적용 대상도 아니라고 판단했다.우리나라에 정식으로 주재하고 있는 상주 외교관은 빈 외교관계 협약 때문에 특권면제를 받는다. 그러나 헌재소장은 주한몽골대사관에 근무하지 않기 때문에 빈협약에 적용되지 않는다. 국제관습법상 면책특권은 국가원수, 정부 수반, 외교부 장관 등 세 직위에 한정된다.확인 후 경찰은 이날 오후 도르지 소장이 환승 구역 안에 머무르고 있는 것을 확인하고 임의동행해 조사했다. 그러나 도르지 소장의 수행원 A는 이미 출국한 것으로 알려졌다.경찰 관계자는 ""주한몽골대사관과 도르지 소장 측이 인도네시아에서 열리는 헌법재판소장 회의가 끝나는 대로 다시 입국해 조사를 받겠다는 의사를 밝혀 1차 조사 후 출국할 예정""이라며 ""재입국하는 대로 다시 조사하겠다""고 말했다.[여신 후원자 되기]김서현 기자 seoh@womennews.co.kr▶ 여성신문 후원자가 되주세요▶ 여성신문 '홈페이지'▶ 기사제보, 투고<Copyright ⓒ 여성신문. 무단전재 및 재배포 금지>
	
"
6,"韓 직항 폐지될라… 日지자체, 직원들에 “사비로 한국여행 가라”","






서울겨레하나 관계자가 지난달 29일 서울 종로구 주한 일본대사관 앞에서 한국인 강제동원 배상을 명령한 한국 대법원판결 1주년을 앞두고 전범기업들의 사죄와 배상을 촉구하는 1인 시위를 하고 있다. 연합뉴스한일 관계 악화로 일본을 찾는 한국인 관광객이 급감한 가운데 일본의 한 지자체가 항공노선 폐지를 우려해 직원들에게 한국 여행을 사실상 강제하고 있다는 일본 언론 보도가 나왔다.2일 마이니치신문은 일본 시코쿠(四國) 지역의 에히메(愛媛)현이 본청 9개 부서와 현내 공기업, 현 교육위원회 직원들에게 사비로 한국 여행을 갈 것을 권유했다고 보도했다. 에히메현은 ‘10~12월 석 달 간 660명’이라는 구체적 목표를 내걸고 각 부처에 이용 예정자 수 보고까지 요구한 것으로 알려졌다. 이처럼 에히메현이 직원들에게 한국 여행을 강권하고 나선 건 현내 마쓰야마(松山) 공항과 서울을 잇는 항공편의 노선 폐지를 우려해서다. 한국의 저비용항공사(LCC) 제주항공이 취항 중인 마쓰야마-서울 노선의 좌석 점유율은 올해 7월까지 80%를 웃돌았지만 일본여행 거부운동이 확산한 8월 63%로 떨어졌다. 이에 현측은 노선 유지를 위해 좌석 점유율을 10%포인트 올려야 한다고 판단, 각 부서에 한국 여행을 권한 것이다. 그러나 직원들에게 사비를 이용한 여행을 강요한 것이라는 측면에서 지나치다는 지적이 나오고 있다고 마이니치는 전했다. 논란이 커지자 에히메현 관계자는 “갈 수 있는 사람은 가라는 의미지 여행을 강요한 게 아니다”라며 “보고는 확인차였다”고 해명했다. 한국인 관광객 급감으로 고민하는 건 에히메현만이 아니다. 일본 관광청은 한일관계 악화로 8, 9월 일본을 찾은 한국인 여행자 수가 전년대비 각각 48.0%, 58.1% 줄었다고 밝혔다. 특히 9월 수치는 일본 당국이 통계를 공개하기 시작한 2003년 이후 3번째로 낮은 수준이다. 강유빈 기자 yubin@hankookilbo.com▶[한국일보 페이스북 친구맺기] [한국일보 홈 바로가기]▶네이버 채널에서 한국일보를 구독하세요!

"
7,직항 노선 폐지 우려에… 日지자체 “사비로 한국 여행 가라”,"






에히메현, 현내 공기업·교육위원회 직원들에 여행 권유 / '권장'한다면서 구체적 목표까지 세워   일본의 수출규제에서 비롯된 ‘노 재팬’(NO JAPAN)’ 기류가 지속되자, 일본의 한 지방자치단체가 직원들에게 한국 여행을 권유하는 일까지 생겼다. 일본을 찾는 한국인 관광객 감소로 양국을 오가는 항공노선 폐지를 우려했기 때문이다.    2일 마이니치신문에 따르면 시코쿠 지역의 에히메현은 현과 현내 공기업, 현 교육위원회 직원들에게 사비로 한국 여행을 떠날 것을 권유하고 있다.    에히메이현은 직원들에게 ‘권장’한다면서도 구체적인 목표까지 세웠다. ‘10~12월 석 달 간 660명’이 한국여행을 떠나자는 것이다.    이처럼 지자체가 나서 한국 여행을 권유하는 것은 에히메이현 내 마쓰야마 공항과 서울을 잇는 항공편의 좌석 점유율이 낮아지면서 노선 폐지를 우려했기 때문이다. 현재 이 노선에는 국내 저비용항공사(LCC)인 제주항공이 취항하고 있다. 이 노선의 좌석 점유율은 지난 7월 80% 수준을 보였지만, 불매운동이 확산한 8월에는 63%까지 떨어졌다.    에히메이현은 노선을 유지하기 위해서는 좌석 점유율을 10% 가량 끌어올려야 한다고 보고, 직원들에게 구체적인 목표치까지 제시해 한국 여행을 권장하고 있다.    이를 두고 일각에서는 직원들에게 사비로 여행을 강요하는 것이 지나치다는 지적도 나오고 있다. 이에 대해 에히메이현 측은 “강요는 아니며, 갈 수 있는 사람은 가라는 의미”라고 설명했다.    에히메이현은 국내에서 도고 온천으로 유명한 곳이다. 일본 관광청에 따르면 한일 관계 악화로 일본을 찾은 한국인 관광객은 전년 대비 8월에 48%, 9월에 58.1% 감소했다.    권구성 기자 ks@segye.comⓒ 세상을 보는 눈, 세계일보

"
8,"항공업계, 보잉發 악재에 노심초사","






국토부, 737NG 전수조사키로…'운항 중단' 조치 내릴까 '긴장'[아이뉴스24 서민지 기자] 미국 보잉사의 항공기 737NG(넥스트 제너레이션) 결함 사태가 악화되면서 항공업계에 비상이 걸렸다. 737NG는 단거리 노선에 쓰이는 소형기여서 저비용항공사(LCC)들이 주로 사용하고 있는데, '운항 중단' 조치가 내려질 경우 LCC가 존폐 위기에 처할 수 있다는 우려까지 나온다.2일 AFP통신 등 외신에 따르면 보잉은 지난달 31일(현지 시간) 737NG 50대 이상에서 균열이 발생돼 세계 각국의 항공사들이 운항을 중단했다고 공식 발표했다. 737NG 항공기 1천여 대 중 5%에 달하는 수치다.최근 논란이 되고 있는 보잉 737NG에서 결함이 발견된 곳은 '피클포크(Pickle Fork)'라는 부위다. 피클포크는 동체와 날개를 연결하는 부위로 비행 과정에서 외부 공기 압력에 항공기 날개 접합부가 부러지지 않게 돕는 장치다.당초 보잉은 737NG가 9만 회 비행할 때까지 피클포크에 이상이 없도록 설계했다. 하지만 이에 절반도 운항하지 않았는데 문제가 발생한 것이다.2일 AFP통신 등 외신에 따르면 보잉은 지난달 31일(현지 시간) 737NG 50대 이상에서 균열이 발생돼 세계 각국의 항공사들이 운항을 중단했다고 밝혔다. [사진=보잉]한국에서 운항을 중단한 737NG는 대한항공 5대, 진에어 3대, 제주항공 1대 등 총 9대다. 국토교통부는 국내 도입된 737NG 150대에 대한 전수조사에 들어갈 예정이다. 앞서 국토부는 3만 회 이상 비행한 항공기 42대를 대상으로 점검을 진행했고, 이 중 9대에서 균열을 발견해 운항을 중지했다. 42대 중 21.4%에서 결함이 발견된 것이다.당초 2만2천600회 이상 3만 회 미만 비행한 항공기에 대해서는 5개월 내 점검을 진행할 계획이었다. 하지만 사태가 악화되자 11월 초까지 점검을 조기 완료하고, 2만2천600회 미만 비행한 항공기도 2만2천600회 비행 도달 전 점검을 시행하기로 했다.국내 항공사들은 국토부 조사에 긴장하는 분위기다. 최근 일본 불매운동 여파로 타격을 입고 있는 상황에 동체 균열이 추가로 발견돼 운항이 중단될 경우 타격이 상당할 것으로 예상되기 때문이다.특히 LCC의 불안감은 더욱 크다. 해당 기종은 단거리 노선에 쓰이는 소형기로 주로 LCC가 많이 운영하고 있다. 특히 제주항공과 티웨이항공은 보유한 항공기가 모두 737NG 계열로 각각 45대, 26대를 갖고 있다.이외에도 대한항공 31대, 진에어 22대, 이스타항공 21대 등을 보유하고 있다. 이스타항공의 경우 보잉 737-맥스(MAX)8 항공기 추락 사고로 안전 우려가 제기되자 해당 기종 2대의 운항을 3월 중순부터 중단한 바 있다. 737NG 운항 중단이 추가되면 경영 악화가 더욱 심화될 것으로 보인다.아시아나항공과 에어부산, 에어서울은 해당 기종을 보유하고 있지 않다.제주항공의 경우 보유하고 있는 항공기 45대가 모두 737NG 계열 기종이다. [사진=제주항공]보잉 기술진은 이달 초 한국에 방문해 항공기를 수리할 계획이다. 수리가 완료되면 정부 항공안전감독관이 감항성 개선지시 이행의 완결성을 최종 확인한 뒤 운항을 재개하도록 할 방침이다.하지만 점검과 부품 교체 등 최소 2~3주가 걸릴 것으로 예상돼 수리가 바로 이뤄진다 할지라도 타격은 불가피할 전망이다.항공업계 관계자는 ""LCC가 일본불매 여파와 공급 과잉 등으로 어려움을 겪고 있는 상황에 737NG 운항 중단까지 겹칠 경우 피해가 상당할 것으로 보인다""며 ""일부 항공사의 경우 보잉을 상대로 법적 대응에 나설 예정인 것으로 알려졌다""고 말했다.서민지기자 jisseo@inews24.com▶네이버 채널에서 '아이뉴스24'를 구독해주세요.▶아이뉴스24 창간 20주년 소프라노 김성혜 독창회[ⓒ 아이뉴스24 무단전재 및 재배포 금지]

"
9,여행객 급감 위기감에…사비로 한국 여행 가라는 日지자체,"






[헤럴드경제] 일본의 한국에 대한 수출 규제 이후 한국인들의 일본 여행 불매 운동이 거세게 일자 한 일본의 광역지자체가 한국 여행을 직접 권고하는 사례가 발생했다. 이 지자체는 심지어 사비로 한국에 여행갈 것을 권했다.2일 마이니치신문에 따르면 시코쿠(四國) 지역의 에히메(愛媛)현은 현과 현내 공기업, 현 교육위원회의 직원들에게 사비로 한국 여행을 갈 것을 권유하고 있다.에히메현은 이런 권유를 하면서 '10~12월 석 달 간 660명'이라는 구체적인 목표까지 세웠다.마이니치에 따르면 에히메현이 이처럼 직원들에게 한국 여행을 사실상 강권하고 나선 것은 현내 마쓰야마(松山) 공항과 서울을 잇는 항공편의 좌석 점유율이 낮아지자 노선 폐지를 우려했기 때문이다.이 노선에는 한국의 저비용항공사(LCC) 제주항공이 취항 중이다.이 마쓰야마-서울 항공기 노선의 좌석 점유율은 올해 7월 80% 수준이었지만, 일본의 경제적 보복조치로 인한 일본 여행 불매 운동이 한국 내에서 펼쳐진 뒤인 8월에는 63%로 떨어졌다.현측은 이에 노선 유지를 위해서는 좌석 점유율을 10%가량 올려야 한다고 보고 구체적인 목표치까지 설정해 직원들에게 한국 여행을 권했다.마이니치는 에히메현이 측이 직원들에게 개인이 비용을 부담하는 여행을 강요한 것이라는 점에서 지나치다는 지적이 나오고 있다고 전했다.이와 관련해 에히메현 관계자는 ""강요는 아니다. 갈 수 있는 사람은 가라는 의미""라고 설명했다.에히메현은 한국 관광객에게 인기가 높은 도고(道後)온천이 있는 곳이다.일본 관광청에 따르면 한일 관계 악화로 일본을 찾은 한국인 여행자는 전년에 비해 8월에 48.0%, 9월에 58.1% 각각 줄었다.onlinenews@heraldcorp.com▶네이버에서 헤럴드경제 채널 구독하기▶든든한 한끼 11월 첫 주말 타임특가! 헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -
	
"
