,title,body
0,"한-일 노선, 1만원대 편도 항공권 등장","






       【서울=뉴시스】지난 19일 홋카이도 신치토세 공항에서 홋카이도의 직원들이 나와 한국인 관광객을 환영하고 있다. 사진은 NHK 갈무리.    【도쿄=조은효 특파원】 한·일 관계 악화로 항공업계가 직격탄을 맞으며, 일본에서 한국으로 가는 1만원대 편도 상품까지 등장했다.  일본 저가항공사 '이나'를 운영하는 에어플러스에 따르면 9월 일본 후쿠오카나 이바라키에서 출발하는 가장 싼 서울행 항공권 가격이 1000엔(약 1만1167원·유류할증료 및 세금 별도)이라고 7일 니혼게이자이신문이 보도했다.  오사카·도쿄 출발 서울행 항공권도 특가 상품이 등장했다. 오사카 간사이 공항과 도쿄 나리타 공항에서 서울로 가는 최저가 편도 항공권은 1500엔 정도다. 유류할증료와 각종 세금을 포함하면 8000∼1만2000엔(약 8만9334∼13만4000원) 정도로 왕복이 가능하다고 닛케이는 전했다. 이 업체 담당자는 ""9월 성수기에 이렇게까지 싼 경우는 드물다""고 말했다.  도쿄 소재 온라인 여행사인 에아토리가 판매하는 한국과 일본을 연결하는 9월 항공권 가격은 전 노선 평균이 2만3000∼2만4000엔(24만6834∼26만8000원, 유류할증료 각종 세금 별도)으로 전년 동기보다 20∼30％ 낮은 수준이다. 한국 여행사 모두투어 일본 지사측은 ""9월 예약자 수는 전년대비 80%전후로 감소했다""고 설명했다. 닛케이는 한일 관계 악화로 항공 수요가 당분간 회복되지 않을 것으로 본 항공사가 투매하고 있다는 견해를 곁들였다.  일본 관광당국에 따르면 7월 방일 한국인은 전년 동월대비 7.6%감소했으며, 8월엔 감소폭이 더욱 확대됐을 것으로 예상된다. 7월 방한 일본인 여행객 수는 전년 동월대비 19.2% 증가했으나, 한·일 갈등 장기화 여파로 9~10월부터는 한국을 찾는 일본인 관광객도 감소세로 돌아설 것이란 전망이 나온다. 실제 도쿄 현지 관광업계 관계자는 ""예년의 경우 한국을 택했던 일본 기업들의 직원 연수, 단체 관광 수요가 서서히 감소하고 있는 것으로 보인다""고 말했다. ehcho@fnnews.com 조은효 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ 클릭해, 뉴스 들어간다 [뉴스쿨] ▶ 세상에 이런일이 [fn파스]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지
	
"
1,"'노 재팬'에 항공권 가격 '뚝'…""일본→서울 편도 1만1천원""","






[한국경제TV 김주리 기자]한국에서 일본 여행 거부 운동이 확산해 한국과 일본을 잇는 항공편 수요가 급감한 가운데 일본에서 서울로 가는 1만원대 편도 항공권이 등장한 것으로 알려졌다.저가 항공사 '이나'를 운영하는 도쿄도(東京都) 소재 에어플러스에 따르면 9월에 일본 후쿠오카(福岡)나 이바라키(茨城)에서 서울로 가는 가장 싼 편도 항공권 가격이 1천엔(약 1만1천167원, 유류할증료·세금 별도)이라고 니혼게이자이(日本經濟) 신문(닛케이) 이 7일 보도했다.오사카(大阪)의 간사이(關西) 공항과 도쿄 인근 나리타(成田)공항에서 서울로 가는 가장 싼 편도 항공권은 1천500엔 정도로 전년보다 60∼80％ 싸다고 신문은 덧붙였다.유류할증료와 각종 세금을 포함하면 8천∼1만2천엔(약 8만9천334∼13만4천원) 정도로 서울을 왕복할 수 있다고 닛케이는 전했다.도쿄 신주쿠(新宿) 소재 온라인 여행사인 에아토리가 판매하는 한국과 일본을 연결하는 9월 항공권 가격은 전 노선 평균이 2만3천∼2만4천엔(24만6천834∼26만8천원, 유류할증료 각종 세금 별도)으로 전년 동기보다 20∼30％ 낮은 수준이라고 닛케이는 밝혔다.한국과 일본을 연결하는 항공권 가격이 급락한 것은 일본이 한국에 대한 수출 규제를 강화하는 등 징용 배상 판결에 대한 사실상의 보복 조치를 단행한 후 한국인들이 일본 여행을 거부해 항공권 수요가 줄었기 때문으로 풀이된다.닛케이는 9월에 추석 연휴가 있어서 통상적이라면 일본을 여행하는 한국인이 늘어나지만 이번에는 그렇지 않다면서 ""9월 예약 수는 전년보다 80％ 전후로 줄었다""는 모두투어네트워크 일본 지사 측의 설명을 전했다.김주리기자 yuffie5@wowtv.co.kr▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]▶ 대한민국 재테크 총집결! - [증권 / 주식상담 / 부동산]ⓒ 한국경제TV, 무단 전재 및 재배포 금지
	
"
2,태풍 '링링'에 하늘길 완전 마비…항공사 취소 포함 800여편 결항,"






[한국경제TV 김주리 기자]제13호 태풍 '링링'의 영향으로 7일 인천국제공항 등 전국 공항에서 항공기 수백편이 결항·지연하는 등 운항에 차질이 빚어졌다.특히 인천공항과 김포공항은 태풍의 직접적인 영향권에 들어선 오후 2∼4시 강풍 탓에 공항 운영이 사실상 마비됐다.인천국제공항공사에 따르면 이날 오후 8시 기준 항공기 123편(도착 60·출발 63)이 결항하고 234편(도착 97·출발 137)이 지연됐다.또 중국 가오슝 공항을 출발해 인천공항으로 향하던 중화항공 항공기 1편이 김포공항으로 회항하는 등 총 9편이 회항했다.공식 운항 정보에 포함되진 않지만, 항공사가 운항계획을 사전에 자체 취소한 경우도 127편(도착 64·출발 63)에 달한다.인천공항공사 관계자는 ""오후 8시를 기준으로 전체 운항 편수 1천여편 가운데 약 350여편이 결항이나 지연 처리됐다""며 ""특히 태풍이 가장 근접했던 오후 2∼4시 사이에는 항공기 출발·도착을 최소화해 운영했다""고 설명했다.해당 시간대 항공기 이·착륙이 대부분 지연돼 이날 늦은 밤까지 연쇄적으로 영향을 주고 있으나, 점차 공항 운영은 정상을 되찾고 있다고 공사 측은 설명했다.한국공항공사에 따르면 이날 오후 9시 기준 김포공항 86편, 제주공항 61편, 김해공항 28편, 청주공항 13편 등 전국 공항에서 총 217편이 결항했다.이밖에 항공사가 자체적으로 운항을 취소한 항공편은 국내선 120편, 국제선 6편이다.기상청에 따르면 태풍 '링링'은 서해를 통해 북상한 뒤 이날 오후 2시 30분께 황해도 해주 남서쪽 30㎞ 지역에 상륙했다.태풍은 북한을 관통해 자정께 중국으로 넘어간 뒤 8일 정오께 러시아 블라디보스토크 북북동쪽 약 550㎞ 육상에서 열대저압부로 바뀌며 소멸할 것으로 기상청은 내다봤다.김주리기자 yuffie5@wowtv.co.kr▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]▶ 대한민국 재테크 총집결! - [증권 / 주식상담 / 부동산]ⓒ 한국경제TV, 무단 전재 및 재배포 금지
	
"
3,'링링'에 꽁꽁 묶인 하늘길…항공기 수백편 결항·지연(종합3보),"






항공사 자체 취소까지 합하면 800편 넘게 차질…저녁부터 정상화태풍 영향 제주공항 항공편 운항 차질(제주=연합뉴스) 백나용 기자 = 제13호 태풍 '링링'의 영향으로 7일 오전 제주공항 항공편 운항에 차질을 빚고 있다. dragon.me@yna.co.kr    (서울=연합뉴스) 김기훈 권선미 기자 = 제13호 태풍 '링링'의 영향으로 7일 인천국제공항 등 전국 공항에서 항공기 수백편이 결항·지연하는 등 운항에 차질이 빚어졌다.    특히 인천공항과 김포공항은 태풍의 직접적인 영향권에 들어선 오후 2∼4시 강풍 탓에 공항 운영이 사실상 마비됐다.     인천국제공항공사에 따르면 이날 오후 8시 기준 항공기 123편(도착 60·출발 63)이 결항하고 234편(도착 97·출발 137)이 지연됐다.     또 중국 가오슝 공항을 출발해 인천공항으로 향하던 중화항공 항공기 1편이 김포공항으로 회항하는 등 총 9편이 회항했다.    공식 운항 정보에 포함되진 않지만, 항공사가 운항계획을 사전에 자체 취소한 경우도 127편(도착 64·출발 63)에 달한다.인천공항공사 관계자는 ""오후 8시를 기준으로 전체 운항 편수 1천여편 가운데 약 350여편이 결항이나 지연 처리됐다""며 ""특히 태풍이 가장 근접했던 오후 2∼4시 사이에는 항공기 출발·도착을 최소화해 운영했다""고 설명했다.     해당 시간대 항공기 이·착륙이 대부분 지연돼 이날 늦은 밤까지 연쇄적으로 영향을 주고 있으나, 점차 공항 운영은 정상을 되찾고 있다고 공사 측은 설명했다.    한국공항공사에 따르면 이날 오후 9시 기준 김포공항 86편, 제주공항 61편, 김해공항 28편, 청주공항 13편 등 전국 공항에서 총 217편이 결항했다.     이밖에 항공사가 자체적으로 운항을 취소한 항공편은 국내선 120편, 국제선 6편이다.    기상청에 따르면 태풍 '링링'은 서해를 통해 북상한 뒤 이날 오후 2시 30분께 황해도 해주 남서쪽 30㎞ 지역에 상륙했다.    태풍은 북한을 관통해 자정께 중국으로 넘어간 뒤 8일 정오께 러시아 블라디보스토크 북북동쪽 약 550㎞ 육상에서 열대저압부로 바뀌며 소멸할 것으로 기상청은 내다봤다.    fortuna@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
4,"한일 간 항공권 가격 '뚝'...""후쿠오카→서울行 만천 원짜리 등장""","



동영상 뉴스






	
	한국과 일본을 잇는 항공편 수요가 급감하면서 일본에서 서울로 가는 1만 원대 편도 항공권이 등장했습니다.일본의 저가 항공사 '이나'의 경우 9월에 일본 후쿠오카나 이바라키에서 서울로 가는 편도 항공권이 세금과 유류할증료를 빼고 1천엔, 우리 돈 약 만천 원짜리가 등장했다고 니혼게이자이 신문이 보도했습니다.오사카의 간사이공항과 도쿄 인근 나리타공항에서 서울로 가는 가장 싼 편도 항공권은 1천500엔 정도로 전년보다 60∼80％가량 싸다고 이 신문은 덧붙였습니다.유류할증료와 각종 세금을 포함하면 8천∼만2천엔 우리 돈 약 8만9천 원에서 13만4천 원 정도로 일본에서 서울을 왕복할 수 있다고 이 신문은 전했습니다.닛케이는 9월에 추석 연휴가 있어서 통상 일본을 여행하는 한국인이 늘어나지만 이번에는 그렇지 않다면서 9월 예약 수가 전년에 비해 80％ 가량 줄었다는 한 여행사의 설명을 덧붙였습니다. ▶ 대한민국 24시간 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기  ▶ 힙알못이 반드시 봐야 할 한국힙합 레전드! 드렁큰타이거![저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]
	
"
5,제주공항 특보 모두 해제…오후 6시 기준 총 64편 운항,"






[한국경제TV 김주리 기자]제주가 태풍 '링링'의 영향에서 벗어나면서 제주공항 항공기 운항이 차츰 정상화하고 있다.7일 한국공항공사 제주지역본부에 따르면 오후 6시 현재 국내선 41편과 국제선 23편 등 모두 64편이 정상 운항했다.앞서 이날 오전 운항할 계획이었던 제주 출·도착편 전편이 태풍으로 결항했다.제주공항 관계자는 ""오늘 오전부터 결항이 결정된 항공편을 제외하고, 현재 항공편 대부분이 정상 운항하고 있다""며 ""항공사별로 최대한 결항 고객을 수송할 계획""이라고 말했다.다만 일부 항공편은 연결편 문제로 지연되고 있다.태풍 링링의 영향권에서 벗어나면서 제주공항 항공편 운항은 정상화하고 있지만, 아직 영향권에 놓인 타 공항 간 노선 항공편은 결항할 수도 있다.이날 현재 결항하거나 결항 예정인 항공편은 총 320편(출발 164, 도착 156)이다.당초 이날 제주공항에서 국내선 455편과 국제선 62편 등 모두 517편이 운항할 계획이었다.제주공항에는 현재 전날부터 내려졌던 모든 특보가 해제된 상태다.공항 관계자는 ""내일까지 결항 승객을 모두 실어나를 수 있을 것으로 보고 있다""며 ""결항한 승객과 당일 예약 승객이 한꺼번에 몰리면서 청사 혼잡이 예상, 이용객들은 사전에 항공사에 지연과 결항 등 운항 여부를 확인해 달라""고 당부했다.김주리기자 yuffie5@wowtv.co.kr▶ 네이버 홈에서 [한국경제TV] 채널 구독하기 [생방송보기]▶ 대한민국 재테크 총집결! - [증권 / 주식상담 / 부동산]ⓒ 한국경제TV, 무단 전재 및 재배포 금지
	
"
6,태풍 '링링'에 항공기 수백편 결항·지연,"






항공사 자체 취소까지 합하면 600편 넘게 운항 차질        (인천공항=뉴스1) 황기선 기자 = 제13호 태풍 '링링'이 한반도를 통과하고 있는 7일 오후 인천국제공항에서 여행객들이 발걸음을 옮기고 있다. 2019.9.7/뉴스1 /사진=뉴스1화상   [파이낸셜뉴스] 제13호 태풍 '링링'의 영향으로 항공기 수백편이 결항·지연하는 등 운항에 차질이 이어졌다.  7일 인천국제공항공사에 따르면 이날 오후 4시 기준 인천공항에서는 항공기 120편(도착 60·출발 60)이 결항하고 140편(도착 80·출발 60)이 지연됐다.  또 중국 가오슝 공항을 출발해 인천공항으로 향하던 중화항공 항공기 1편이 김포공항으로 회항하는 등 총 7편이 회항했다. 공식 운항 정보에 포함되진 않지만, 항공사가 운항계획을 사전에 자체 취소한 경우도 109편(도착 54·출발 55)에 달한다.  인천공항공사 관계자는 ""오후 4시를 기준으로 전체 운항 편수 1000여편 가운데 약 260편이 결항이나 지연 처리되고 있다""며 ""아직은 태풍의 영향권에 놓여있지만, 태풍이 북한 쪽으로 진출함에 따라 공항 운영이 점차 정상화될 것으로 보인다""고 말했다.  한국공항공사에 따르면 이날 오후 3시 기준 김포공항 50편, 청주공항 7편, 김해공항 16편, 제주공항 23편 등 전국 공항에서 총 111편이 결항했다. 이밖에 항공사가 자체적으로 운항을 취소한 항공편은 국내선 120편, 국제선 6편이다.  인천공항공사는 현재 24시간 비상대책본부를 가동 중이다. 전국 14개 공항을 운영하는 한국공항공사도 본사에 중앙재난상황실을 설치하고 각 공항에도 재난 상황반을 운영하면서 현장 대응에 나섰다.  기상청에 따르면 '링링'의 중심은 이날 오후 2시 30분께 황해도 해주 남서쪽 30㎞ 지점에 상륙했다.   fact0514@fnnews.com 김용훈 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ 클릭해, 뉴스 들어간다 [뉴스쿨] ▶ 세상에 이런일이 [fn파스]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지
	
"
7,"제주공항 오후 6시 현재 총 64편 운항, 차츰 정상화","






“청사 혼잡 예상, 공항 이용객은 사전에 결항여부 확인”7일 제주공항에서 승객들이 항공편 운항 여부를 확인하고 있다. /제주=연합뉴스[서울경제] 제주가 제13호 태풍 ‘링링’의 영향에서 벗어나면서 제주공항 항공기 운항이 차츰 정상화하고 있다.7일 한국공항공사 제주지역본부에 따르면 오후 6시 현재 국내선 41편과 국제선 23편 등 모두 64편이 정상 운항했다. 앞서 이날 오전 운항할 계획이었던 제주 출·도착편 전편이 태풍으로 결항했다.제주공항 관계자는 “오늘 오전부터 결항이 결정된 항공편을 제외하고, 현재 항공편 대부분이 정상 운항하고 있다”며 “항공사별로 최대한 결항 고객을 수송할 계획이고 일부 항공편은 연결편 문제로 지연되고 있다”고 전했다.태풍 ‘링링’의 영향권에서 벗어나면서 제주공항 항공편 운항은 정상화하고 있지만 아직 영향권에 놓인 타 공항 간 노선 항공편은 결항할 수도 있다.이날 현재 결항하거나 결항 예정인 항공편은 총 320편(출발 164, 도착 156)이다. 당초 이날 제주공항에서 국내선 455편과 국제선 62편 등 모두 517편이 운항할 계획이었다. 제주공항에는 현재 전날부터 내려졌던 모든 특보가 해제된 상태다.공항 관계자는 “8일까지 결항 승객을 모두 실어 나를 수 있을 것으로 보고 있다”며 “청사 혼잡이 예상되므로 이용객들은 사전에 항공사에 지연과 결항 등 운항 여부를 확인해 달라”고 당부했다. /김정욱기자 mykj@sedaily.com[서울경제 바로가기]▶ 한눈에 보는 시그널 '기업 재무정보'  | ▶ 네이버TV로 서울경제썸 구독하기▶ 네이버 메인에서 'No. 1 뉴스' 서울경제를 만나보세요저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지
	
"
8,제주공항 차츰 정상화...대부분 정상 운항,"






	
	태풍 '링링'의 영향에서 벗어나면서 제주공항 항공기 운항이 정상을 찾아가고 있습니다.한국공항공사 제주지역본부는 ""오늘 오전부터 결항이 결정된 항공편을 제외하고, 현재 항공편 대부분이 정상 운항하고 있다""고 밝혔습니다.일부 항공편만 연결편 문제로 지연되고 있습니다.공항 관계자는 ""내일까지 결항 승객을 모두 실어나를 수 있을 것으로 보고 있다""면서 ""결항한 승객과 당일 예약 승객이 몰리면서 공항청사 혼잡이 예상되는 만큼 이용객들은 미리 항공사에 운항 여부를 확인해 달라""고 당부했습니다. ▶ 대한민국 24시간 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기  ▶ 힙알못이 반드시 봐야 할 한국힙합 레전드! 드렁큰타이거![저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]
	
"
9,제주공항 차츰 정상화…내일까지 지연·결항 여파 불가피,"






제13호 태풍 '링링'이 제주를 벗어나 한반도로 빠르게 북상하면서 7일 오후 제주공항 항공편 운항이 차질을 빚고 있다. [연합][헤럴드경제=이운자 기자] 제주도가 제13호 태풍 ‘링링’의 영향권에서 벗어나면서 결항 사태를 빚은 제주공항의 항공편 대부분이 정상 운항되면서 차츰 안정세를 찾아 가는 모습이다.7일 한국공항공사 제주지역본부에 따르면 오후 6시 현재 국내선 41편과 국제선 23편 등 총 64편이 정상 운항했다.제주공항 관계자는 “이날 오전부터 결항이 결정된 항공편을 제외하고, 현재 항공편 대부분이 정상 운항하고 있다”며 “항공사별로 최대한 결항 고객을 수송할 계획”이라고 말했다.다만 일부 항공편은 연결편 문제로 지연되고 있다. 이날 제주공항에서는 총 517편(내선 455편·국제선 62편)이 운항할 계획이었나 일부 항공편의 연결편 문제 등으로 현재 결항하거나 결항 예정인 항공편은 총 320편(출발 164, 도착 156)에 달하고 있다.제주공항에는 현재 전날부터 내려졌던 모든 특보가 해제된 상태다.공항 관계자는 “내일까지 결항 승객을 모두 실어 나를 수 있을 것으로 보고 있다”며 “결항한 승객과 당일 예약 승객이 한꺼번에 몰리면서 청사 혼잡이 예상, 이용객들은 사전에 항공사에 지연과 결항 등 운항 여부를 확인해 달라”고 당부했다. yihan@heraldcorp.com▶네이버에서 헤럴드경제 채널 구독하기▶추석선물 주말엔 한번 더 할인, 헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -
	
"
