,title,body
0,韓日 하늘길 닫힌다,"






10곳 중 6곳 운행 중단 및 편수 감소        사진=하네다공항 홈페이지    【도쿄=조은효 특파원】 한·일을 잇는 하늘길이 닫히고 있다. 한·일 노선 10곳 중 6곳에서 운행이 중단되거나 편수가 축소된 것으로 나타났다.  31일 아사히신문은 일본 국토교통성·항공회사·공항 등을 취재한 결과 한·일 직항노선 총 128곳 중 85곳이 운행중단·운행편수 감소가 이뤄졌다고 보도했다. 한·일 항공노선 66.4%가 중단·편수 축소가 일어나고 있는 것이다.  운행 중단은 43개 노선(33.6%)에서 이미 이뤄졌거나, 이뤄질 예정이다. 감편은 42개 노선(예정 포함)에서 진행됐다.  나리타, 하네다, 주부, 간사이, 후쿠오카 등 5개 주요 공항의 노선 71개 중 57%인 41개가 운행 중단·감편됐다. 한국인 관광객 감소의 영향은 지방 공항에서 더 컸다. 주요 5개 공항을 제외한 21개 공항에서는 57개 노선 중 44개 노선(77.2%)이 운행 중단·감편됐다. 아사히카와, 오이타, 이바라키, 도야마, 고마쓰, 구마모토, 사가 등 7개 지방 공항의 경우 한국 도시를 연결하는 항공 노선이 모두 사졌거나 사라질 전망이다. 오키나와 나하공항의 경우 11개 노선 중 5개 노선에서, 다른 인기 관광지인 홋카이도의 신치토세공항은 15개 노선 중 9개 노선에서 각각 운행 중단이 결정됐다.  항공 편수를 기준으로 하면 1325편 중 33.1%인 439편이 줄어들었거나 줄어들 예정이다. 전체 편수의 90%이상이 한국 항공사들이 차지했던 점을 감안하면, 운행 중단 및 감편 역시 한국 항공사들을 중심으로 일어나고 있는 것으로 파악된다.  아라이 나오키 나라현립대(관광정책) 교수는 직항편이 사라지면서 한국 관광객이 더 줄어들 것이라며 ""특히 한국과 가까운 규슈의 관광산업이 큰 영향을 받을 것""이라고 예상했다. 아사히신문은 이런 상황에 대해 ""더욱 진행될 가능성이 있어 한국 관광객 의존도가 높은 지방에 타격이 가해지고 있다""고 내다봤다. ehcho@fnnews.com 조은효 기자   ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ 클릭해, 뉴스 들어간다 [뉴스쿨] ▶ 세상에 이런일이 [fn파스]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지
	
"
1,"""안 와도 너무 안 온다"" 한국인 관광객 감소에 비명 지르는 日관광업계","






요미우리 신문 ""한일 직항편 128노선 중 66% 운행중단·감편"" / 1325편 중 439편(33.1%) 줄어 / 산케이 ""韓관광객 절반 줄면 3조3000억원 손실"" / 관계자 ""홋카이도와 규슈는 비명에 가까운 상황"" / 오키나와·홋카이도 등 지방정부가 나서 관광객 환영행사    일본 정부의 수출규제에서 비롯된 한일 관계 악화로 국내에서 ‘노 재팬(NO Japan)’ 운동이 전개 중인 가운데, 이에 직격탄을 맞은 일본 관광업계가 다급해진 움직임을 보이고 있다.    일본 요미우리 신문은 한국 내 불매운동 등 영향으로 한국과 일본을 잇는 항공편 3개 중 2개가 운행이 중단되거나 운행 편수가 축소(감편)될 것으로 보인다고 31일 전했다.   이 매체에 따르면 11개 항공사가 128개 노선을 운영해온 한일 직항편 중 33.6%에 이르는 43개 노선(33.6%)이 운행을 중단했거나 중단할 예정이다.    또한 42개 노선(32.8%)은 감편 대상으로, 한일 항공 노선의 66.4%가 운행 중단 혹은 감편의 영향을 받는다는 결론에 이른다.      한산한 일본 유후인 거리. 일본 오이타현=연합뉴스     항공 편수로는 1325편의 한일간 노선 중 439편( 33.1%)이 줄었거나 앞으로 줄어들 것으로 보인다.   한일간 노선을 운영하는 일본 공항 26곳 중 나리타, 하네다, 주부, 간사이, 후쿠오카 등 주요 공항 5곳의 노선 71개 중 41개는 운행 중단이나 감편 영향을 받는 것으로 집계됐다.   그 밖에 지방 공항 21곳의 경우 영향이 더 컸는데, 57개 노선 중 44개 노선(77.2%)이 운행 중단·감편될 것으로 예상된다.    그동안 한국 관광객이 많이 찾았던 오키나와 나하 공항은 11개 노선 중 5개, 홋카이도의 신치토세 공항은 15개 노선 중 9개가 운행 중단 결정이 났다.    지난 7월초 일본 정부가 한국을 상대로 반도체 핵심 소재 3가지에 대한 수출규제에 나서면서 촉발된 ‘노 재팬’ 불매운동은 지난 두 달간 ‘가지 않습니다, 사지 않습니다’라는 슬로건 아래 국민 대다수의 호응과 참여를 이끌어내며 지금까지도 이어지고 있다.      일본 불매운동 포스터. 온라인 커뮤니티     이런 움직임을 두고 일본 내에서는 “한국인의 불매운동은 오래 가지 않을 것”, “한국인은 금방 뜨거워지고 금방 식는다”는 등 대수롭지 않다는 반응이 나와 불매운동에 더욱 기름을 붓는 계기로 작용하기도 했다.   하지만 최근 이런 불매 운동 영향이 수치화, 가시화 돼 결과로 나타나자 “생각보다 오래 간다”, “타격이 꽤 크다” 등 우려의 목소리가 하나 둘 터져나오기 시작했다.   특히 규슈나 홋카이도, 오키나와 등과 같은 한국인들이 즐겨 찾았던 관광지들은 이미 큰 타격을 입은 것으로 알려졌다.   산케이 신문은 “한국인 관광객이 절반으로 줄면 3000억 엔(한화 약 3조3377억원)가량의 관광 소비액이 감소할 것”이라는 전망을 보도하기도 했다.   일본 정부는 그동안 “한국인 관광객이 줄어도 중국 등 다른 나라 방문객들을 늘리면 된다”는 입장이었지만, 실제 지방을 중심으로 한 일본 관광업계는 “아무리 그래도 한국인 관광객 감소로 생긴 구멍을 메우기는 어렵다”는 입장이다.   이에 미무라 아키오 일본상공회의소 회장은 지난 30일 기자간담회를 열고 “한국 관광객 감소가 상당하다”라며 “홋카이도와 규수 같은 경우 비명에 가까운 상황”이라고 말했다.      홋카이도 공무원들이 신치토세 공항에 나와 한국 관광객들을 환영하는 행사를 가졌다. NHK 영상 갈무리     그런 가운데, 일본 지자체들은 공항에서 한국 관광객을 반기는 특별 이벤트와 선물을 준비하는 등 뒤늦게 대책 마련에 부심하고 있다.   지난 30일 오키나와 현지 언론에 따르면 지역 관광산업 촉진을 위해 모인 민관 합동 단체는 전날 오후 나하 공항에서 외국인 여행객을 환영하고 배웅하는 행사를 열었다. 이날 행사는 한일 관계 악화로 관광객이 감소하자 두 번째로 열린 것으로, 미스 오키나와도 동참해 화제가 됐다.   이에 앞서 지난 19일에는 홋카이도 공무원들도 신치토세 공항에서 한국발 여객기 총 12편 승객에게 기념품을 배부하는 환영행사를 가졌다.   홋카이도를 찾는 외국인 관광객은 중국·대만과 함께 한국이 대부분을 차지하는데, 최근 불매운동 여파로 한국인 관광객이 줄어 지자체가 골머리를 앓고 있다. 이에 공무원들이 직접 나서 공항에서 ‘홋카이도에 오신 것을 환영합니다’라는 한글이 적힌 플래카드를 들고 환영인사를 하고, 한국인 관광객들에게 다가가 한글로 된 부채와 관광안내 책자, 멜론 젤리 등 기념품을 전달한 것으로 알려졌다.   현화영 기자 hhy@segye.com     사진=연합뉴스ⓒ 세상을 보는 눈, 세계일보

"
2,더욱 격해진 홍콩시위…완차이 경찰본부 앞 대형 화재도,"






	
	[머니투데이 유희석 기자] [경찰 당국, 전날 주요 시위 주도자 체포로 시위대 자극…도심 곳곳 화염병·최루탄·물대포 오가며 아수라장]31일(현지시간) 밤 홍콩 완차이에 있는 홍콩경찰본부 앞에서 시위대가 설치한 바리케이드가 불타고 있다. /사진=로이터통신홍콩 민주화 시위가 13주째로 접어들면서 더욱 격해졌다. 중국과 홍콩 정부가 시위대 요구를 수용하기는커녕 강경한 태도를 고수하자 시위대도 시위 강도를 높였다. 특히 홍콩 경찰 당국이 시위를 막기 위해 집회를 허락하지 않고, 주요 시위 주도자를 전격적으로 체포한 것이 오히려 시위대를 자극했다. 시위대와 경찰이 강하게 충돌하면서 도심 곳곳에서 화염병과 물대포가 난무하는 혼란한 상황이 계속됐다. 31일(현지시간) 홍콩 사우스차이나모닝포스트(SCMP)와 RTHK방송 등에 따르면 이날 시위는 주로 센트럴과 완차이, 어드미럴티, 코즈웨이베이 등 홍콩섬 도심에서 진행됐다. 전날 경찰 당국이 집회를 불허하고, 그동안 시위를 주도하던 시민단체 민간인권진선(민진)도 ‘시민 안전’을 이유로 예정된 집회를 취소했지만 수천 명의 시위대가 거리에 모였다. 이날 시위는 낮 12시 30분쯤 완차이 사우손운동장에서 기독교인 집회로 시작했다. 기독교인들은 찬송가를 부르며 ‘범죄인 인도 협정(송환법)’ 폐기, 직선제 실시 등 민주화를 요구했다. 이후 완차이에서 어드미럴티, 센트럴로 이동하며 평화적으로 거리행진을 벌였다. 그러나 오후 2시 30분 센트럴 차터가든으로 시위대가 모이기 시작하며 분위기가 험악해지기 시작했다. 홍콩 당국은 시위를 막기 위해 주변 지하철역 운행을 중단하고, 주요 상점과 시설을 폐쇄했지만 시위대가 모이는 것을 막지 못했다. 홍콩 시민들은 소셜미디어를 통해 ‘시위’가 아닌 ‘쇼핑’을 하겠다며 속속 합류했다. 결국 중앙인민정부 홍콩 주재 연락판공실(중련판) 등으로 행진하려던 시위대와 이를 막으려는 경찰이 센트럴에서 완차이, 코즈웨이베이로 이어지는 도로 곳곳에서 충돌했다. 시위대는 경찰의 강경 진압을 막기 위해 바리케이드를 설치했고, 화염병과 벽돌 등을 던지기 시작했다. 시위대를 해산시키려는 경찰은 최루탄과 파란색 염료를 섞은 물대포를 발사하며 맞섰다. 완차이에 있는 홍콩 정부와 경찰본부 앞에서는 시위대가 바리케이드를 설치하고 불을 지르면서 큰 화재가 발생했다. 불은 금방 꺼졌지만, 경찰은 물대포를 동원해 시위대를 압박하기 시작했다. 폭동진압 경찰이 대거 투입되면서 시위대가 코즈웨이베이 쪽으로 밀려났다. 시위대 일부는 코즈웨이베이에 있는 친정부 매체 ‘대공보’ 건물에 침입해 홍콩 독립을 의미하는 ‘광복홍콩, 시대혁명’이라는 문구를 적었다. 31일 시위 도중 경찰이 쏜 최루탄을 우산으로 막고 있는 시위대. /사진=로이터통신경찰 당국은 시위대가 몽콕, 침사추이 등 다른 지역으로 이동해 게릴라 시위를 이어갈 것에 대비해 주요 역을 폐쇄하는 등 통제에 나섰다. 이 과정에서 시위대로 추정되는 검은 옷을 입은 시민이 체포되기도 했다고 SCMP는 전했다. 애초 이날 폭력 사태는 어느 정도 예고됐다. 전날 홍콩 정부가 지난 6월 초 반(反)정부가 시작된 이후 처음으로 집회를 불허하고, 조슈아 웡과 민주파 의원 등을 전격적으로 체포하면서 긴장감이 크게 고조됐다. 이날은 2014년 중국 정부가 직선제 실시 약속을 어기고 사실상 간선제를 도입한 지 5년째 되는 날이다. 당시 홍콩 시민은 행정장관 직선제를 요구하며 '우산혁명'으로 불리는 대규모 시위를 벌였다. 중국 정부가 직선제 실시, 송환법 철폐, 시위대 폭도 규정 철회, 경찰 과잉 진압 독립적인 조사, 체포된 시위대 석방 등 시위대의 ‘5대 요구’ 가운데 단 하나도 수용하지 않고, 오히려 무장 병력 투입을 통한 강경 진압을 위협한 것도 시위대를 더욱 뭉치게 했다. 홍콩 시위는 다음 달에도 계속 이어질 전망이다. 당장 1일 낮 1시 첵랍콕섬의 홍콩국제공항과 도심을 잇는 주요 도로와 지하철에서 교통 방해 시위가 예정됐다. 홍콩섬 어드미럴티에 있는 영국총영사관 앞에서도 집회가 벌어진다. 개학 첫날인 2일에는 홍콩중문대 등에서 수업거부 운동이 벌어지며, 주요 노동조합이 파업을 예고했다. 홍콩 대표 항공사 캐세이퍼시픽은 파업에 참여하는 직원은 해고하겠다고 경고했다. 31일 거리를 가득 메운 홍콩 시민들. /사진=로이터유희석 기자 heesuk@mt.co.kr▶부자도 후회하는 4가지 습관 [투자노트]▶바람 피운 배우자 [변호사 가사상담] ▶네이버 메인 구독 추가 <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
3,韓日 하늘길 66% 중단·감편…日 관광 수입 3조 원 이상 감소 전망,"






 [앵커]이런 가운데 일본을 찾는 우리 국민들의 수가 급감하면서 항공 노선도 눈에 띄게 줄고 있습니다.관광산업에 비상이 걸린 일본 자치단체들은 한국인 관광객 유치를 위해 공항 환영 행사까지 열고 있습니다.송영석 기자입니다. [리포트] ""한국 이스타 항공이 인천-이바라키 노선 철수를 검토중이다"" NHK가 오늘(31일) 비중 있게 전한 소식입니다. 유력 매체들까지,  한국 항공사 노선 하나하나에 관심을 보이는 건  한국의 일본 여행 불매운동으로, 두 나라 간 직항편 운행 노선 수가 급감하고 있기 때문입니다. 요미우리 신문 집계 결과, 전체 128개 노선 가운데 43개 노선이 운항을 중단했거나 중단을 검토 중입니다. 편수를 줄였거나 이를 계획 중인 노선도 42개에 달합니다. 전체 노선의 3분의 2가 한일 갈등의 영향을 받은 겁니다. 특히, 한국인 관광객이 많이 찾던 지방의 공항들이 직격탄을 맞았습니다. 7개 지방 공항은 한국 노선이 모두 사라질 위기에 처했습니다. 한국 노선 절반의 운영이 중단된 오키나와 나하 공항에선  '미스 오키나와'까지 나와,  한국 관광객들을 맞이했습니다. 한국인 관광객을 잡기 위한 행사엔 자치단체 공무원들까지 동원되고 있습니다.[다카노 미즈히로/홋카이도 항공국장 : ""계속 안심해서 홋카이도에 오실 수 있도록 저희 마음을 전하기 위한 행사입니다.""] 직항편이 사라지면  한국인 관광객이 더 줄어들 거란 우려 속에 일본상공회의소 회장은 ""한국 관광객 감소 수준이  상당하다""고 밝혔습니다.[미무라 아키오/일본상공회의소 회장 : ""특히, 홋카이도와 규슈가 큰 영향을 받고 있습니다. 비명을 지를 만한 상황입니다.""] 우익 성향의 산케이마저 한국인 관광객이 절반으로 줄면  3조 3천억 원이 넘는 관광 수입이 감소할 거란 전망을 내놓았습니다. KBS 뉴스 송영석입니다.송영석 기자 (sys@kbs.co.kr)▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다▶ ‘TV보다 ㄹㅇ’ 당신의 진짜 뉴스 ‘케이야’

"
4,日 불매운동에 한·일 하늘길 중단·감편 70% 육박,"






	
	한일 관계 악화와 한국 내 일본 여행 불매운동 등의 영향으로 한국과 일본을 잇는 항공편 3개 중 2개가 운행 중단이나 운행 편수 축소 등의 영향을 받았다고 요미우리신문이 31일 보도했다. 이 신문의 집계 결과 한일 간 직항편은 11개 항공사가 128개 노선을 운영 중이었지만 이 중 43개 노선(33.6%)이 운행을 중단했거나 운행 중단을 계획 중이다. 또 42개 노선(32.8%)은 운행 편수를 줄이는 감편을 했거나 계획 중이다. 한일 항공 노선의 66.4%가 운행 중단 혹은 감편의 영향을 받는 셈이다. 한국과 연결하는 노선을 운영 중인 일본의 공항은 26개로, 요미우리는 출발-도착 공항이 같더라도 항공사가 다른 경우 다른 노선으로 보고 이런 집계를 했다. 공항별로는 나리타(成田), 하네다(羽田), 주부(中部), 간사이(關西), 후쿠오카(福岡) 등 5개 주요 공항의 노선 71개 중 57%인 41개가 운행 중단·감편의 영향을 받았다. 한국인 관광객 감소의 영향은 지방 공항에서 더 컸다. 주요 5개 공항을 제외한 21개 공항에서는 57개 노선 중 44개 노선(77.2%)이 운행 중단·감편됐다. 아사히카와(旭川), 오이타(大分), 이바라키(茨城), 도야마(富山), 고마쓰(小松), 구마모토(熊本), 사가(佐賀) 등 7개 지방 공항의 경우 한국 도시를 연결하는 항공 노선이 모두 사졌거나 사라질 전망이다.한국 관광객들이 많이 찾았던 오키나와(沖繩)의 관문 나하(那覇)공항의 경우 11개 노선 중 5개 노선에서, 다른 인기 관광지인 홋카이도(北海道)의 신치토세(新千歲) 공항은 15개 노선 중 9개 노선에서 각각 운행 중단이 결정됐다.항공 편수를 기준으로 하면 1천325편의 한일 간 노선이 운행 중이었으나, 운행 중단과 감편의 영향으로 33.1%인 439편이 줄어들었거나 줄어들 예정이다. 아라이 나오키(新井直樹) 나라(奈良)현립대(관광정책) 교수는 직항편이 사라지면서 한국 관광객이 더 줄어들 것이라며 ""특히 한국과 가까운 규슈(九州)의 관광산업이 큰 영향을 받을 것""이라고 예상했다. 일본이 한국 관광객 감소와 관련해 산케이신문은 이날 한국인 관광객이 절반으로 줄면 3천억엔(약 3조3천377억원)의 관광 소비액이 감소할 것이라는 예상을 내놓기도 했다. 나루세 미치노리(成瀨道紀) 일본총합연구소 부주임연구원은 산케이에 ""다른 나라로부터의 방문자를 늘려도 한국 관광객 감소로 생긴 구멍을 메우기는 어렵다""고 말했다. 미무라 아키오(三村明夫) 일본상공회의소 회장은 전날 기자회견에서 ""(한국 관광객의) 감소 수준은 상당하다""며 ""특히 홋카이도와 규슈는 비명에 가까운 상황이다""고 밝혔다.12일 일본 규슈(九州) 관광의 관문인 후쿠오카(福岡) 공항의 국제선 청사의 한산한 모습. 연합뉴스 제공.     디지털타임스 기획 : [ ] 에게 고견을 듣는다 / [연중기획] 풀뿌리상권 살려내자네이버 채널에서 '디지털타임스'를 구독해주세요.

"
5,"日 NHK “한국 이스타항공, ‘인천-이바라키 노선’ 철수 검토”","






 한국의 이스타항공이 한일 관계 악화 영향으로 다음 달 19일부터 한 달간 인천공항과 이바라키공항을 잇는 정기편 여객기 운항 중단을 검토하고 있다고 일본 NHK 방송이 보도했습니다. NHK 방송은 저가 항공사인 이스타항공이 인천-이바라키 노선을 주 3일, 하루 1회 왕복하는 정기 항공편을 운항하고 있는데, 한일 관계의 악화로 탑승률이 저조해 수익성을 기대할 수 없다며 다음 달 19일부터 10월 26일까지 1개월 동안 노선 운영을 중단한다는 발표를 했다고 전했습니다. 이스타 항공은 한일 관계를 지켜본 뒤 10월 이후 노선 재개 여부를 결정할 계획이지만, 한일 관계 악화 상태가 길어지면서 10월 이후에도 운항을 재개하지 않고 노선을 철수하는 방안을 검토 중인 것을 이스타 항공 일본 영업 지점을 통해 확인했다고 NHK는 보도했습니다.  이스타 항공의 영업 지점은 ""향후 정세와 수요를 파악하면서 전세기를 운항하는 것 등을 검토하겠다""고 인터뷰를 통해 밝혔습니다.  [사진 출처 : 연합뉴스]최성원 기자 (swchoi@kbs.co.kr)▶ ‘여심야심(與心ㆍ野心)’ 취재기자가 전하는 국회 뒷 이야기▶ 네이버 채널 KBS뉴스 구독! 시원하게 털어드립니다▶ ‘TV보다 ㄹㅇ’ 당신의 진짜 뉴스 ‘케이야’

"
6,“왜 佛語 표기 적나?” 에어 캐나다로부터 1910만원 ‘뜯은’ 부부,"






	
	[서울신문]로이터 자료사진 에어 캐나다가 국내선 여객기를 운항하며 충분한 프랑스어 표기를 하지 않았다는 이유로 한 부부에게 2만 1000 캐나다달러(약 1910만원)를 물어주고 사과 편지를 보내라는 법원 판결을 받았다.온타리오주에 사는 미셸과 린다 티보도는 2016년 몬트리올행 여객기에 탑승한 뒤 이 항공사를 26개 항목으로 고발했다. 예를 들어 좌석 벨트의 버클에 ‘lift’라고만 새겨져 있고 프랑스어는 없었으며, ‘exit’ 글자보다 프랑스어 글자는 훨씬 작은 크기란 것이었다. 또 영어로 된 탑승 안내문은 상세한데 프랑스어 안내문은 건성건성이란 것이었다.부부는 소장에 “에어 캐나다는 체계적으로 프랑스어 사용자들의 언어권을 침해하고 있다”고 주장했는데, 오타와 법원 판사도 이를 받아들였다. 영어와 프랑스어 공용을 허용한 입법 취지를 위반했다는 것이다. 에어 캐나다 역시 재판 과정에 이 나라의 공용 언어법을 준수하며 영어와 프랑스어를 동등하게 표기하는 작업을 하겠다고 진술한 것으로 알려졌다.미셸은 현지 CBC 방송 인터뷰를 통해 판결에 만족하며 몇달 안에 에어 캐나다 비행기를 탈 것 같은데 그때는 두 언어를 똑같이 정확하게 담은 표기를 볼 수 있길 기대한다고 털어놓았다. 아울러 그는 6개월이면 충분하지 않겠느냐고 답했다.그런데 이 부부가 에어 캐나다를 상대로 소송을 벌인 것이 처음이 아니었다. 일간 토로톤 선에 따르면 2014년에도 두 사람은 국제선 여객기를 이용하던 중에 마실 것을 달라고 했다가 말이 안 통하자 최고법원에 소송을 제기하려 했지만 항공사의 사과를 받고 법정 밖 화해로 그만 둔 일이 있다.임병선 기자 bsnim@seoul.co.kr▶ 네이버에서 서울신문 구독하기 클릭! ▶ 세상에 이런 일이…해외토픽 눌러보기  ▶ 공짜로 만화를 볼 수 있다? 당신의 [무료만화]ⓒ 서울신문(www.seoul.co.kr), 무단전재 및 재배포금지
	
"
7,항공업계 '난기류'…신규 항공사 3곳 취항은?,"



동영상 뉴스






	
	[앵커] 요즘 국내 항공업계는 경쟁 심화와 일본행 관광객 감소 등으로 힘들다고 합니다. 이런 상황에서 취항을 준비하는 신규 항공사들이 있는데 일부는 난항을 겪고 있습니다. 배삼진 기자입니다.[기자]지난 3월 신규 항공운송사업 면허를 받은 항공사는 3곳.플라이강원은 오는 10월 첫 항공기를 띄울 채비를 하고 있습니다.현재 영국에서 1호기 도색작업이 진행 중입니다.승무원 40여명의 교육도 마쳤고, 비행기가 들어오면 운항 테스트를 거친 뒤 비행을 시작할 예정입니다.  <김종규 / 플라이강원 전략기획팀장> ""관광상품을 팔아서 관광객들이 와서 소비하도록 하고, 강원도를 세계적인 관광명소로 만들겠다, 해외관광객을 모셔오겠다…반면 에어로케이와 에어프레미아는 항공기 도입계약과 신규 인력 채용 등에 속도를 내고 있지만 면허 유지에 대한 우려가 제기되고 있습니다.  신규 항공사업자는 면허 취득 후 1년 내 운항증명을 신청하고, 2년 내 노선 허가를 받아 취항해야 합니다.경영권을 두고 내부 잡음이 이어지고 있는데, 에어프레미아는 대표자 변경으로 변경면허 심사를 받고 있습니다. 에어로케이도 에어프레미아 결정을 보고 대표이사 변경을 추진할 예정입니다.<허희영 / 항공대 경영학과 교수> ""대표가 바뀌는 경우에 사업계획서에 이행여부, 사업계획서를 책임질 수 있는가를 보기 위해서 재무능력을 포함한 제출서류를 다시 한번 진행하는…""공급 과잉으로 인한 경쟁 심화와 일본행 여행객 감소 등 항공업계의 어려움이 겹친 상황에서 신규 항공사들이 제때 비행에 나설 수 있을지 주목됩니다.연합뉴스TV 배삼진입니다. 연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23 ▶ 연합뉴스TV 네이버 채널 구독   ▶ 생방송 시청 ▶ 대한민국 뉴스의 시작, 연합뉴스TV 앱 다운받기

"
8,日 불매운동에 한-일 하늘길 3분의 2 '중단·감편',"






노선 66.4% 영향…일본 내 지방 공항 타격 더 커<@IMG1>한국 내 일본 여행 불매운동 등의 영향으로 한국과 일본을 잇는 항공편 3개 중 2개가 운행 중단이나 운행 편수 축소 등의 영향을 받은 것으로 나타났다.31일 연합뉴스가 요미우리신문을 인용한 보도에 따르면 한일 항공 노선의 66.4%가 운행 중단 혹은 감편의 영향을 받는 것으로 집계됐다.이 신문은 한일 간 직항편은 11개 항공사가 128개 노선을 운영 중이었지만 이 중 33.6%인 43개 노선은 이미 운행을 중단했거나 중단을 계획 중이며, 32.8%인 42개 노선은 운행 편수를 줄이는 감편을 했거나 계획 중이라고 전했다.한국과 연결하는 노선을 운영 중인 일본의 공항은 26개로, 요미우리는 출발-도착 공항이 같더라도 항공사가 다른 경우 다른 노선으로 보고 이런 집계를 했다.한국인 관광객 감소의 영향은 지방 공항에서 더 컸다. 주요 5개 공항을 제외한 21개 공항에서는 57개 노선 중 44개 노선(77.2%)이 운행 중단·감편됐다. 아사히카와와 오이타, 이바라키, 도야마, 고마쓰, 구마모토, 사가 등 7개 지방 공항의 경우 한국 도시를 연결하는 항공 노선이 모두 사졌거나 사라질 전망이다. 한국 관광객들이 많이 찾았던 오키나와의 관문인 나하공항의 경우 11개 노선 중 5개 노선에서, 다른 인기 관광지인 홋카이도의 신치토세 공항은 15개 노선 중 9개 노선에서 각각 운행 중단이 결정됐다.한편, 항공 편수를 기준으로 하면 한일 사이에 1325편의 노선이 운행 중이었지만 운행 중단과 감편의 영향으로 33.1%인 439편이 줄어들었거나 줄어들 예정인 것으로 조사됐다.데일리안 스팟뉴스팀  (spotnews@dailian.co.kr)ⓒ (주)데일리안 - 무단전재, 변형, 무단배포 금지
	
"
9,日 불매운동으로 韓日 항공편 66% 줄거나 사라져,"






[사진 출처 = 연합뉴스] 한일 관계 악화와 한국 내 일본 여행 불매운동 등의 영향으로 한국과 일본을 잇는 항공편 3개 중 2개가 운행 중단이나 운행 편수 축소된 것으로 나타났다.31일 요미우리신문에 따르면 한일 간 직항편은 11개 항공사가 128개 노선을 운영 중이었지만 일본 수출규제와 관련한 불매운동으로 이 중 43개 노선(33.6%)이 운행을 중단했거나 운행 중단을 계획 중이다.이로써 한일 항공 노선의 66.4%가 운행 중단 혹은 감편이 됐다.공항별로는 나리타, 하네다, 주부, 간사이, 후쿠오카 등 5개 주요 공항의 노선 71개 중 57%인 41개가 운행 중단·감편의 영향을 받았다.항공 편수를 기준으로 하면 1325편의 한일 간 노선이 운행 중이었으나, 운행 중단과 감편의 영향으로 33.1%인 439편이 줄어들었거나 줄어들 예정이다.아라이 나오키 나라현립대(관광정책) 교수는 직항편이 사라지면서 한국 관광객이 더 감소할 것이라며 ""특히 한국과 가까운 규슈의 관광산업이 큰 영향을 받을 것""이라고 예상했다.산케이신문도 이날 한국인 관광객이 절반으로 줄면 3000억엔(약 3조 3377억원)의 관광 소비액이 감소할 것이라는 예상을 내놓기도 했다.[디지털뉴스국 이세현 인턴기자]▶네이버 메인에서 '매일경제'를 받아보세요▶뉴스레터 '매콤달콤' 구독 ▶무궁무진한 프리미엄 읽을거리[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]
	
"
