,title,body
0,태풍 타파 영향 ‘고립된 제주’…전국 공항 22일 결항 확대,"






제17호 태풍 '타파'가 북상 중인 21일 선박들이 해상의 높은 물결을 피해 제주 서귀포항에 대피해 있다. [연합][헤럴드경제=이운자] 제17호 태풍 타파가 북상하면서 22일 새벽 제주 육상과 해상 전역에 태풍특보가 내려지면서 제주를 오가는 육·해상 교통수단도 발이 묶이면서 이용객들이 큰 불편을 겪고 있다.제주지방기상청은 22일 오전 1시를 기해 제주도 산지 등 제주 육상 전역에 태풍특보를 발효한다고 21일 밝혔다.기상청은 제주도 앞바다 등 제주 해상에도 22일 오전 1시를 기해 태풍특보를 내렸다. 제주도 남쪽 먼바다에는 이날 오후부터 태풍특보가 내려진 상태다.국토교통부도 이날 태풍 타파의 영향으로 22일 제주공항 항공편 대부분이 결항 예정됐으며 김해 등 다른 공항도 결항 가능성이 높다며 항공기 이용객들은 반드시 출발 전 운항 여부를 확인해 달라고 밝혔다.기상청은 22일부터 23일까지 제주 육상에 바람이 최대순간 35~45ｍ의 속도로 강하게 불겠다고 예보했다. 일부 산지 등에서는 최대순간 풍속이 50ｍ가 넘는 매우 강한 바람이 불 것으로 예상했다. 또 제주 육상에 400㎜(산지 600㎜)가 넘는 매우 많은 비가 내릴 것으로 예보했다.기상청 관계자는 “산사태나 저지대 및 도로 침수, 하천 범람 등 비 피해와 강풍피해가 우려되다”며 주의를 당부했다.제주도 재난안전대책본부는 태풍 타파의 영향으로 22일 매우 강한 바람과 많은 비가 올 것으로 예상돼 선박 및 비닐하우스 결박, 해안가 및 저지대 출입금지 등을 당부했다.제주공항 관계자는 “22일 태풍이 제주 해상을 지나면서 강풍과 폭우로 인해 많은 항공기가 결항할 것으로 우려된다”면서 “공항에 오기 전 항공사에 항공기 운항 여부를 확인해 달라”고 당부했다.항공사 결항 정보 등은 한국공항공사 공항별 홈페이지를 통해 실시간 운항정보 확인이 가능하다.yihan@heraldcorp.com▶네이버에서 헤럴드경제 채널 구독하기▶가을맞이 건강관리 최대 60%할인, 헤럴드 리얼라이프 ▶헤럴드경제 사이트 바로가기 - Copyrights ⓒ 헤럴드경제 & heraldbiz.com, 무단 전재 및 재배포 금지 -
	
"
1,"국토부, 태풍 타파 북상에 따른 항공 이용객 주의 당부","






【서울=뉴시스】 20일 오후 위성영상에서 보인 제 17호 태풍 '타파(TAPAH)'가 오키나와를 거쳐 제주도를 향해 북진하고 있다. 타파는 이번주 주말부터 한반도에 본격적으로 영향을 줄 것으로 보인다. 기상청은 타파가 20일 오전 3시 기준 중심기압 992hpa(헥토파스칼), 최대풍속 시속 72㎞, 강풍반경 240㎞의 소형급 태풍으로 일본 오키나와 남남서쪽 약 380㎞ 부근 해상에서 시속 24㎞의 속도로 북상하고 있다고 밝혔다. 2019.08.12. (사진=어스널스쿨 홈페이지 캡처) photo@newsis.com【서울=뉴시스】이인준 기자 = 국토교통부는 21일 제17호 태풍 타파의 영향으로 인해 내일(22일) 제주공항 항공편 대부분 결항이 예정돼, 항공기 이용객에게 결항편 확인 등 주의를 당부했다.제주공항은 이날 오후 8시부터 예정된 총 32편(도착 22편, 출발 10편) 중 일부의 결항이 결정됐고, 내일도 첫 편부터 예정된 총 489편(도착 243편, 출발 246편) 중 대부분의 항공편의 결항이 예정됐으며 전국에 있는 모든 공항으로 항공편 결항이 확대될 것으로 예상된다. 다만 태풍의 진행상황에 따라 유동적일 것으로 전망된다.국토부는 ""승객들은 공항으로 출발하기 전에 예약 항공편의 운항여부를 반드시 확인해야 한다""며  ""항공사는 결항 정보 등을 예약 승객들에게 주기적으로 안내하고 있으며, 한국공항공사 공항별 홈페이지에서 실시간 운항정보 확인이 가능하다""고 말했다.ijoinon@newsis.com▶ 네이버에서 뉴시스 채널 구독하기▶ 뉴시스 빅데이터 MSI 주가시세표 바로가기 <저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>
	
"
2,제주도 육상·해상 22일 오전 1시 태풍특보,"






태풍 타파 북상에 높아진 물결(서귀포=연합뉴스) 고성식 기자 = 제17호 태풍 '타파'가 북상 중인 21일 제주 서귀포시 예래동 해상에 높은 파도가 몰아치고 있다. 2019.9.21 koss@yna.co.kr    (제주=연합뉴스) 고성식 기자 = 제17호 태풍 타파가 북상하면서 22일 새벽 제주 육상과 해상 전역에 태풍특보가 내려진다.     제주지방기상청은 22일 오전 1시를 기해 제주도 산지 등 제주 육상 전역에 태풍특보를 발효한다고 21일 밝혔다.     기상청은 제주도 앞바다 등 제주 해상에도 22일 오전 1시를 기해 태풍특보를 내렸다.     제주도 남쪽 먼바다에는 이날 오후부터 태풍특보가 내려진 상태다.     기상청은 22일부터 23일까지 제주 육상에 바람이 최대순간 35~45ｍ의 속도로 강하게 불겠다고 예보했다. 일부 산지 등에서는 최대순간 풍속이 50ｍ가 넘는 매우 강한 바람이 불 것으로 예상했다.     또 제주 육상에 400㎜(산지 600㎜)가 넘는 매우 많은 비가 내릴 것으로 예보했다.     기상청 관계자는 ""산사태나 저지대 및 도로 침수, 하천 범람 등 비 피해와 강풍 피해가 우려되다""며 주의를 당부했다.     제주도 재난안전대책본부는 태풍 타파의 영향으로 22일 매우 강한 바람과 많은 비가 올 것으로 예상돼 선박 및 비닐하우스 결박, 해안가 및 저지대 출입금지 등을 당부했다.    또 22일 제주공항에 항공기 결항이 잇따를 수 있다며 공항에 가기 전 항공사에 운항 여부를 파악해 달라고 말했다.     koss@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
3,[종합] 제주공항서 태풍 영향으로 오후 늦게 항공편 29편 줄줄이 결항,"






	
	태풍 타파가 북상하면서 제주국제공항에서 21일 오후 늦게부터 항공편 결항이 잇따랐다.제주공항과 항공사 등에 따르면 중국 닝보에서 출발해 이날 오후 9시 15분께 제주공항에 도착하려던 춘추항공 9c8625편이 결항했다.또 오후 8시 35분께 대구에서 제주로 오려던 티웨이 TW809편이 결항 조치하는 등 도착편 20편이 결항했다.또 오후 10시 5분께 제주공항에서 출발해 푸둥 공항으로 가려던 춘추항공 9C8568편도 결항 조치하는 등 출발편 9편이 결항했다.[디지털뉴스국]▶네이버 메인에서 '매일경제'를 받아보세요▶뉴스레터 '매콤달콤' 구독 ▶무궁무진한 프리미엄 읽을거리[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]
	
"
4,제주공항서 태풍 영향으로 오후 늦게 항공편 29편 줄줄이 결항(종합),"






태풍 영향으로 제주 항공편 지연·결항[연합뉴스 자료 사진]    (제주=연합뉴스) 고성식 기자 = 태풍 타파가 북상하면서 제주국제공항에서 21일 오후 늦게부터 항공편 결항이 잇따랐다.    제주공항과 항공사 등에 따르면 중국 닝보에서 출발해 이날 오후 9시 15분께 제주공항에 도착하려던 춘추항공 9c8625편이 결항했다.     또 오후 8시 35분께 대구에서 제주로 오려던 티웨이 TW809편이 결항 조치하는 등 도착편 20편이 결항했다.    또 오후 10시 5분께 제주공항에서 출발해 푸둥 공항으로 가려던 춘추항공 9C8568편도 결항 조치하는 등 출발편 9편이 결항했다.     공항 관계자는 ""22일 태풍이 제주 해상을 지나면서 강풍과 폭우로 인해 많은 항공기가 결항할 것으로 우려된다""며 ""공항에 오기 전에 항공사에 항공기 운항 여부를 확인해 달라""고 말했다.     koss@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
5,"국토부, 내일 제주공항 항공편 대부분 결항","



동영상 뉴스






	
	제17호 태풍 타파의 영향으로 내일 제주공항을 오가는 대부분의 항공편 결항이 예상됩니다.국토교통부는 태풍 타파가 북상함에 따라 오늘 저녁 8시부터 제주공항 도착과 출발 항공기 32편의 결항이 결정됐다고 밝혔습니다.또 내일은 제주공항에서 모두 489편의 항공편이 운항을 거를 예정이라고 덧붙였습니다.태풍 경로에 따라 제주공항뿐만 아니라 전국공항으로 결항이 확대될 것으로 예상돼 승객들의 불편이 불가피할 것으로 전망됩니다.국토부는 불편을 줄이기 위해서는 공항으로 출발하기 전 항공사와 한국공항공사 홈페이지를 통해 이용하는 해당 항공편이 운항하는지를 확인하는 것이 좋다고 전했습니다.백종규 [jongkyu87@ytn.co.kr] ▶ 대한민국 24시간 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기  ▶ 뉴스를 사색하는 시간, 이슈를 재구성한 <시사의 온도> [저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]
	
"
6,"국토부, 내일 제주공항 항공편 대부분 결항","






	
	제17호 태풍 타파의 영향으로 내일 제주공항을 오가는 대부분의 항공편 결항이 예상됩니다.국토교통부는 태풍 타파가 북상함에 따라 오늘 저녁 8시부터 제주공항 도착과 출발 항공기 32편의 결항이 결정됐다고 밝혔습니다.또 내일은 제주공항에서 모두 489편의 항공편이 운항을 거를 예정이라고 덧붙였습니다.태풍 경로에 따라 제주공항뿐만 아니라 전국공항으로 결항이 확대될 것으로 예상돼 승객들의 불편이 불가피할 것으로 전망됩니다.국토부는 불편을 줄이기 위해서는 공항으로 출발하기 전 항공사와 한국공항공사 홈페이지를 통해 이용하는 해당 항공편이 운항하는지를 확인하는 것이 좋다고 전했습니다.백종규 [jongkyu87@ytn.co.kr] ▶ 대한민국 24시간 뉴스 채널 YTN 생방송보기  ▶ 네이버에서 YTN 뉴스 채널 구독하기  ▶ 뉴스를 사색하는 시간, 이슈를 재구성한 <시사의 온도> [저작권자(c) YTN & YTN PLUS 무단전재 및 재배포 금지]
	
"
7,"국토부, 태풍 타파 북상에 따른 항공 이용객 주의 당부","






	
	국토교통부(장관 김현미)는 제17호 태풍 타파의 영향으로 인해 내일 제주공항 항공편 대부분 결항이 예정되어, 항공기 이용객에게 결항편 확인 등 각별한 주의를 당부했다. 제주공항은 금일(21일) 20시부터 일부 항공편 결항(총32편, 도착 22편, 출발 10편)이 결정되었고, 내일은 태풍의 진행상황에 따라 유동적이나 첫편부터 대부분의 항공편(총489편, 도착 243편, 출발 246편) 결항이 예정되었으며, 이후 전국공항으로 항공편 결항이 확대될 것으로 예상되므로 승객들은 공항으로 출발하기 전에 예약 항공편의 운항여부를 반드시 확인하여 주실 것을 당부 드립니다.* 항공사는 결항 정보등을 예약 승객들에게 주기적으로 안내하고 있으며, 한국공항공사 공항별 홈페이지에서 실시간 운항정보 확인이 가능함

"
8,국토부 “제주공항 오후 8시부터 결항…22일 김해 등 확대 예상”,"






사진=연합뉴스국토교통부는 제17호 태풍 ‘타파’의 영향으로 인해 22일 제주공항 항공편 대부분 결항이 예정됐고 김해 등 다른 공항도 결항 가능성이 높아 항공기 이용객들은 반드시 운항여부를 확인해달라고 21일 밝혔다.제주공항은 21일 오후 8시부터 일부 항공편 결항(총32편, 도착 22편, 출발 10편)이 결정됐고 22일은 태풍의 진행상황에 따라 유동적이나 첫편부터 대부분의 항공편(총489편, 도착 243편, 출발 246편) 결항이 예정됐다고 밝혔다. 또 22일 전국공항으로 항공편 결항이 확대될 것으로 예상되므로 승객들은 공항으로 출발하기 전에 예약 항공편의 운항여부를 반드시 확인해달라고 당부했다.항공사는 결항 정보 등을 예약 승객들에게 문자메시지 등으로 주기적으로 안내하고 있으며 한국공항공사 공항별 홈페이지에서 실시간 운항정보 확인이 가능하다. 김덕준 기자 casiopea@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ 부산일보 구독하고 스타벅스 Get 하자!▶ 부산일보 홈 바로가기

"
9,'컨테이너 날아갈라' 부산항만 올스톱…국제여객선도 발 묶여,"






	
	부산항 선박 입출항 전면 금지…항만 내 선박 안전지대 이동김해공항 아직은 정상 운영…22일 낮부터 운항 차질 예상23일 새벽까지 최대 500㎜ 폭우·초속 45ｍ 강풍…안전 주의태풍 타파 접근 먹구름(부산=연합뉴스) 조정호 기자 = 제17호 태풍 '타파'가 세력을 키우면서 우리나라를 향해 북상 중인 21일 부산 해운대구 송정해수욕장 하늘 위로 먹구름이 몰려오고 있다. 2019.9.21 ccho@yna.co.kr(부산=연합뉴스) 오수희 기자 = 제17호 태풍 '타파'가 북상함에 따라 21일 부산 기점 바닷길이 끊기고 부산항은 폐쇄됐다.    부산항만공사는 이날 오후 5시부터 태풍 영향으로 항만을 폐쇄하고 태풍 영향권에서 벗어날 때까지 항만 운영을 중단했다.     부산항 선박 입·출항도 전면 금지됐다.    항만에 정박해 있던 선박들은 모두 안전한 곳으로 피항했다.     부산항만공사는 강풍에 대비해 컨테이너 터미널 운영사들에 빈 컨테이너를 단단히 묶어두도록 했다.     최대 순간풍속 초속 20ｍ가 넘는 바람이 불면 화물을 싣거나 내리는 작업과 하역 장비 운용을 중단하도록 했다.    부산과 제주를 오가는 여객선과 부산과 일본 서안 지역을 잇는 국제여객선(5개 항로, 12척)도 태풍 영향으로 발이 묶였다.     김해국제공항은 이날 오후까지는 태풍 피해에 따른 운항 차질은 없는 상황이다. 부산항 5부두 가득 메운 피항 선박    공항 공사 관계자는 ""김해공항은 21일까지는 정상 운영될 것으로 보이나, 태풍이 부산에 근접하는 22일 오후부터는 운항에 차질이 예상된다""면서 ""항공기 이용객은 공항으로 출발하기 전 항공사에 정상 운항 여부를 확인해달라""고 당부했다.     부산은 20일 늦은 밤부터 21일 오후까지 약한 비가 내리고 있으며, 바람도 강하게 불고 있지 않다.    20일 밤부터 21일 오후까지 부산에 내린 비는 공식 관측 지점인 중구 대청동이 14.21㎜, 남구 18㎜, 해운대구 17㎜에 그쳤다.    부산에는 오전 11시 강풍주의보가 내려졌지만, 이날 오후 기준 바람 속도는 초속 8∼9㎜ 정도에 머물렀다.     강수량이 적고 바람도 강하게 불지 않아 부산엔 도로 통제나 침수 같은 태풍 피해 신고가 없는 상황이다.     그러나 기상청은 부산에 23일 새벽까지 100∼350mm, 많은 곳은 500mm 이상 '물 폭탄'이 쏟아지고, 최대순간풍속 기준 초속 35∼45m(시속 125∼160㎞)의 매우 강한 바람이 몰아칠 것으로 예보했다.태풍 접근 요트 대피(부산=연합뉴스) 신정훈 기자 = 제17호 태풍 '타파'가 세력을 키우면서 우리나라를 향해 북상 중인 21일 부산 해운대구 수영만요트경기장에서 고가의 요트를 육상으로 이동시키는 작업이 이뤄지고 있다. 2019.9.21 ccho@yna.co.kr    기상청은 부산에 21일 밤 호우 예비특보를 내렸다.    태풍 타파가 부산에 가장 근접하는 시간은 22일 오후 9∼10시로 예상된다.     기상청 관계자는 ""21일 오후부터 23일 새벽까지 시간당 50㎜ 장대비가 쏟아지고 엄청난 강풍이 불 것으로 예상된다""며 ""안전사고 예방과 시설물 관리에 주의해야 한다""고 당부했다.     부산시는 태풍 타파 대비 재난안전 대책본부를 가동하고, 태풍 특보가 완전히 해제될 때까지 24시간 운영하기로 했다.    osh9981@yna.co.kr▶확 달라진 연합뉴스 웹을 만나보세요▶네이버 [연합뉴스] 채널 구독   ▶뭐 하고 놀까? #흥

"
