,title,body
0,인천-베이징 직항로 열린다…30일부터 에어차이나 운항,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

코로나19 사태 이후 첫 정기편 항공기 운행 재개중국의 대형 국유 항공사인 에어차이나 항공기들이 베이징 서우두공항에 주차돼 있다. 베이징=AFP 연합뉴스신종 코로나바이러스 감염증(코로나19) 사태 이후 처음으로 인천과 중국 베이징을 오가는 정기편 항공기 운항이 재개한다. 중국의 대형 국유 항공사인 에어차이나(중국국제항공)는 최근 위챗 공식계정을 통해 오는 30일부터 매주 금요일 인천발 베이징 직항편(CA124)을 운항한다고 밝혔다. 중국 민항국은 그간 방역을 위해 외국에서 출발한 항공편의 베이징 공항 이용을 막았다. 베이징이 최종 목적지인 승객은 다른 도시를 거쳐 베이징으로 들어가야 한다.코로나19 이전에 에어차이나는 금요일마다 인천∼베이징 노선을 운항했으나 한동안 베이징이 아닌 칭다오에 착륙했다. 베이징이 목적지인 승객은 칭다오에서 2주 격리 기간이 지나야 베이징으로 갈 수 있었다.지난달 초부터 중국 정부는 항공 제한을 점차 풀기 시작했다. 태국, 캄보디아, 파키스탄, 그리스, 덴마크, 오스트리아, 스웨덴, 캐나다 등 코로나19 상황이 현저히 안정된 8개국을 대상으로 먼저 정기편의 베이징행 직항을 재개했다. 당시 한국은 신규 확진자가 하루 200~300명대 발생해 제외됐다.주중 한국대사관은 ""인천과 베이징 직항 운항을 위해 중국 정부와 긴밀히 협의해왔다""면서 ""이번 에어차이나 직항 운항 재개로 베이징 복귀가 시급한 우리 교민과 소상공인들이 수혜를 입을 것""이라고 기대했다. 앞으로도 양국간 정기 항공편 증편과 전세기 운항을 지속적으로 협의하겠다는 방침이다. 진달래 기자 aza@hankookilbo.com▶ 네이버 채널에서 한국일보를 구독하세요!▶ [정치채널X] [뉴스보야쥬] [넷따잡] [뷰잉] 영상보기▶ 한국일보닷컴 바로가기

"
1,조금씩 열리는 하늘길…중국·일본행 비행기 늘어난다   ,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

대한항공, 이달 국제선 3개 추가…LCC도 중국·일본 운항 시작베트남 노선 운항 재개할 듯…항공사, 트레블 버블 체결 '기대'코로나19 여파로 꽉 막혔던 하늘길이 중국 등 아시아 노선을 중심으로 조금씩 열리고 있다. 부산일보DB 코로나19 여파로 꽉 막혔던 하늘길이 중국 등 아시아 노선을 중심으로 조금씩 열리고 있다.여전히 미주·유럽노선 운항 상황은 나아지지 않고 있지만, 아시아 하늘길이 조금이나마 열리고 있는 점은 경영난을 겪고 있는 국내 항공사들에 '단비'가 되고 있다.25일 항공업계에 따르면 대한항공은 이달 러시아 모스크바, 중국 정저우(鄭州), 일본 오사카(大阪) 노선 운항을 재개했다. 베트남 호찌민 노선은 기존 주 6회에서 주 7회로 증편됐다.지난달 국제선 30개 노선에서 주 120회 운항을 한 대한항공은 이달에는 국제선 33개 노선에 주 124회 운항을 하고 있다.국제선 110개 노선을 운항했던 지난해와 비교하면 여전히 운항률이 30% 수준에 불과하다.중국 노선의 경우 인천에서 출발하는 항공기가 만석이 될 정도로 탑승객이 많아 향후 노선과 운항 횟수가 확대될 가능성이 크다.현재 대한항공이 운항하는 중국 노선은 정저우를 포함해 선양(瀋陽), 광저우(廣州), 톈진(天津) 등 4개 노선이다.아시아나항공은 이달 1일 인천~중국 하얼빈(哈爾濱) 노선 운항을 7개월 만에 재개했다.9월 운항했던 중국 충칭(重慶) 노선이 일시 중단되면서 현재 중국 노선은 창춘(長春), 난징(南京), 청두(成都) 등을 포함해 4개가 운항 중이다. 국제선 노선은 총 26개이며 주 78회 운항이 이뤄지고 있다.아시아나항공은 일본 후쿠오카(福岡)에서 출발해 인천으로 오는 임시편을 이달 13일 운항했고, 28일에도 운항할 계획이다.저비용항공사(LCC) 역시 잇따라 중국·일본 노선 운항을 재개하거나 신규 취항하면서 하늘길 복구에 힘쓰고 있다.제주항공은 이달 21일 인천~하얼빈 노선 운항을 8개월만에 재개했다. 탑승률이 낮아 이달 초부터 중단했던 일본 도쿄(東京) 노선도 수요가 늘어날 것으로 전망되면서 조만간 운항을 재개할 계획이다.에어서울은 올해 8월 중국 옌타이(煙台) 노선을 취항한데 이어 이달 20일 인천~중국 칭다오(靑島) 노선을 신규 취항했다.티웨이항공은 다음 달 5일 인천~오사카(간사이), 6일 인천~도쿄(나리타) 노선 항공편을 재개한다.항공사들은 당분간 아시아 노선 확대에 주력할 계획이다. 정부가 베트남과 주요 노선 재개를, 일본과 기업인 입국 후 격리 조치 면제 등을 합의하면서 베트남·일본 운항이 증가할 것으로 보인다.현재 하노이·호찌민에서 인천으로 들어오는 항공편만 운항하고 있는 대한항공은 정기편 왕복 운항 재개도 검토 중이다.일본 입국 기업인 특별입국 절차가 합의됐지만, 여전히 기업인 일본 방문 수요가 많지 않은 것은 항공사들이 일본 노선 확대와 증편을 주저하고 있는 이유다. 특히 일본 정부가 한국인의 입국 공항을 도쿄(나리타)와 오사카(간사이) 2곳으로 제한한 조치를 해제하지 않으면서 관광객 방문이 많은 후쿠오카 등의 일본 노선 운항 재개가 어려운 상태다.국제선 노선 확대로 수익성을 개선하려는 항공사들은 '트래블 버블' 체결에 기대를 걸고 있다. 이는 특정 관광객이나 여행객에 대해 격리 조치를 면제하는 국가 간 협정이다.한국이 홍콩, 싱가포르 등과 트래블 버블 체결을 논의하는 것으로 알려진 가운데, 입국 이후 격리가 면제되면 해외여행 수요가 늘어날 수 있다는 전망이 나온다.송현수 기자 songh@busan.com▶ 네이버에서 부산일보 구독하기 클릭!▶ '터치 부산' 앱 출시, 부산일보 지면을 내 손 안에!▶ 부산일보 홈 바로가기

"
2,"인천-베이징 직항편 ""30일부터 뜬다""… 14일 격리는 유지","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

신종 코로나바이러스 감염증(코로나19)으로 중단했던 한국발 중국 베이징 직항편이 7개월 여만에 재개된다. 마스크를 낀 에어차이나 직원의 모습. /사진=로이터신종 코로나바이러스 감염증(코로나19)으로 중단된 인천-베이징 직항편이 다시 날아오른다.25일 항공업계에 따르면 중국 국영 항공사인 에어차이나(중국국제항공)는 지난 23일 웨이보 공식 계정을 통해 ""오는 30일부터 매주 금요일 인천발 베이징 직항편(CA124)을 매주 운항한다""고 밝혔다.중국 정부는 지난 3월23일 코로나19 확산을 막기 위해 베이징으로 향하는 모든 국제선은 중국 내 다른 도시를 경유하도록 했다. 지난달 초부터는 태국과 캄보디아, 파키스탄, 그리스, 덴마크, 오스트리아, 스웨덴, 캐나다 등 확산세가 꺾인 8개국을 대상으로 베이징행 9개 정기편 직항 노선의 운항을 재개했다. 이번에 한국 직항편이 추가되면서 베이징 직항 정기편은 현재 8개국 9편에서 9개국 10편으로 늘어나게 됐다.에어차이나를 통해 베이징에 도착하더라도 14일간 격리조치는 유지된다.박찬규 기자 star@mt.co.kr▶고수들의 재테크 비법 영상 ▶거품 뺀 솔직 시승기 ▶머니S기사, 네이버 메인에서 보세요<저작권자 ⓒ '성공을 꿈꾸는 사람들의 경제 뉴스' 머니S, 무단전재 및 재배포 금지>

"
3,인천~베이징 직항편 30일부터 운항 재개,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

중국 국경절 연휴를 앞둔 지난달 30일 베이징 서우두 국제공항에서 보호복을 입은 보안요원이 걸어가고 있다.  © AFP=뉴스1(서울=뉴스1) 한상희 기자 = 신종 코로나바이러스 감염증(코로나19)으로 중단했던 한국발 중국 베이징 직항편이 7개월 여만에 재개된다. 중국 국영 항공사인 에어차이나(중국국제항공)은 지난 23일 웨이보 공식 계정을 통해 ""오는 30일부터 매주 금요일 인천발 베이징 직항편(CA124)을 매주 운항한다""고 밝혔다. 중국 정부는 지난 3월23일 코로나19 확산을 막기 위해 베이징으로 향하는 모든 국제선은 중국 내 다른 도시를 경유하도록 했다.   그러다 자국 내 감염 상황이 안정되자 지난달 초부터 태국과 캄보디아, 파키스탄, 그리스, 덴마크, 오스트리아, 스웨덴, 캐나다 등 확산세가 꺾인 8개국을 대상으로 베이징행 9개 정기편 직항을 재개했다. 하지만 당시는 한국에서 감염자가 속출하고 있어 3편의 전세기만 허용했다. 이번에 한국 직항편이 추가되면서 베이징 직항 정기편은 현재 8개국 9편에서 9개국 10편으로 늘어나게 됐다. 다만 에어차이나를 통해 베이징에 도착하더라도 14일간 격리 조치는 그대로 유지된다.angela0204@news1.kr▶ 네이버 메인에서 [뉴스1] 구독하기!▶  뉴스1 바로가기 ▶  코로나19 뉴스 © 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지
	
"
4,"'대규모 적자' 日 ANA항공, 항공기 30대 팔고 감원한다","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 이지윤 기자] 전일본공수(ANA) 로고/사진=로이터일본 최대 항공사도 코로나19 직격탄을 피하지 못했다. 요미우리신문에 따르면 전일본공수(ANA)를 거느린 ANA홀딩스는 오는 2022년까지 자사 직원 파견, 채용 동결 등의 방식으로 전체 직원 중에서 3500명을 감원한다.현재 ANA홀딩스는 토요타자동차를 포함한 여러 기업에 '출향' 형태로 자사 직원 파견을 요청했으며, 이들 기업은 수용 여부를 저울질 중인 것으로 알려졌다. 출향은 기존 기업과의 고용계약을 유지한 채 새 회사와도 복수의 고용계약을 맺는 것으로, 출향 방식에 따라 기존 고용계약을 해지하고 새 회사에 전직할 수도 있다.또 ANA홀딩스는 보잉777 등 연비가 떨어지고 유지비가 많이 드는 대형기 위주로 30대의 항공기를 팔기로 했다. 120석 규모 보잉737도 매각 대상에 올랐다. ANA홀딩스는 창립 역사상 최대 규모의 경영난을 겪고 있다. 2020회계연도(2020.4~2021.3) 연결 결산 기준 순손실액이 5000억엔(약 5조4000억원)에 달할 전망이다. ANA의 올해 4~8월 국제선 여객 수는 전년 동기보다 96%, 국내선은 84% 감소했다. 이달에도 국제선이 90%, 국내선이 50%이 감편되는 등 수요 회복 시기는 불투명하다.앞서 ANA는 여름 상여금을 월급 1개월치로 줄인 데 이어 겨울 상여금도 지급하지 않겠다고 발표했다. 2018년 기준 ANA 여름·겨울 상여금은 월급 6개월치였다.이지윤 기자 leejiyoon0@mt.co.kr▶부동산 투자는 [부릿지]▶조 변호사의 가정상담소▶줄리아 투자노트 <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
5,인천-베이징 직항로 `활짝`,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

30일부터 매주 금요일 운항코로나19 사태가 본격화한 지난 3월 이후 중단됐던 베이징행 한국발 항공편이 7개월 만에 다시 운항을 시작한다. 25일 중국 국영 항공사인 에어차이나(중국국제항공) 홈페이지에 따르면 오는 30일부터 인천발 베이징 직항편이 매주 금요일 운항된다. 중국 민항국이 지난 3월 코로나19 확산 이후 수도 베이징 방역을 위해 외국에서 출발한 항공편의 베이징 공항 이용을 금지하면서 막혔던 한국과 베이징 하늘길이 7개월 만에 다시 열리는 것이다.이에 따라 한국과 베이징을 오가야 하는 교민과 기업인, 유학생 편의성이 크게 높아질 것으로 예상된다. 이전에는 베이징에 가기 위해 칭다오 등 다른 지역으로 향하는 항공편을 이용한 후 경유지에서 14일간 격리를 끝낸 후에야 베이징으로 이동할 수 있었다.중국 당국은 자국 내 코로나19 상황이 안정되면서 경제 타격을 줄이기 위해 지난달 초부터 태국, 캄보디아, 파키스탄, 그리스, 덴마크, 오스트리아, 스웨덴, 캐나다 등 코로나19 상황이 비교적 안정된 8개국을 대상으로 베이징행 9개 정기편 직항을 재개했다. 중국이 26일 개최되는 19기 5차 전체회의(19기 5중 전회)를 앞두고 한국을 베이징행 정기편 운항 국가에 포함시킨 것은 외교적으로도 의미가 있다는 평가가 나온다.  [손일선 기자]▶ 네이버 메인에서 '매일경제'를 받아보세요▶ 궁금한 제조과정 영상으로 보세요. '이렇게 만들죠'▶ 매일매일 색다른 뉴스레터 '매콤달콤' 구독하세요[ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]
	
"
6,"'5조원대 적자' 못견딘 日 ANA…""제발 직원 좀 빌려가세요""","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

인건비 줄이려 타사에 직원 파견상대 기업서 원하면 이직도 가능항공에 집중된 사업구조도 재편일본 최대 항공사인 전일본공수(ANA)가 자사 직원을 도요타자동차 등 다른 회사로 임대 보내는 이례적인 대책을 내놓는다. 올해 창사 이래 최대 규모인 5000억엔(약 5조3800억원) 안팎의 적자가 예상되자 고정비를 줄이려는 몸부림으로 해석된다.25일 요미우리신문에 따르면 ANA는 27일 3분기 실적을 발표하면서 도요타 등 복수의 기업에 자사 직원의 파견을 받아줄 것을 요청할 계획이다. ANA의 직원 임대는 소속을 ANA로 유지한 채 도요타 등 상대 기업과 복수의 고용계약을 맺고 새 회사 직원과 같은 대우를 받는 ‘출향’이라는 방식이다. 파견회사 소속으로 원청기업으로부터 업무 명령만 받는 파견과는 차이가 있다. 출향 방식에 따라 앞으로 ANA와 고용계약을 해지하고 도요타 등 상대 기업 직원으로 전직도 가능하다.ANA가 다른 기업에 자사 직원의 고용을 부탁하는 이례적인 조치를 내린 것은 고정비의 30%를 차지하는 인건비를 줄이기 위해서다. ANA는 직원 임대 외에도 2022년까지 신입직원 채용을 중단하고, 자사 직원의 전직을 유도해 직원 수를 3500여 명 줄일 계획이다. 이는 4만6000명에 달하는 전체 직원의 10%에 달하는 규모다. 이 밖에 직원 급여 삭감, 대형 항공기 매각 등을 통해 올해 800억엔의 비용을 줄인다는 목표를 세웠다. 올해 5000억엔의 적자가 예상되고 신종 코로나바이러스 감염증(코로나19) 사태가 장기화하는 데 따른 생존 전략이다.비용 절감과 함께 항공사업에 쏠린 사업구조를 바꾸는 작업에도 착수한다. 산케이신문은 ANA그룹이 4000만 명에 달하는 마일리지 회원 정보를 활용해 보험 등 금융사업을 벌이는 ‘ANA X’와 여행상품을 판매하는 ‘ANA 세일즈’ 등 2개의 자회사를 내년 초 신설한다고 보도했다. 새로운 수익모델을 만들어 현재 75%에 달하는 항공사업 비중을 낮추려는 시도로 풀이된다. ANA그룹 관계자는 “코로나19가 한 번 더 유행하면 회사가 끝나버리고 말 것”이라고 했다.일본 2위 항공사인 일본항공(JAL)도 코로나19 여파로 대규모 적자에 시달리고 있다. 니혼게이자이신문은 오는 30일 실적을 발표하는 JAL이 올 3분기 850억엔의 순손실을 냈다고 보도했다. 항공 여객 수요가 지난해 같은 기간보다 97% 급감하면서 시장에서 예상한 것(715억엔 적자)보다 적자폭이 커졌다.도쿄=정영효 특파원 hugh@hankyung.com▶ 애플·테슬라 지금 사도 될까? 궁금하면 '해주라'▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지
	
"
7,인천-베이징 하늘길 다시 열린다,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

에어차이나 7개월 만에 직항30일부터 매주 금요일 출발중국 수도 베이징으로 가는 한국발 정규 항공편이 7개월여 만에 재개된다. 베이징 복귀가 시급한 교민과 상공인이 혜택을 볼 것으로 보인다.중국 국유 항공사인 에어차이나(중국국제항공)는 오는 30일부터 매주 금요일 인천공항~베이징 서우두공항 직항편(CA124)을 운항한다고 최근 위챗 공식계정을 통해 발표했다.중국 민항국은 신종 코로나바이러스 감염증(코로나19) 사태 이후 베이징의 방역을 위해 지난 3월 23일부터 외국에서 출발하는 항공편의 베이징 공항 이용을 막고 중국 내 다른 도시로 들어오도록 통제해왔다. 해외에서 베이징으로 들어오려면 톈진 선양 칭다오 등 다른 지역으로 입국한 뒤 그곳에서 14일 격리를 마쳐야 베이징으로 올 수 있었다. 에어차이나는 금요일마다 인천~베이징 노선을 운항했지만 실제 도착지는 칭다오였다.지난달 초 중국 당국은 태국 캄보디아 그리스 스웨덴 캐나다 등 코로나19 상황이 안정된 8개국을 대상으로 베이징행 직항 정기편을 허용했다. 하지만 한국은 코로나19 하루 신규 확진자가 200~300명대로 늘면서 대상에서 빠졌다. 이번에 한국이 추가되면서 베이징으로 직접 들어오는 항공편은 매주 9편으로 늘어난다. 코로나19 사태 이전 베이징 직항편을 운항했던 대한항공과 아시아나항공은 아직 재개 허가가 나오지 않았다.에어차이나를 이용해 베이징에 도착하더라도 14일간 지정 호텔에서 격리해야 하는 방침은 그대로 유지된다. 주중 한국대사관은 “서울~베이징 노선을 포함해 중국행 정기 항공편 증편과 전세기 운항 등을 지속적으로 협의해나가겠다”고 밝혔다.베이징=강현우 특파원 hkang@hankyung.com▶ 애플·테슬라 지금 사도 될까? 궁금하면 '해주라'▶ 네이버에서 한국경제 뉴스를 받아보세요▶ 모바일한경 구독신청 ⓒ 한국경제 & hankyung.com, 무단전재 및 재배포 금지
	
"
8,동계 스케줄 공개 놓고 속타는 항공사들,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	  코로나19로 하늘길이 막히면서 항공사들이 동계 스케줄 공개를 놓고 고민에 빠졌다.   통상적으로 항공사들이 10월 마지막주 일요일에 오픈해왔지만 이번에는 오픈을 하지 않았다. 다만 국내선 위주로 운항하고 있는 일부 저가항공사(LCC)들만 일부 동계 스케줄을 오픈했다.   25일 관련 업계에 따르면 지금까지 항공사들은 국토교통부에 동계스케줄을 제출하고 10월 마지막주 일요일에 이를 오픈해왔다. 하계스케줄의 경우 3월 마지막주에 오픈을 해왔다. 동계와 하계스케줄을 별도로 오픈하는 이유는 계절적 요인에 따라 여행을 떠나는 관광객 등이 몰리면서 변화하는 수요에 맞게 노선을 변경하기 위함이다.   하지만 코로나19로 인해 일부 예외입국 등을 제외하면 사실상 관광 수요가 확연히 줄면서 하계·동계 스케줄을 변경할 요인이 사라진 것이다.   국내 항공사 관계자는 ""예를 들어 인천~하와이 노선 같은 경우에는 동계가 성수기이기 때문에 하계 때는 주7편 (하루1편)하던 것을 주10편으로 증편하는 등 계절에 맞게 늘리고 줄이는 등의 재편이 필요하지만 코로나19로 인해 관련 수요가 모두 사라지며 계절적 변화에 따른 스케줄을 조정할 필요가 사라졌다""고 설명했다.   대한항공과 아시아나항공을 비롯 일부 LCC들은 각사 홈페이지에 들어가 운항 현황을 매월 단위로 확인할 수 있다. 다만 일부 LCC들은 국내 혹은 인근 국가 노선 위주로 동계스케줄을 오픈하기도 했다.    pja@fnnews.com 박지애 기자 ▶ 헉! 소리나는 스!토리 뉴스 [헉스]▶ '아는 척'하고 싶은 당신을 위한 [두유노우]▶ 날로먹고 구워먹는 금융이슈 [파인애플]  ※ 저작권자 ⓒ 파이낸셜뉴스. 무단 전재-재배포 금지
	
"
9,"인천~베이징 정기 직항편, 30일 코로나 이후 첫 재개","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

베이징 서우두공항 전경  /연합뉴스[서울경제] 신종 코로나바이러스 감염증(코로나19) 사태 이후 처음으로 중국 수도 베이징과 한국을 연결하는 직항편이 열린다.25일 중국 매체에 따르면 중국 국유항공사인 에어차이나(중국국제항공)는 오는 30일부터 매주 금요일에 인천발 베이징 직항편을 운항한다. 이에 따라 한국에서 베이징으로 직행하는 항공편이 지난 3월 이후 부활했다.  앞서 전세기가 베이징공항에 도착하기는 했지만 정기편은 이번이 처음이다. 중국은 코로나19 발생 이후 3월 말부터 국제항공편을 대폭 줄이면서 베이징 직항편을 완전히 없앴다가 9월 초 태국 등 8개국에 한해 허용했다. 당시 한국발 직항편은 빠졌는데 이번에 포함된 것이다. 에어차이나는 기존 인천~칭다오 노선을 인천~베이징으로 돌릴 예정이다. 현재 베이징 도착 국제항공편은 중국 국적항공사가 독점하고 있다. 한편 한국과 중국을 연결하는 항공편은 주당 33회 정도로 여전히 지난해 이맘때의 3%에 불과하다. /베이징=최수문특파원 chsm@sedaily.com[서울경제 바로가기]▶ 상위 1%가 선택한 오늘의 PICK은 [주식 초고수는 지금]▶ 네이버 채널에서 '서울경제' 구독해주세요!저작권자 ⓒ 서울경제, 무단 전재 및 재배포 금지
	
"
